,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,PTS_B,PTS_CON_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_B,BLK_B,SEASON_B_PCT,H/A_B,ELO_B,STREAK_B,PER_B,WINNER
875,114.5,112.3,0.45410000000000006,0.3289,0.7538,48.9,14.2,4.6,0.5172413793103449,0.2,1489.4771541838347,-2,16.23220031392238,124.7,118.3,0.4821,0.41559999999999997,0.7411,46.9,12.8,5.4,0.6551724137931034,0.8,1602.5994343930727,1,18.89147795877344,A
876,110.2,114.5,0.4593,0.32439999999999997,0.7735,48.7,14.2,5.9,0.43333333333333335,0.5,1472.08977688055,-1,13.872025987300042,111.7,120.8,0.47680000000000006,0.34209999999999996,0.6841,44.7,16.8,5.0,0.5,0.4,1453.9869410024996,1,17.673035554736373,A
877,99.2,109.1,0.4244,0.3157,0.7336,45.5,14.3,5.6,0.1864406779661017,0.0,1283.1328919170005,-1,13.023868123757966,115.0,121.2,0.4656999999999999,0.41550000000000004,0.8586,43.1,12.3,3.8,0.55,0.4,1523.7479523201216,-1,19.161247269009106,A
878,115.0,115.4,0.48089999999999994,0.402,0.7732000000000001,43.4,15.7,5.6,0.55,0.6,1505.7351762893527,2,18.497671211702087,112.3,110.9,0.47359999999999997,0.3359,0.7788999999999999,44.5,12.5,4.3,0.6896551724137931,0.9,1583.8811327205517,3,20.274667929418257,B
879,115.1,103.7,0.4750000000000001,0.3846,0.8282999999999999,49.1,12.3,6.6,0.45,0.4,1535.1883724738816,-1,21.143730133698732,117.3,111.8,0.4537,0.3679,0.8446000000000001,46.4,13.2,3.6,0.7333333333333333,0.9,1633.5085909522957,7,15.61548004179027,A
880,115.8,106.1,0.47540000000000004,0.3549,0.7986000000000001,49.6,13.5,5.5,0.7627118644067796,0.9,1687.929568724108,4,17.14674018721179,116.7,114.8,0.49989999999999996,0.38570000000000004,0.8442000000000001,43.9,12.7,4.0,0.26666666666666666,0.2,1382.0621167771446,3,16.15349043725196,A
881,114.9,119.8,0.43660000000000004,0.33449999999999996,0.7678999999999999,45.0,13.9,5.0,0.5081967213114754,0.7,1479.9821514514708,1,17.631234517939426,113.6,122.3,0.45339999999999997,0.3934,0.8632000000000002,43.2,11.4,3.8,0.5409836065573771,0.3,1500.6974496533403,-2,17.977002464468356,A
882,104.0,106.8,0.4346000000000001,0.3383999999999999,0.7622,43.1,13.5,2.9,0.4406779661016949,0.3,1463.7414303527137,-4,15.467134002745798,112.8,115.4,0.4671999999999999,0.3793,0.7695000000000001,43.4,15.8,5.9,0.5409836065573771,0.4,1490.8852798127173,-1,18.10778568780466,B
883,119.1,110.1,0.4788,0.3626,0.8428000000000001,46.7,13.3,5.6,0.6101694915254238,0.5,1615.5787976493466,3,21.26642419526008,107.9,110.9,0.4382,0.3519,0.7412000000000001,48.9,14.1,2.5,0.23333333333333334,0.4,1305.6257679272703,2,17.916971151828903,A
884,114.6,119.7,0.45630000000000004,0.4013,0.7764999999999999,43.9,16.0,4.6,0.3333333333333333,0.5,1375.2368741563869,1,16.628924561602208,117.5,113.1,0.4524,0.3559,0.8358000000000001,41.0,12.6,5.1,0.576271186440678,0.6,1573.6864706426484,1,20.86933286925677,B
885,106.4,119.3,0.45990000000000003,0.2895,0.7529999999999999,40.6,15.8,4.1,0.18032786885245902,0.0,1270.0950745395523,-17,16.133412499008795,100.8,107.7,0.45459999999999995,0.31579999999999997,0.6458999999999999,45.1,16.5,4.5,0.4482758620689655,0.3,1441.0387887979437,-2,15.258912530931058,A
886,110.2,99.7,0.4972,0.3742,0.7403,42.4,12.9,4.5,0.6666666666666666,0.5,1600.933660777117,2,19.1349567057188,112.8,106.1,0.4734999999999999,0.3761,0.7711,44.3,13.0,4.5,0.4827586206896552,0.6,1506.2188192768526,2,15.274342128185697,B
887,116.5,114.3,0.4588,0.3293,0.7478999999999999,48.7,13.2,4.8,0.5254237288135594,0.3,1497.5575866024565,1,18.991945437701524,114.5,115.6,0.4787,0.39020000000000005,0.7927,43.8,13.0,4.3,0.4745762711864407,0.6,1505.3497794366642,-1,18.026842234949946,B
888,118.8,111.9,0.49219999999999997,0.367,0.7696000000000001,44.9,13.0,7.9,0.711864406779661,0.9,1652.3079290613703,-1,21.463988436418386,107.3,112.5,0.4373,0.327,0.7617999999999999,42.6,10.5,5.6,0.4745762711864407,0.7,1462.2030044645037,-1,18.269635531465543,A
889,101.7,105.0,0.43400000000000005,0.3095,0.7878000000000001,43.1,12.9,4.9,0.3770491803278688,0.3,1385.8772537999757,-4,16.917800726157097,112.7,121.6,0.48050000000000004,0.348,0.6851999999999999,44.7,17.1,4.8,0.4915254237288136,0.3,1442.5378116220622,-1,17.08402428445258,A
890,110.9,114.4,0.4603,0.3329,0.7748,47.3,14.3,5.4,0.4426229508196721,0.5,1483.5389062609875,1,20.150392901570036,116.5,112.8,0.48389999999999994,0.35250000000000004,0.8036,43.5,14.3,4.6,0.6333333333333333,0.7,1589.7488978144263,-1,19.26290448800867,B
891,103.2,109.5,0.43439999999999995,0.3358,0.7359,47.0,13.8,5.8,0.2,0.1,1306.1833945837818,1,11.550868329281904,114.7,100.9,0.4781000000000001,0.3894,0.82,49.0,12.4,6.9,0.45901639344262296,0.5,1553.8295299053004,1,20.457902269600282,A
892,124.5,119.0,0.4734,0.39599999999999996,0.7637,47.6,13.0,5.0,0.6440677966101694,0.6,1594.519001974451,-1,20.981861550877767,115.1,111.3,0.4814,0.34900000000000003,0.7516999999999999,46.4,13.3,4.7,0.6949152542372882,0.9,1598.7310291971871,4,20.307145269075534,B
893,115.9,111.3,0.48579999999999995,0.3813,0.8450999999999999,43.9,10.1,5.9,0.6166666666666667,0.4,1592.5169635147608,-2,19.972567598535942,115.2,111.0,0.4471000000000001,0.36829999999999996,0.8288,45.9,12.4,3.7,0.7213114754098361,0.8,1614.8674335208768,-1,18.289914248546268,B
894,113.6,105.5,0.47059999999999996,0.38760000000000006,0.7615000000000001,45.1,13.0,4.6,0.4915254237288136,0.5,1514.8822487362154,3,15.811131065848045,109.5,120.0,0.4429,0.36599999999999994,0.8699,44.3,11.4,4.0,0.532258064516129,0.8,1485.5506184716876,-3,19.553955882964924,B
895,112.0,115.0,0.461,0.3091,0.7687,47.9,14.2,5.8,0.43548387096774194,0.4,1480.918170891184,-1,17.993545382071463,111.6,122.4,0.4726,0.3415,0.6935,45.2,17.0,4.3,0.48333333333333334,0.4,1433.9746792897809,-2,16.0867434110442,B
896,118.7,122.8,0.4989,0.36300000000000004,0.7872,40.9,15.6,5.2,0.4,0.3,1445.106154009604,-4,20.53643620613673,112.8,116.6,0.4351,0.3439,0.7729,45.8,14.7,5.3,0.5161290322580645,0.7,1495.1289826331235,2,16.32873060520143,A
897,119.4,110.5,0.48840000000000006,0.3785,0.8201,45.9,12.9,5.4,0.6166666666666667,0.5,1618.4021519633623,4,20.84807831602553,112.8,113.7,0.46860000000000007,0.3599,0.8397,43.3,10.3,5.6,0.6065573770491803,0.7,1575.9063918636314,-3,19.945762617981284,A
898,104.0,109.6,0.4659,0.3182,0.6567,44.8,16.4,4.7,0.4406779661016949,0.3,1431.6105244875607,-3,12.85539556906323,117.7,112.9,0.4885999999999999,0.3592000000000001,0.7729,45.0,13.1,8.0,0.7166666666666667,0.9,1657.102177195627,1,19.917919382097477,A
899,112.9,114.3,0.4680000000000001,0.38449999999999995,0.7935000000000001,42.3,15.4,5.5,0.5483870967741935,0.6,1499.6694362100695,1,18.453423149368685,118.3,114.7,0.47350000000000003,0.3631000000000001,0.7684,47.9,15.0,6.3,0.559322033898305,0.8,1581.413073692979,1,19.139191773646775,B
900,111.1,100.3,0.4980999999999999,0.39160000000000006,0.7433,42.4,13.0,5.1,0.6557377049180327,0.5,1592.2702313177542,-1,18.91949093942766,103.8,109.9,0.4297000000000001,0.3378,0.7693000000000001,42.7,13.3,3.7,0.43333333333333335,0.4,1454.9572739553614,-5,15.234641598113878,B
901,114.5,118.8,0.46530000000000005,0.41559999999999997,0.7627999999999998,44.0,16.6,4.8,0.32786885245901637,0.3,1371.4463429014652,-1,16.58770319641001,114.6,113.6,0.4812,0.36880000000000007,0.7770999999999999,45.2,13.6,4.5,0.48333333333333334,0.4,1513.5229468962204,1,18.48491026166233,A
902,116.2,113.3,0.4579000000000001,0.3417,0.7371000000000001,48.7,14.0,4.4,0.5166666666666667,0.9,1489.3844191429002,-1,18.07095182049423,117.0,107.5,0.47220000000000006,0.3528,0.7917,49.1,12.3,5.5,0.7666666666666667,0.9,1690.5251895709537,5,21.968490105978134,B
903,117.8,112.1,0.4561,0.35140000000000005,0.8516999999999999,40.2,12.8,5.0,0.5833333333333334,0.5,1577.47700189757,2,19.810105032044827,108.9,112.0,0.4375,0.3157,0.8074,43.3,10.5,5.7,0.4666666666666667,0.6,1457.408756330247,-2,18.745618020215726,A
904,103.0,105.6,0.4367,0.3084,0.7839999999999999,43.7,12.6,4.7,0.3870967741935484,0.4,1394.4403861322571,1,16.679822719363326,115.6,114.3,0.49449999999999994,0.3882,0.8387,43.0,11.6,3.5,0.26229508196721313,0.4,1379.466495930299,-1,17.86596618108583,B
905,104.1,108.5,0.43179999999999996,0.33599999999999997,0.714,47.3,13.0,6.3,0.21311475409836064,0.2,1320.3340827168533,2,12.877119739346046,108.5,113.1,0.43739999999999996,0.35190000000000005,0.743,47.7,14.1,2.3,0.22950819672131148,0.2,1302.8024136132547,-1,17.164390366101184,B
906,119.8,114.2,0.49140000000000006,0.3657,0.7755000000000001,45.0,12.6,7.6,0.7049180327868853,0.8,1649.3547121993927,-1,18.65226963594857,114.3,101.7,0.4756,0.37979999999999997,0.7991,48.9,12.5,7.1,0.45161290322580644,0.5,1539.678841772229,-1,18.803960430821895,B
907,106.4,110.3,0.47190000000000004,0.3315,0.6723999999999999,44.9,16.0,5.1,0.45,0.5,1439.357989483795,1,15.309445809415017,117.4,109.8,0.44939999999999997,0.3483,0.8629999999999999,40.9,12.8,5.0,0.5901639344262295,0.7,1581.7630793189953,3,17.729518161071315,B
908,117.0,117.0,0.4854,0.37750000000000006,0.7695,45.8,13.0,4.9,0.47540983606557374,0.3,1499.309286254012,-1,18.38972111469705,111.7,102.5,0.5035,0.3981,0.7537,41.9,13.1,5.0,0.6451612903225806,0.8,1577.225241735236,-2,19.244359808128,B
909,116.7,112.6,0.4808,0.36540000000000006,0.7628,46.8,14.1,4.4,0.7,0.9,1608.3145664991916,5,19.73545063949179,118.8,115.0,0.47540000000000004,0.36300000000000004,0.7674000000000001,48.8,15.5,6.7,0.5666666666666667,0.5,1586.9943254562234,2,18.315924455382493,B
910,115.5,113.3,0.48230000000000006,0.3431,0.7934,44.9,15.1,4.8,0.639344262295082,0.7,1592.3696331842298,1,16.45003148392156,123.1,119.4,0.4649,0.37939999999999996,0.7546,47.9,14.0,4.7,0.6333333333333333,0.8,1584.9354646724464,-2,15.210666384373061,A
911,113.6,122.2,0.47800000000000004,0.34309999999999996,0.6798,44.2,15.7,4.7,0.4918032786885246,0.5,1443.0881518319502,1,17.42423175600547,118.0,110.0,0.47090000000000004,0.34700000000000003,0.7679,50.2,12.2,6.5,0.7704918032786885,0.9,1692.189819493229,6,21.85917633187156,B
912,108.6,119.8,0.47050000000000003,0.3032,0.7525999999999999,40.5,15.6,3.3,0.1935483870967742,0.2,1279.5233388499353,1,15.122600627059601,113.1,116.2,0.46129999999999993,0.3005,0.7428,48.9,14.6,5.7,0.42857142857142855,0.3,1471.8046983490146,-2,18.15807930965139,B
913,113.0,117.4,0.4338,0.3344,0.7842999999999999,45.3,14.9,4.9,0.5079365079365079,0.6,1483.5395167741003,-1,16.133176532574954,110.2,114.6,0.4407,0.3107,0.8069,44.1,11.1,5.5,0.45901639344262296,0.3,1453.1226789088216,-3,18.52714902531477,B
914,120.5,125.5,0.4920999999999999,0.3498,0.8092,42.5,16.0,5.2,0.4098360655737705,0.3,1456.6956198686273,1,20.731568157103325,110.7,113.5,0.46909999999999996,0.3427,0.8296999999999999,43.1,11.3,5.3,0.5967741935483871,0.6,1569.9287295877118,-4,18.92162801835522,B
915,116.0,116.1,0.49079999999999996,0.37940000000000007,0.8497000000000001,43.2,11.8,4.1,0.27419354838709675,0.5,1384.567583252987,1,18.865895864969424,115.8,119.9,0.4567,0.41319999999999996,0.7779999999999999,45.2,15.4,4.9,0.3387096774193548,0.3,1385.6600035436736,1,16.176770103910897,A
916,112.3,115.3,0.4586,0.3537,0.8184000000000001,42.3,15.2,5.7,0.5396825396825397,0.5,1494.0881844468252,-1,19.3607632711536,116.7,116.1,0.44830000000000003,0.34669999999999995,0.7342,49.2,13.4,4.8,0.5081967213114754,0.8,1487.719789220625,-2,16.646947925678088,A
917,114.7,108.5,0.4514,0.3655,0.8089000000000002,46.0,12.5,3.7,0.7258064516129032,0.8,1631.4780051720063,1,19.320629178552487,117.1,108.6,0.4806,0.36,0.8050999999999998,46.0,12.2,4.9,0.6229508196721312,0.6,1624.3798142392818,5,18.412624585479517,A
918,117.9,114.4,0.4843,0.3558,0.7708,45.3,12.8,7.0,0.6935483870967742,0.7,1637.3147023199365,-2,19.47502683506658,115.0,113.3,0.4819,0.3507,0.7774,44.4,14.6,4.8,0.6451612903225806,0.6,1598.5221073952193,2,19.158390544090707,A
919,108.3,117.9,0.4548,0.38249999999999995,0.8543,44.8,11.7,4.4,0.5396825396825397,0.8,1498.4700311033782,1,17.99227681900692,121.7,120.0,0.4602000000000001,0.3556999999999999,0.7523,47.3,13.7,4.6,0.6229508196721312,0.5,1578.7829904614568,-3,15.347739787903734,A
920,113.3,123.3,0.48020000000000007,0.3333,0.6831000000000002,42.6,15.0,4.7,0.4838709677419355,0.3,1439.5535003008658,-1,17.375863661295778,107.8,120.2,0.45309999999999995,0.2937,0.7594,40.6,15.7,3.0,0.19047619047619047,0.2,1273.9842475157461,-1,14.718867793539186,B
921,113.6,107.1,0.46819999999999995,0.39980000000000004,0.7689,44.0,12.5,4.4,0.48333333333333334,0.5,1501.9628361045247,-1,14.903899957033158,109.4,113.6,0.4351,0.3490000000000001,0.7778,46.9,13.8,2.4,0.24193548387096775,0.4,1311.7650317808395,1,16.125187641839794,A
922,115.3,119.5,0.4487,0.33940000000000003,0.7807999999999999,44.0,14.7,5.2,0.5,0.4,1471.2679894468706,-2,17.108582442327197,109.4,112.9,0.48150000000000004,0.3551,0.6784999999999999,44.0,15.0,4.9,0.4426229508196721,0.3,1436.2882925015633,-1,14.455937433158942,B
923,119.8,112.6,0.47990000000000005,0.35640000000000005,0.7874000000000001,49.4,12.2,6.4,0.7741935483870968,1.0,1695.7244710243133,7,18.793286195558807,117.4,114.3,0.4659000000000001,0.36169999999999997,0.7590000000000001,49.6,15.7,6.8,0.5737704918032787,0.8,1596.077615191869,3,18.30348260737939,B
924,114.4,102.4,0.4769000000000001,0.37829999999999997,0.7958000000000001,49.3,12.6,7.2,0.4603174603174603,0.5,1551.718851651685,1,18.775900401624515,113.0,103.3,0.506,0.4217000000000001,0.7668000000000001,41.1,13.3,5.8,0.6507936507936508,0.8,1583.3976215837167,1,17.928035603139616,A
925,104.5,106.5,0.4365,0.3107000000000001,0.7963999999999999,44.3,12.8,4.9,0.38095238095238093,0.1,1389.339298809569,-1,18.646958071455767,105.9,110.7,0.4382,0.353,0.7588,42.5,13.8,3.3,0.4426229508196721,0.5,1470.0022635378796,1,16.052856445516284,A
926,113.5,111.5,0.45899999999999996,0.3482,0.7466,48.7,14.6,4.5,0.6885245901639344,0.9,1599.231276763546,-1,17.576374885670955,115.4,116.9,0.4755,0.33609999999999995,0.7295,48.4,15.4,5.7,0.4375,0.4,1477.3437896832038,1,17.358209692308854,B
927,121.0,119.7,0.48599999999999993,0.38570000000000004,0.8225999999999999,45.5,12.5,4.4,0.2857142857142857,0.2,1393.0141812839759,2,15.436931149357486,118.2,123.8,0.4558,0.39990000000000003,0.7598,46.1,16.0,5.5,0.3333333333333333,0.5,1377.2134055126849,-1,14.014743191337422,B
928,108.0,110.2,0.4545,0.33309999999999995,0.8297000000000001,43.9,11.1,5.0,0.6031746031746031,0.6,1576.846590495187,1,17.583702188142468,117.0,111.8,0.4528,0.3511,0.8747999999999999,39.7,13.0,4.7,0.5967741935483871,0.6,1584.832776301227,4,20.237948978418228,B
929,113.6,114.1,0.45940000000000003,0.37570000000000003,0.8049,44.5,15.1,5.6,0.546875,0.4,1502.304900892586,1,18.4039730272697,107.5,111.4,0.44239999999999996,0.3404,0.7064999999999999,46.8,12.5,6.0,0.20967741935483872,0.2,1311.3714645492685,-1,15.456727528404558,A
930,108.9,115.4,0.4293,0.3698,0.7803,45.8,14.4,2.3,0.23809523809523808,0.4,1300.8890672788468,-1,16.75584863058278,113.9,100.4,0.4807,0.3843,0.7952999999999999,49.4,11.7,7.3,0.46875,0.6,1559.5957386403165,2,19.33854233087196,A
931,116.4,105.3,0.48,0.41340000000000005,0.7870999999999999,45.3,12.3,4.8,0.4918032786885246,0.7,1512.8388006065175,1,17.088497462349537,117.4,109.7,0.46720000000000006,0.3753,0.8148,45.3,12.3,3.9,0.7301587301587301,0.6,1636.1844414526104,2,17.178058369834478,A
932,110.0,114.0,0.4415,0.30979999999999996,0.8031,44.5,11.8,5.7,0.46774193548387094,0.6,1465.3942062360513,1,18.196088849918457,115.6,110.0,0.4767,0.3524,0.8007,45.6,12.5,4.8,0.6129032258064516,0.6,1619.6733779586777,-1,20.312186319699048,B
933,117.9,118.5,0.4854000000000001,0.3759,0.7682999999999999,47.3,13.8,5.2,0.46774193548387094,0.3,1493.1369064055314,-2,17.82500611761752,118.6,123.1,0.48629999999999995,0.3458,0.8098000000000001,43.2,16.6,5.2,0.4032258064516129,0.5,1449.7777589611521,-1,19.52906948426428,B
934,106.0,106.2,0.44580000000000003,0.3173,0.8033999999999999,44.4,13.5,5.1,0.390625,0.2,1418.043669582077,1,15.005954973200097,119.0,118.2,0.4568,0.3398,0.7413000000000001,47.6,13.9,4.3,0.6129032258064516,0.7,1561.9163683323814,-4,15.753163674619747,B
935,114.0,112.9,0.45420000000000005,0.33690000000000003,0.7614000000000001,48.3,15.2,4.5,0.6774193548387096,0.5,1585.7796343443476,-2,17.46857801562424,108.6,117.3,0.4565,0.3854999999999999,0.8373999999999999,44.7,11.7,4.8,0.546875,0.8,1515.3366532324537,2,18.0057648389661,B
936,114.1,123.6,0.48469999999999996,0.33940000000000003,0.6895,41.7,14.7,4.6,0.47619047619047616,0.5,1423.3577607156162,-2,13.932777196306025,114.7,113.3,0.4601,0.35500000000000004,0.7932,45.0,15.7,5.4,0.5538461538461539,0.5,1509.6531617727842,2,20.70523164478877,B
937,108.4,119.3,0.4575,0.2793,0.7888,41.0,16.0,3.3,0.203125,0.3,1290.1799871009957,1,17.419957842297713,116.1,111.2,0.4582,0.33160000000000006,0.7952999999999999,51.3,12.2,7.1,0.7619047619047619,0.9,1686.9335962428001,-1,20.907424817730938,A
938,114.7,119.9,0.45150000000000007,0.34890000000000004,0.776,42.0,14.6,4.9,0.49230769230769234,0.5,1447.1182507020276,-3,16.889149391593598,102.9,112.0,0.42119999999999996,0.32949999999999996,0.7466,41.8,13.5,3.4,0.43548387096774194,0.3,1441.2978927653717,-1,14.42691059235622,A
939,120.4,123.7,0.458,0.4042,0.7720999999999999,46.5,15.6,5.7,0.34375,0.6,1384.664798597247,1,16.615366055691947,109.3,110.9,0.47620000000000007,0.3645,0.6627,45.1,15.0,5.1,0.45161290322580644,0.4,1460.4380312464064,1,15.312356551044617,B
940,114.9,116.1,0.4715,0.3332,0.732,48.5,16.3,5.5,0.4461538461538462,0.5,1490.7954321024022,2,19.625720531041534,118.4,112.2,0.46699999999999997,0.3707,0.731,51.3,15.3,7.1,0.5806451612903226,0.8,1604.868489973382,4,18.320452781696392,A
941,109.0,113.7,0.44220000000000004,0.3509999999999999,0.7097,47.0,12.7,6.5,0.20634920634920634,0.2,1304.0232036690702,-2,14.9020659158483,116.1,116.9,0.44670000000000004,0.33859999999999996,0.7348999999999999,48.8,12.6,5.4,0.5,0.7,1479.5030727748642,-3,16.98634764940982,B
942,111.0,99.9,0.4708,0.3651,0.7857999999999999,49.4,11.5,7.0,0.46153846153846156,0.5,1533.1286351917377,-1,18.23690763448085,115.9,113.8,0.48260000000000003,0.3747,0.7876000000000001,44.4,15.3,4.6,0.6349206349206349,0.5,1593.7026906088083,-1,18.72801442958303,B
943,108.1,112.1,0.4537999999999999,0.32709999999999995,0.8056000000000001,44.1,11.1,4.0,0.59375,0.4,1566.1565868832645,-1,17.167529549467037,115.8,115.9,0.47700000000000004,0.3511,0.7700000000000001,44.0,13.0,7.2,0.6984126984126984,0.8,1642.1341191063475,1,16.094551488277535,A
944,110.6,105.6,0.5034,0.39170000000000005,0.7918000000000001,40.7,13.4,5.7,0.640625,0.7,1575.5207345950853,-1,19.797686175369048,120.8,119.5,0.48760000000000003,0.37090000000000006,0.8251,46.1,13.1,4.3,0.28125,0.6,1385.5627881994137,-1,18.691204306512983,A
945,115.7,115.5,0.4423,0.32649999999999996,0.741,48.0,13.6,4.6,0.6190476190476191,0.5,1565.364986955474,1,19.664715463658734,119.4,121.2,0.4931000000000001,0.3597,0.7417,46.4,13.3,5.2,0.4603174603174603,0.6,1478.1588456294974,-3,19.525628662349146,B
946,116.0,110.6,0.4600000000000001,0.38389999999999996,0.8100999999999999,44.7,12.3,3.7,0.71875,0.8,1625.7155730412253,-1,21.832596096014576,116.7,111.2,0.45089999999999997,0.3606,0.8609,39.6,12.8,4.9,0.6031746031746031,0.7,1595.5227799131496,5,19.021006644026933,B
947,104.7,105.5,0.44819999999999993,0.305,0.8257,44.9,14.9,5.4,0.38461538461538464,0.4,1414.5950509589843,-1,17.548157278009533,116.6,109.0,0.47630000000000006,0.3483,0.8169999999999998,47.1,12.3,4.9,0.6190476190476191,0.6,1625.0588145486654,1,20.451001964678895,A
948,115.2,121.3,0.4798,0.34669999999999995,0.6918,42.3,14.0,4.9,0.46875,0.4,1416.931911866835,-3,12.98892492444701,114.0,110.4,0.45280000000000015,0.34729999999999994,0.8069000000000001,49.4,15.1,4.5,0.6666666666666666,0.4,1580.6396058454334,-3,18.65301818356569,B
949,117.9,119.4,0.47219999999999995,0.3369000000000001,0.8291999999999999,46.0,12.3,4.5,0.27692307692307694,0.2,1381.3216476736663,-2,18.079326727617566,116.6,112.5,0.48550000000000004,0.3848,0.7854,46.0,14.6,4.7,0.640625,0.7,1600.8676939849852,1,17.30346042123498,A
950,109.5,113.2,0.4431999999999999,0.3606,0.7105999999999999,47.9,13.2,6.5,0.203125,0.1,1300.0845253333573,-3,18.75577382583933,108.8,118.0,0.44899999999999995,0.2831,0.7971999999999999,42.8,15.7,4.2,0.2153846153846154,0.4,1316.0628601121637,2,15.949262764710415,B
951,113.9,115.7,0.4569000000000001,0.3345,0.7769999999999999,42.8,14.5,4.5,0.5,0.5,1473.0710541664953,1,17.770914388056827,110.0,114.4,0.43099999999999994,0.37510000000000004,0.7841,45.5,14.3,2.5,0.25,0.3,1327.3561707274257,1,16.18956609576924,A
952,114.7,105.7,0.472,0.40659999999999996,0.7711,44.6,12.1,4.3,0.5,0.7,1523.3076690179025,2,19.461599792631144,121.3,121.0,0.49939999999999996,0.3712,0.7327,47.3,13.1,5.0,0.46875,0.2,1492.9062969090996,1,17.088301469898504,A
953,119.7,122.2,0.44630000000000003,0.39880000000000004,0.7784,47.1,15.2,5.6,0.3384615384615385,0.3,1381.672097741645,-1,16.871019921604688,107.8,114.9,0.46180000000000004,0.3893999999999999,0.8205999999999998,44.4,11.7,5.2,0.5538461538461539,0.2,1520.476681731368,3,17.329429905945705,B
954,114.9,116.5,0.43809999999999993,0.3359,0.7527999999999999,48.3,13.2,5.2,0.5079365079365079,0.7,1483.4417511105771,1,17.736857281194567,108.1,108.7,0.4558999999999999,0.32619999999999993,0.7997000000000001,43.9,11.4,4.0,0.6,0.5,1596.487375973253,1,16.267846846386462,B
955,111.1,112.0,0.4887,0.3703,0.6860999999999999,44.2,14.9,5.0,0.4603174603174603,0.4,1463.4307321020083,2,18.07113525091153,109.3,114.1,0.44419999999999993,0.3165,0.8055,43.6,12.5,5.3,0.4603174603174603,0.5,1460.0087696460637,-1,17.82670988107261,A
956,101.8,115.4,0.4164,0.3256,0.7396,39.7,13.6,3.2,0.42857142857142855,0.3,1415.345089300904,-2,14.433482722971135,119.2,121.5,0.4868,0.34750000000000003,0.8187000000000001,43.8,16.6,4.8,0.4126984126984127,0.5,1464.7558197371861,1,20.120005419471205,B
957,116.8,112.5,0.4608,0.3732,0.7367000000000001,50.9,15.6,7.1,0.5714285714285714,0.5,1596.7661376197948,-1,18.213584620686994,114.2,115.6,0.4721,0.3482,0.7134,48.4,16.0,5.3,0.45454545454545453,0.4,1498.8977844559895,3,18.193084048616555,A
958,116.0,119.1,0.4391999999999999,0.327,0.7354999999999998,48.1,13.7,5.2,0.609375,0.5,1550.6175356758717,-1,16.138806470515696,115.0,109.2,0.47570000000000007,0.3438,0.8027,47.4,13.5,4.9,0.609375,0.9,1607.0205132513743,-1,19.804700539777425,A
959,109.5,106.0,0.4923,0.39479999999999993,0.7850000000000001,41.5,12.7,5.4,0.6461538461538462,0.4,1579.7618751208327,1,18.922025139517938,114.4,111.9,0.44020000000000004,0.33240000000000003,0.7861999999999998,51.9,12.4,6.8,0.75,0.8,1661.0507232316322,-2,19.749857660942233,B
960,112.5,106.8,0.44819999999999993,0.3412,0.7965,50.1,14.6,4.0,0.671875,0.5,1587.6111922005325,1,17.139013344886774,113.6,118.0,0.46640000000000004,0.3395,0.7812,43.6,13.4,6.5,0.6875,0.7,1611.803330016359,-1,22.318776080631103,B
961,117.3,107.9,0.479,0.41369999999999996,0.7691999999999999,44.7,11.5,3.9,0.5079365079365079,0.5,1536.3592884238271,3,17.805170826669986,116.2,116.7,0.46580000000000005,0.3369000000000001,0.8282999999999999,46.2,12.5,4.3,0.2878787878787879,0.3,1388.9673102082409,1,17.172180629565094,A
962,117.2,120.0,0.44000000000000006,0.31839999999999996,0.7335999999999999,48.6,13.4,5.2,0.6153846153846154,0.5,1561.656060502916,1,16.770172018363045,116.8,112.2,0.466,0.35760000000000003,0.8133000000000001,46.4,15.2,5.1,0.5606060606060606,0.4,1516.0790106215654,3,19.098865379990585,B
963,103.4,116.4,0.4234,0.3207,0.7388999999999999,39.9,12.9,2.9,0.421875,0.2,1407.3041505901924,-3,13.325037005682722,111.3,103.0,0.4692,0.36869999999999997,0.7775,48.1,11.5,6.4,0.45454545454545453,0.5,1525.9636318155608,-2,19.184794984715737,B
964,114.7,110.6,0.45059999999999995,0.3655,0.8554,39.7,12.6,4.8,0.609375,0.7,1608.480653308367,6,17.376744969463804,115.6,112.3,0.48150000000000004,0.3726,0.7739999999999999,46.4,14.4,4.7,0.6307692307692307,0.7,1593.2220314504107,-1,18.947935851428735,A
965,108.4,108.4,0.4852,0.36300000000000004,0.6906,44.1,15.1,5.3,0.46875,0.4,1471.7378989255844,3,16.71645874713889,110.1,113.8,0.4337,0.3856,0.7685000000000001,45.0,14.7,2.5,0.24615384615384617,0.3,1323.17616663863,-1,17.013198055609543,A
966,108.4,113.3,0.4403999999999999,0.3311,0.8016,42.9,13.2,4.8,0.453125,0.4,1451.7016028224875,-2,17.69840609940443,119.5,119.0,0.48840000000000006,0.338,0.8145,44.7,15.5,4.5,0.421875,0.3,1472.7967584478977,2,18.630154065613777,A
