,PTS_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,PTS_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_A,BLK_B,WINNER
672,110.9,0.47640000000000005,0.37229999999999996,0.7245,46.2,15.3,4.9,121.0,0.5012,0.35369999999999996,0.7252,48.1,15.0,5.5,B
673,109.2,0.4483,0.3504,0.7792,45.3,14.5,4.3,103.3,0.46309999999999996,0.3088000000000001,0.6946999999999999,43.4,16.1,5.4,A
674,108.8,0.4793,0.3781,0.8187,39.3,13.5,5.0,105.8,0.43220000000000003,0.28,0.7593,42.7,18.1,6.2,A
675,109.6,0.4388000000000001,0.32430000000000003,0.7373000000000001,45.5,13.8,3.6,111.8,0.46629999999999994,0.3159,0.7132,41.7,12.8,6.1,B
676,118.6,0.47620000000000007,0.3378,0.8190000000000002,47.5,15.0,5.7,107.5,0.4706,0.3816,0.767,40.5,13.9,8.0,A
677,104.2,0.45830000000000004,0.3332,0.7427000000000001,38.2,14.5,4.9,107.2,0.4488,0.3696,0.7860999999999999,44.4,13.5,4.8,B
678,119.1,0.4824,0.3812,0.7858,45.7,12.3,4.4,110.9,0.47640000000000005,0.37229999999999996,0.7245,46.2,15.3,4.9,B
679,113.8,0.4753,0.39790000000000003,0.7102,45.2,14.3,3.5,116.7,0.5049,0.35469999999999996,0.8352999999999999,44.3,15.7,5.4,B
680,113.3,0.4655,0.34269999999999995,0.7749999999999999,50.3,14.7,6.1,109.2,0.4483,0.3504,0.7792,45.3,14.5,4.3,A
681,116.3,0.4821,0.3831,0.7583,46.0,15.0,4.4,111.1,0.481,0.4224,0.8388,41.9,13.0,4.0,A
682,100.6,0.4303,0.3152,0.8096,41.3,15.4,4.1,105.8,0.43220000000000003,0.28,0.7593,42.7,18.1,6.2,B
683,117.1,0.48100000000000004,0.3566000000000001,0.7914,40.9,15.4,6.1,113.1,0.44609999999999994,0.3814,0.7935000000000001,46.6,13.9,5.6,A
684,107.9,0.4302,0.3262,0.7543,46.9,15.0,3.5,108.4,0.47520000000000007,0.3781,0.821,40.2,13.7,4.8,A
685,100.7,0.4316,0.3297,0.7827999999999999,43.3,12.6,2.3,112.9,0.4716,0.36260000000000003,0.8126999999999999,45.3,13.9,5.1,B
686,102.9,0.42189999999999994,0.34380000000000005,0.6502,47.8,14.7,6.4,119.1,0.4824,0.3812,0.7858,45.7,12.3,4.4,B
687,110.6,0.47239999999999993,0.3811,0.7504,46.8,14.9,4.5,106.5,0.4772,0.3512,0.7228999999999999,43.7,16.6,5.5,B
688,116.7,0.5049,0.35469999999999996,0.8352999999999999,44.3,15.7,5.4,105.8,0.46880000000000005,0.3905,0.7734,45.1,16.6,4.9,B
689,107.5,0.4706,0.3816,0.767,40.5,13.9,8.0,111.7,0.45710000000000006,0.3346,0.7806,42.1,12.2,4.1,B
690,118.6,0.47620000000000007,0.3378,0.8190000000000002,47.5,15.0,5.7,109.6,0.4388000000000001,0.32430000000000003,0.7373000000000001,45.5,13.8,3.6,B
691,107.2,0.4488,0.3696,0.7860999999999999,44.4,13.5,4.8,107.7,0.4701000000000001,0.329,0.6991,46.5,16.0,6.4,A
692,104.2,0.45830000000000004,0.3332,0.7427000000000001,38.2,14.5,4.9,107.7,0.44939999999999997,0.33720000000000006,0.7705,45.4,14.9,3.9,B
693,111.8,0.46629999999999994,0.3159,0.7132,41.7,12.8,6.1,114.1,0.48650000000000004,0.3571,0.8389,45.3,14.5,6.6,B
694,112.9,0.4622,0.3288,0.7377,52.1,14.6,6.1,118.6,0.47620000000000007,0.3378,0.8190000000000002,47.5,15.0,5.7,A
695,100.6,0.4303,0.3152,0.8096,41.3,15.4,4.1,119.1,0.4824,0.3812,0.7858,45.7,12.3,4.4,B
696,113.1,0.44609999999999994,0.3814,0.7935000000000001,46.6,13.9,5.6,107.6,0.43099999999999994,0.34059999999999996,0.7521,46.7,15.3,3.6,B
697,114.5,0.47220000000000006,0.3308,0.7182,41.9,13.1,6.1,109.1,0.4726,0.376,0.8346,40.5,13.6,4.8,A
698,101.7,0.42989999999999995,0.34509999999999996,0.7847,43.2,11.2,1.9,102.9,0.42189999999999994,0.34380000000000005,0.6502,47.8,14.7,6.4,B
699,116.7,0.5049,0.35469999999999996,0.8352999999999999,44.3,15.7,5.4,117.1,0.48100000000000004,0.3566000000000001,0.7914,40.9,15.4,6.1,B
700,108.6,0.46159999999999995,0.3758,0.7718999999999999,44.7,13.4,5.3,106.5,0.4772,0.3512,0.7228999999999999,43.7,16.6,5.5,B
701,113.2,0.46320000000000006,0.35150000000000003,0.7817,42.4,12.3,3.8,120.4,0.4904,0.3378,0.747,48.6,15.3,5.2,B
702,108.5,0.4391000000000001,0.32070000000000004,0.7268000000000001,45.5,14.8,3.3,110.9,0.4638000000000001,0.3607,0.7283999999999999,47.4,15.0,4.8,B
703,104.2,0.45830000000000004,0.3332,0.7427000000000001,38.2,14.5,4.9,113.1,0.47730000000000006,0.3949999999999999,0.7375999999999999,48.0,14.3,4.5,B
704,105.5,0.46349999999999997,0.3677,0.7545000000000001,42.0,14.1,8.2,113.8,0.4753,0.39790000000000003,0.7102,45.2,14.3,3.5,B
705,114.1,0.48650000000000004,0.3571,0.8389,45.3,14.5,6.6,112.9,0.4716,0.36260000000000003,0.8126999999999999,45.3,13.9,5.1,A
706,108.2,0.442,0.2902,0.7594,42.7,17.9,6.1,107.7,0.44939999999999997,0.33720000000000006,0.7705,45.4,14.9,3.9,B
707,115.9,0.47990000000000005,0.36619999999999997,0.7702,46.8,15.6,4.6,113.1,0.47730000000000006,0.3949999999999999,0.7375999999999999,48.0,14.3,4.5,B
708,105.8,0.46880000000000005,0.3905,0.7734,45.1,16.6,4.9,105.5,0.46349999999999997,0.3677,0.7545000000000001,42.0,14.1,8.2,B
709,119.3,0.4833,0.35639999999999994,0.7928000000000001,47.5,15.1,5.5,112.0,0.4812,0.4066000000000001,0.8681999999999999,42.0,13.0,3.7,B
710,112.0,0.4812,0.4066000000000001,0.8681999999999999,42.0,13.0,3.7,114.5,0.47220000000000006,0.3308,0.7182,41.9,13.1,6.1,A
711,107.7,0.4701000000000001,0.329,0.6991,46.5,16.0,6.4,102.8,0.45170000000000005,0.3103,0.7545999999999999,39.2,14.7,4.5,A
712,101.7,0.42989999999999995,0.34509999999999996,0.7847,43.2,11.2,1.9,100.6,0.4303,0.3152,0.8096,41.3,15.4,4.1,A
713,102.9,0.42189999999999994,0.34380000000000005,0.6502,47.8,14.7,6.4,110.7,0.4367,0.38330000000000003,0.8027000000000001,46.9,14.3,5.5,A
714,116.1,0.46909999999999996,0.38119999999999993,0.7858,45.4,13.0,4.5,113.8,0.4753,0.39790000000000003,0.7102,45.2,14.3,3.5,A
715,109.1,0.4726,0.376,0.8346,40.5,13.6,4.8,115.5,0.47940000000000005,0.34480000000000005,0.7988,41.1,16.9,6.2,B
716,116.4,0.5046,0.35469999999999996,0.8389000000000001,45.3,15.4,5.3,111.2,0.45990000000000003,0.3608,0.7296,47.0,14.8,4.5,A
717,108.6,0.46159999999999995,0.3758,0.7718999999999999,44.7,13.4,5.3,108.5,0.48290000000000005,0.3473,0.7339999999999999,43.8,16.3,5.5,B
718,111.3,0.4542,0.316,0.7211,52.5,15.2,6.0,120.4,0.4904,0.3378,0.747,48.6,15.3,5.2,A
719,106.3,0.42939999999999995,0.3256,0.7448,48.0,16.2,3.3,114.6,0.4782,0.3527,0.812,44.8,13.4,5.2,B
720,108.2,0.442,0.2902,0.7594,42.7,17.9,6.1,116.1,0.46909999999999996,0.38119999999999993,0.7858,45.4,13.0,4.5,A
721,114.1,0.48650000000000004,0.3571,0.8389,45.3,14.5,6.6,107.1,0.47169999999999995,0.37320000000000003,0.7700000000000001,45.7,15.7,5.1,A
722,110.7,0.4367,0.38330000000000003,0.8027000000000001,46.9,14.3,5.5,113.2,0.46320000000000006,0.35150000000000003,0.7817,42.4,12.3,3.8,B
723,105.5,0.46349999999999997,0.3677,0.7545000000000001,42.0,14.1,8.2,113.1,0.47730000000000006,0.3949999999999999,0.7375999999999999,48.0,14.3,4.5,B
724,101.2,0.44670000000000004,0.3121,0.7754,40.3,15.5,4.5,112.7,0.4838,0.3985,0.873,42.4,12.5,4.4,B
725,116.3,0.4782,0.3464999999999999,0.8029,46.7,15.4,5.3,108.0,0.4683,0.3263,0.6960999999999998,46.7,15.5,5.9,A
726,101.6,0.4391,0.3238,0.8099999999999999,41.6,16.3,4.4,106.3,0.42939999999999995,0.3256,0.7448,48.0,16.2,3.3,B
727,111.3,0.4542,0.316,0.7211,52.5,15.2,6.0,105.1,0.45920000000000005,0.3658,0.8289,41.1,13.9,4.7,A
728,114.5,0.47220000000000006,0.3308,0.7182,41.9,13.1,6.1,102.5,0.43870000000000003,0.3454999999999999,0.7878000000000001,43.1,12.0,1.6,B
729,115.5,0.47940000000000005,0.34480000000000005,0.7988,41.1,16.9,6.2,119.3,0.4833,0.35639999999999994,0.7928000000000001,47.5,15.1,5.5,B
730,118.6,0.4789,0.32999999999999996,0.7351,49.6,15.6,4.7,109.0,0.4323,0.3154,0.7464,46.5,14.8,3.1,A
731,111.2,0.45990000000000003,0.3608,0.7296,47.0,14.8,4.5,110.7,0.4367,0.38330000000000003,0.8027000000000001,46.9,14.3,5.5,A
732,112.6,0.45920000000000005,0.3563,0.7786,42.3,11.6,4.4,115.6,0.47920000000000007,0.3693,0.8019999999999999,45.6,12.3,5.0,B
733,101.0,0.4425,0.3192,0.8029,41.9,15.8,4.3,102.4,0.4166,0.3567,0.6677000000000001,47.1,14.1,6.3,A
734,108.5,0.48290000000000005,0.3473,0.7339999999999999,43.8,16.3,5.5,108.9,0.4556000000000001,0.34290000000000004,0.7635,46.2,14.8,4.4,B
735,116.3,0.4824,0.3969,0.709,44.2,13.9,3.7,108.2,0.442,0.2902,0.7594,42.7,17.9,6.1,A
736,108.6,0.46159999999999995,0.3758,0.7718999999999999,44.7,13.4,5.3,105.0,0.4598999999999999,0.3658,0.7670000000000001,42.2,13.6,8.4,A
737,107.1,0.47169999999999995,0.37320000000000003,0.7700000000000001,45.7,15.7,5.1,113.7,0.4716,0.327,0.7394,40.9,12.7,5.5,B
738,110.0,0.45949999999999996,0.376,0.7424,47.9,13.7,5.1,115.6,0.4707,0.34199999999999997,0.7904000000000002,47.5,15.8,5.5,A
739,113.7,0.4867,0.3711,0.8305,44.9,15.1,6.6,116.3,0.4782,0.3464999999999999,0.8029,46.7,15.4,5.3,B
740,112.7,0.4838,0.3985,0.873,42.4,12.5,4.4,107.1,0.4351,0.3498,0.7279,47.2,16.6,3.4,A
741,108.0,0.4683,0.3263,0.6960999999999998,46.7,15.5,5.9,113.2,0.45570000000000005,0.3575,0.7831,46.5,13.8,5.2,A
742,108.1,0.475,0.3599,0.785,45.6,15.0,5.3,105.1,0.45920000000000005,0.3658,0.8289,41.1,13.9,4.7,B
743,111.2,0.45990000000000003,0.3608,0.7296,47.0,14.8,4.5,109.0,0.4323,0.3154,0.7464,46.5,14.8,3.1,B
744,118.6,0.4789,0.32999999999999996,0.7351,49.6,15.6,4.7,114.7,0.49000000000000005,0.3461,0.8294,44.0,14.6,5.0,A
745,109.4,0.4377,0.38079999999999997,0.7797999999999999,46.7,14.2,5.5,115.6,0.47920000000000007,0.3693,0.8019999999999999,45.6,12.3,5.0,B
746,105.4,0.42250000000000004,0.3511,0.6695,47.7,13.4,6.4,111.3,0.4542,0.316,0.7211,52.5,15.2,6.0,B
747,109.9,0.44939999999999997,0.29829999999999995,0.7577999999999999,43.7,17.9,6.6,108.5,0.48290000000000005,0.3473,0.7339999999999999,43.8,16.3,5.5,B
748,112.7,0.46790000000000004,0.33409999999999995,0.8000999999999999,40.6,15.9,5.5,108.3,0.44819999999999993,0.3625,0.7619,48.4,13.9,4.9,B
749,103.8,0.4577000000000001,0.3429,0.7727999999999999,41.5,13.9,8.2,112.6,0.45920000000000005,0.3563,0.7786,42.3,11.6,4.4,B
750,107.8,0.4683999999999999,0.3256,0.6854000000000001,47.4,16.3,6.0,113.7,0.4867,0.3711,0.8305,44.9,15.1,6.6,B
751,113.4,0.4939,0.4024,0.8779999999999999,42.7,12.7,4.6,115.6,0.4707,0.34199999999999997,0.7904000000000002,47.5,15.8,5.5,A
752,101.2,0.44670000000000004,0.3121,0.7754,40.3,15.5,4.5,109.9,0.44939999999999997,0.29829999999999995,0.7577999999999999,43.7,17.9,6.6,B
753,105.1,0.45920000000000005,0.3658,0.8289,41.1,13.9,4.7,107.1,0.4351,0.3498,0.7279,47.2,16.6,3.4,A
754,103.6,0.4532999999999999,0.35569999999999996,0.7645,43.4,12.6,1.9,110.1,0.4509,0.3579,0.7442,46.3,14.5,4.2,B
755,108.1,0.475,0.3599,0.785,45.6,15.0,5.3,105.4,0.42250000000000004,0.3511,0.6695,47.7,13.4,6.4,A
756,108.5,0.43010000000000004,0.31220000000000003,0.7059,46.2,14.6,3.2,113.2,0.45570000000000005,0.3575,0.7831,46.5,13.8,5.2,B
757,112.7,0.46790000000000004,0.33409999999999995,0.8000999999999999,40.6,15.9,5.5,108.8,0.47780000000000006,0.3343,0.7388999999999999,44.0,16.0,4.9,A
758,115.7,0.4806,0.3556,0.7817999999999999,46.2,14.9,5.2,115.6,0.47829999999999995,0.3886,0.7139999999999999,44.3,13.2,4.3,B
759,108.3,0.44819999999999993,0.3625,0.7619,48.4,13.9,4.9,107.9,0.4556,0.37670000000000003,0.7809999999999999,44.4,13.4,5.6,A
760,101.0,0.4425,0.3192,0.8029,41.9,15.8,4.3,112.8,0.45919999999999994,0.355,0.7910999999999999,42.1,11.4,4.5,B
761,116.7,0.46979999999999994,0.3266,0.7554,48.6,15.2,4.6,113.7,0.4716,0.327,0.7394,40.9,12.7,5.5,A
762,108.7,0.43439999999999995,0.38599999999999995,0.7881999999999999,46.6,14.4,5.2,103.8,0.4577000000000001,0.3429,0.7727999999999999,41.5,13.9,8.2,B
763,115.6,0.47920000000000007,0.3693,0.8019999999999999,45.6,12.3,5.0,111.3,0.4542,0.316,0.7211,52.5,15.2,6.0,A
764,113.2,0.45570000000000005,0.3575,0.7831,46.5,13.8,5.2,115.3,0.4867,0.3537,0.8401,44.2,14.1,5.6,B
765,112.7,0.46790000000000004,0.33409999999999995,0.8000999999999999,40.6,15.9,5.5,101.5,0.44770000000000004,0.3187,0.7554,40.7,15.7,4.8,A
766,107.1,0.4351,0.3498,0.7279,47.2,16.6,3.4,116.7,0.46979999999999994,0.3266,0.7554,48.6,15.2,4.6,B
767,106.3,0.43179999999999996,0.30799999999999994,0.6826,47.1,14.5,3.6,108.3,0.44819999999999993,0.3625,0.7619,48.4,13.9,4.9,A
768,115.2,0.4787,0.40040000000000003,0.7189999999999999,44.6,13.6,4.4,113.4,0.4939,0.4024,0.8779999999999999,42.7,12.7,4.6,A
769,109.9,0.44939999999999997,0.29829999999999995,0.7577999999999999,43.7,17.9,6.6,113.7,0.4716,0.327,0.7394,40.9,12.7,5.5,A
770,114.3,0.4862,0.35109999999999997,0.7994000000000001,45.2,16.0,5.1,108.1,0.475,0.3599,0.785,45.6,15.0,5.3,B
771,115.7,0.4806,0.3556,0.7817999999999999,46.2,14.9,5.2,115.3,0.4867,0.3537,0.8401,44.2,14.1,5.6,B
772,108.7,0.43439999999999995,0.38599999999999995,0.7881999999999999,46.6,14.4,5.2,106.3,0.43179999999999996,0.30799999999999994,0.6826,47.1,14.5,3.6,B
773,118.3,0.4896,0.3849,0.8153999999999998,45.6,12.4,5.1,100.7,0.43810000000000004,0.3390000000000001,0.7562,43.8,12.6,2.0,A
774,106.2,0.42699999999999994,0.34290000000000004,0.6727000000000001,47.9,13.7,6.6,108.3,0.45729999999999993,0.3365,0.7610999999999999,46.3,15.3,5.0,A
775,106.9,0.47619999999999996,0.3619,0.7976,46.2,16.5,5.7,107.7,0.4627,0.33340000000000003,0.674,46.9,16.0,5.8,A
776,112.8,0.45919999999999994,0.355,0.7910999999999999,42.1,11.4,4.5,112.8,0.46560000000000007,0.3605,0.7832000000000001,45.5,14.1,4.8,B
777,112.5,0.4601,0.3249000000000001,0.7084999999999999,51.6,15.2,5.5,99.6,0.43810000000000004,0.3538,0.8243,41.8,13.8,4.3,A
778,103.9,0.4609,0.33620000000000005,0.7812,40.4,13.7,7.5,110.0,0.4626,0.3633,0.7803,43.7,13.0,5.9,A
779,116.1,0.48789999999999994,0.3961,0.8400000000000001,45.2,15.6,6.7,113.4,0.49269999999999997,0.41669999999999996,0.8914000000000002,42.7,12.7,4.4,A
780,97.5,0.4304,0.30379999999999996,0.8154,42.0,16.8,4.4,114.3,0.4862,0.35109999999999997,0.7994000000000001,45.2,16.0,5.1,B
781,107.1,0.4351,0.3498,0.7279,47.2,16.6,3.4,109.0,0.45619999999999994,0.3653,0.7735000000000001,48.1,13.5,5.1,A
782,109.1,0.48580000000000007,0.3311,0.7312,43.9,17.0,4.6,98.5,0.43789999999999996,0.3127,0.7638,40.7,16.3,4.9,A
783,111.3,0.4706,0.327,0.7281000000000001,39.9,13.2,5.0,117.1,0.4680999999999999,0.3377,0.7780999999999999,49.3,14.8,4.7,B
784,112.8,0.45919999999999994,0.355,0.7910999999999999,42.1,11.4,4.5,109.0,0.44709999999999994,0.3571,0.7634999999999998,46.9,14.9,4.1,B
785,115.2,0.4787,0.40040000000000003,0.7189999999999999,44.6,13.6,4.4,111.2,0.4617,0.3257,0.7750999999999999,41.2,15.1,5.3,B
786,107.7,0.4627,0.33340000000000003,0.674,46.9,16.0,5.8,118.3,0.4896,0.3849,0.8153999999999998,45.6,12.4,5.1,A
787,99.6,0.43810000000000004,0.3538,0.8243,41.8,13.8,4.3,110.0,0.4626,0.3633,0.7803,43.7,13.0,5.9,A
788,106.9,0.45360000000000006,0.3308,0.7762,46.4,15.5,5.0,113.4,0.49269999999999997,0.41669999999999996,0.8914000000000002,42.7,12.7,4.4,A
789,110.9,0.45810000000000006,0.34780000000000005,0.7841,45.5,13.8,4.9,106.9,0.47619999999999996,0.3619,0.7976,46.2,16.5,5.7,B
790,109.9,0.44939999999999997,0.29829999999999995,0.7577999999999999,43.7,17.9,6.6,114.0,0.48440000000000005,0.3526000000000001,0.8412000000000001,42.8,12.7,5.8,B
791,112.5,0.4601,0.3249000000000001,0.7084999999999999,51.6,15.2,5.5,103.9,0.4609,0.33620000000000005,0.7812,40.4,13.7,7.5,A
792,116.2,0.4867,0.37120000000000003,0.783,44.6,14.7,5.4,109.0,0.45619999999999994,0.3653,0.7735000000000001,48.1,13.5,5.1,A
793,98.5,0.43789999999999996,0.3127,0.7638,40.7,16.3,4.9,115.9,0.4920999999999999,0.3951,0.8425,45.0,15.8,6.8,B
794,108.5,0.4418,0.3665,0.7424999999999999,46.7,16.9,3.3,97.5,0.4304,0.30379999999999996,0.8154,42.0,16.8,4.4,B
795,107.6,0.4286,0.3766999999999999,0.7987,46.0,13.9,4.8,106.3,0.43179999999999996,0.30799999999999994,0.6826,47.1,14.5,3.6,B
796,112.5,0.45710000000000006,0.32999999999999996,0.7623999999999999,47.7,14.7,5.1,111.6,0.45969999999999994,0.3611,0.7522,46.2,15.2,4.2,A
797,105.4,0.42869999999999997,0.3574,0.666,45.7,13.6,6.2,115.2,0.4787,0.40040000000000003,0.7189999999999999,44.6,13.6,4.4,B
798,111.3,0.4706,0.327,0.7281000000000001,39.9,13.2,5.0,100.3,0.4365,0.3366,0.7613,44.0,12.5,2.2,A
799,112.9,0.4721,0.3761,0.7735,43.6,12.3,6.0,114.3,0.4862,0.35109999999999997,0.7994000000000001,45.2,16.0,5.1,B
800,97.5,0.4304,0.30379999999999996,0.8154,42.0,16.8,4.4,111.3,0.4706,0.327,0.7281000000000001,39.9,13.2,5.0,B
801,107.6,0.4286,0.3766999999999999,0.7987,46.0,13.9,4.8,114.0,0.48440000000000005,0.3526000000000001,0.8412000000000001,42.8,12.7,5.8,B
802,120.1,0.48419999999999996,0.38570000000000004,0.8431999999999998,46.5,12.6,4.7,110.9,0.45810000000000006,0.34780000000000005,0.7841,45.5,13.8,4.9,B
803,111.2,0.4617,0.3257,0.7750999999999999,41.2,15.1,5.3,112.5,0.4601,0.3249000000000001,0.7084999999999999,51.6,15.2,5.5,B
804,111.9,0.49960000000000004,0.36369999999999997,0.7261,45.0,16.8,4.7,113.4,0.49269999999999997,0.41669999999999996,0.8914000000000002,42.7,12.7,4.4,A
805,99.6,0.43810000000000004,0.3538,0.8243,41.8,13.8,4.3,112.5,0.45710000000000006,0.32999999999999996,0.7623999999999999,47.7,14.7,5.1,A
806,107.3,0.4747,0.3686,0.7785,47.9,16.7,5.4,100.3,0.4365,0.3366,0.7613,44.0,12.5,2.2,A
807,108.7,0.45099999999999996,0.3,0.7396999999999998,43.0,18.4,6.2,110.9,0.4440999999999999,0.32500000000000007,0.7831,42.7,10.9,4.7,B
808,102.7,0.45430000000000004,0.3375,0.7621999999999999,41.5,14.1,7.8,114.7,0.48480000000000006,0.3378,0.7984000000000001,46.5,16.2,5.1,A
809,116.2,0.4867,0.37120000000000003,0.783,44.6,14.7,5.4,107.7,0.4627,0.33340000000000003,0.674,46.9,16.0,5.8,A
810,105.4,0.42869999999999997,0.3574,0.666,45.7,13.6,6.2,115.9,0.4920999999999999,0.3951,0.8425,45.0,15.8,6.8,B
811,105.2,0.45380000000000004,0.3361,0.7754000000000001,46.8,15.2,5.3,108.6,0.45070000000000005,0.3356,0.7408999999999999,47.0,16.2,4.3,B
812,108.7,0.45099999999999996,0.3,0.7396999999999998,43.0,18.4,6.2,100.2,0.43909999999999993,0.3604,0.8237,41.2,14.0,4.5,B
813,117.6,0.49269999999999997,0.4083,0.7230999999999999,42.5,13.2,4.6,97.7,0.4269,0.3177,0.7757,40.5,15.9,4.8,A
814,97.0,0.44110000000000005,0.3344,0.7854,40.2,16.9,4.2,112.5,0.45710000000000006,0.32999999999999996,0.7623999999999999,47.7,14.7,5.1,B
815,107.6,0.4286,0.3766999999999999,0.7987,46.0,13.9,4.8,100.3,0.4365,0.3366,0.7613,44.0,12.5,2.2,B
816,108.6,0.45070000000000005,0.3356,0.7408999999999999,47.0,16.2,4.3,112.7,0.46929999999999994,0.34199999999999997,0.7689999999999999,41.1,15.1,4.8,B
817,112.5,0.4788,0.3472,0.7099,37.7,12.8,4.1,105.4,0.4328,0.3203,0.6768,47.1,14.5,4.1,B
818,110.9,0.4440999999999999,0.32500000000000007,0.7831,42.7,10.9,4.7,108.6,0.47240000000000004,0.3961,0.8103999999999999,48.1,16.2,5.4,B
819,109.0,0.45619999999999994,0.3653,0.7735000000000001,48.1,13.5,5.1,105.4,0.42869999999999997,0.3574,0.666,45.7,13.6,6.2,A
820,112.9,0.4721,0.3761,0.7735,43.6,12.3,6.0,108.4,0.45120000000000005,0.3453,0.766,44.9,14.4,4.5,A
821,110.8,0.4524,0.3709,0.7417999999999999,46.6,16.0,3.2,114.0,0.48440000000000005,0.3526000000000001,0.8412000000000001,42.8,12.7,5.8,B
822,112.6,0.4667,0.32580000000000003,0.7026999999999999,50.2,15.7,5.8,105.2,0.45380000000000004,0.3361,0.7754000000000001,46.8,15.2,5.3,A
823,114.2,0.4827,0.3617,0.7686,44.8,14.7,5.2,122.1,0.4934,0.4041,0.8613,46.2,14.0,4.7,B
824,111.9,0.49960000000000004,0.36369999999999997,0.7261,45.0,16.8,4.7,115.9,0.4920999999999999,0.3951,0.8425,45.0,15.8,6.8,B
825,109.8,0.47090000000000004,0.33430000000000004,0.6685,45.3,14.9,5.8,108.7,0.44769999999999993,0.3143,0.7243999999999999,44.0,19.9,6.0,B
826,113.0,0.49720000000000003,0.41459999999999997,0.8956,43.5,12.8,4.8,102.7,0.45430000000000004,0.3375,0.7621999999999999,41.5,14.1,7.8,A
827,114.7,0.48480000000000006,0.3378,0.7984000000000001,46.5,16.2,5.1,100.2,0.43909999999999993,0.3604,0.8237,41.2,14.0,4.5,B
828,102.7,0.45430000000000004,0.3375,0.7621999999999999,41.5,14.1,7.8,97.0,0.44110000000000005,0.3344,0.7854,40.2,16.9,4.2,B
829,114.2,0.4827,0.3617,0.7686,44.8,14.7,5.2,108.8,0.43149999999999994,0.37560000000000004,0.7891,46.0,14.0,4.6,A
830,105.4,0.4328,0.3203,0.6768,47.1,14.5,4.1,122.1,0.4934,0.4041,0.8613,46.2,14.0,4.7,B
831,97.7,0.4269,0.3177,0.7757,40.5,15.9,4.8,108.4,0.45120000000000005,0.3453,0.766,44.9,14.4,4.5,B
832,101.0,0.43479999999999996,0.3404000000000001,0.7588999999999999,45.0,12.4,2.1,110.8,0.4524,0.3709,0.7417999999999999,46.6,16.0,3.2,B
833,116.4,0.4814,0.3795,0.8425,46.7,16.1,5.8,108.3,0.46399999999999997,0.3467,0.8113999999999999,46.7,14.7,5.5,B
834,108.6,0.47240000000000004,0.3961,0.8103999999999999,48.1,16.2,5.4,112.5,0.4514,0.33660000000000007,0.7742999999999999,48.7,14.4,5.0,B
835,108.6,0.45070000000000005,0.3356,0.7408999999999999,47.0,16.2,4.3,105.1,0.43010000000000004,0.3665,0.6769000000000001,45.9,13.9,5.9,B
836,109.6,0.4596,0.3577,0.7835,48.9,14.1,5.3,118.2,0.4868,0.39840000000000003,0.7293999999999999,41.9,13.4,4.5,A
837,112.7,0.46929999999999994,0.34199999999999997,0.7689999999999999,41.1,15.1,4.8,111.6,0.4649,0.3601,0.759,43.9,12.7,6.0,B
838,113.7,0.4873,0.3793000000000001,0.8469,41.8,13.3,5.5,112.5,0.4788,0.3472,0.7099,37.7,12.8,4.1,A
839,101.1,0.44580000000000003,0.38120000000000004,0.8298,42.3,14.7,5.3,112.9,0.4454999999999999,0.34730000000000005,0.7773999999999999,43.2,11.1,4.7,A
840,108.7,0.44769999999999993,0.3143,0.7243999999999999,44.0,19.9,6.0,108.8,0.43149999999999994,0.37560000000000004,0.7891,46.0,14.0,4.6,B
841,110.1,0.45969999999999994,0.3255,0.708,48.4,16.0,5.7,114.7,0.48480000000000006,0.3378,0.7984000000000001,46.5,16.2,5.1,B
842,114.2,0.4827,0.3617,0.7686,44.8,14.7,5.2,105.1,0.43010000000000004,0.3665,0.6769000000000001,45.9,13.9,5.9,A
843,116.4,0.4814,0.3795,0.8425,46.7,16.1,5.8,118.2,0.4868,0.39840000000000003,0.7293999999999999,41.9,13.4,4.5,A
844,112.2,0.4774,0.337,0.6707,46.3,14.7,5.4,112.4,0.46719999999999995,0.33859999999999996,0.7891000000000001,41.6,14.9,4.6,A
845,108.3,0.46399999999999997,0.3467,0.8113999999999999,46.7,14.7,5.5,110.8,0.4524,0.3709,0.7417999999999999,46.6,16.0,3.2,A
846,101.0,0.43479999999999996,0.3404000000000001,0.7588999999999999,45.0,12.4,2.1,98.0,0.42790000000000006,0.31650000000000006,0.7889999999999999,41.1,16.6,4.9,A
847,121.1,0.48869999999999997,0.39890000000000003,0.8542,46.3,13.8,4.4,112.5,0.4514,0.33660000000000007,0.7742999999999999,48.7,14.4,5.0,B
848,111.6,0.4649,0.3601,0.759,43.9,12.7,6.0,108.8,0.43149999999999994,0.37560000000000004,0.7891,46.0,14.0,4.6,A
849,97.2,0.4446,0.3248,0.8000999999999999,40.2,16.3,4.6,101.1,0.44580000000000003,0.38120000000000004,0.8298,42.3,14.7,5.3,A
850,108.6,0.47240000000000004,0.3961,0.8103999999999999,48.1,16.2,5.4,114.7,0.48480000000000006,0.3378,0.7984000000000001,46.5,16.2,5.1,A
851,108.6,0.45070000000000005,0.3356,0.7408999999999999,47.0,16.2,4.3,109.6,0.4596,0.3577,0.7835,48.9,14.1,5.3,B
852,111.8,0.4598,0.34550000000000003,0.7314,43.3,19.2,5.8,104.9,0.4354,0.3146,0.6842,47.8,15.2,4.8,B
