,PTS_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,PTS_B,FG_PCT_B,FG3_PCT_B,FT_PCT_B,REB_B,TOV_A,BLK_B,WINNER
313,115.7,0.46420000000000006,0.3553,0.8381000000000001,52.3,14.2,4.6,110.9,0.44980000000000003,0.36819999999999997,0.8460999999999999,45.7,11.6,4.1,B
314,99.4,0.43900000000000006,0.3109,0.7856,42.0,19.2,3.2,118.4,0.49400000000000005,0.3729,0.7115,44.5,15.5,6.2,B
315,109.3,0.4681,0.3315,0.7222,43.0,14.7,5.9,111.6,0.4438999999999999,0.3845,0.704,48.6,16.6,7.4,B
316,116.9,0.48050000000000004,0.3988,0.8132999999999999,45.9,15.2,5.8,111.8,0.4519,0.35750000000000004,0.7785,45.0,18.5,4.7,B
317,116.2,0.472,0.34620000000000006,0.7336,46.4,15.4,6.1,117.0,0.46609999999999996,0.3567,0.8119,44.7,12.8,6.4,A
318,109.8,0.44580000000000003,0.3194,0.7869,39.3,14.9,5.8,105.7,0.438,0.33020000000000005,0.7734,46.3,16.1,3.8,A
319,110.3,0.45759999999999995,0.3812,0.7156999999999999,44.5,14.9,4.6,103.7,0.44830000000000003,0.3406,0.8379,41.6,15.4,2.2,B
320,111.5,0.4307,0.31910000000000005,0.7352,49.3,15.0,3.8,111.2,0.4553,0.30710000000000004,0.6979,46.8,14.1,5.8,B
321,123.7,0.5181,0.42060000000000003,0.8084999999999999,45.4,14.8,5.8,109.1,0.4473000000000001,0.32110000000000005,0.7385000000000002,44.7,18.2,6.5,A
322,106.2,0.4196999999999999,0.34480000000000005,0.7769000000000001,43.9,13.0,6.5,102.8,0.42189999999999994,0.32930000000000004,0.7142000000000001,41.6,14.6,6.2,A
323,117.6,0.49460000000000004,0.3438,0.8296000000000001,47.0,15.2,6.0,108.9,0.46109999999999995,0.3015,0.7489,47.1,14.4,4.5,B
324,116.2,0.472,0.34620000000000006,0.7336,46.4,15.4,6.1,116.9,0.48050000000000004,0.3988,0.8132999999999999,45.9,15.2,5.8,B
325,116.7,0.48530000000000006,0.3923,0.6527000000000001,46.2,15.8,5.4,99.4,0.43900000000000006,0.3109,0.7856,42.0,19.2,3.2,A
326,103.9,0.4457,0.34130000000000005,0.7669999999999999,43.1,13.8,5.7,111.6,0.4438999999999999,0.3845,0.704,48.6,16.6,7.4,A
327,109.3,0.4681,0.3315,0.7222,43.0,14.7,5.9,109.3,0.4514,0.3742,0.8478000000000001,45.1,12.0,4.2,A
328,105.2,0.44539999999999996,0.3564,0.7696999999999999,43.0,14.9,5.9,103.3,0.4790000000000001,0.3347,0.718,39.1,13.4,5.4,B
329,115.7,0.46420000000000006,0.3553,0.8381000000000001,52.3,14.2,4.6,111.8,0.4519,0.35750000000000004,0.7785,45.0,18.5,4.7,B
330,109.3,0.4514,0.3742,0.8478000000000001,45.1,12.0,4.2,118.4,0.49400000000000005,0.3729,0.7115,44.5,15.5,6.2,B
331,109.6,0.44830000000000003,0.3636,0.7037,43.3,13.0,4.5,111.2,0.4553,0.30710000000000004,0.6979,46.8,14.1,5.8,B
332,103.9,0.4457,0.34130000000000005,0.7669999999999999,43.1,13.8,5.7,108.9,0.46109999999999995,0.3015,0.7489,47.1,14.4,4.5,B
333,101.2,0.44279999999999997,0.3439,0.8184000000000001,42.6,15.2,2.6,125.5,0.5279,0.4403,0.8103,45.0,13.9,5.9,B
334,111.5,0.4307,0.31910000000000005,0.7352,49.3,15.0,3.8,122.9,0.47650000000000003,0.3584,0.8060999999999998,52.3,15.0,6.4,B
335,109.1,0.4473000000000001,0.32110000000000005,0.7385000000000002,44.7,18.2,6.5,110.1,0.4524,0.3225,0.7793,40.4,15.4,5.4,B
336,106.2,0.4196999999999999,0.34480000000000005,0.7769000000000001,43.9,13.0,6.5,117.0,0.46609999999999996,0.3567,0.8119,44.7,12.8,6.4,A
337,113.1,0.44209999999999994,0.32830000000000004,0.7867,50.1,17.6,6.9,117.6,0.49460000000000004,0.3438,0.8296000000000001,47.0,15.2,6.0,B
338,102.2,0.4504,0.3764,0.7659,37.3,13.4,4.0,118.9,0.4838,0.3977,0.8198000000000001,46.5,15.5,6.1,A
339,116.2,0.472,0.34620000000000006,0.7336,46.4,15.4,6.1,108.9,0.4577,0.3718,0.7697,44.6,18.5,4.4,A
340,106.8,0.4424,0.32320000000000004,0.7922,46.4,15.9,4.3,106.7,0.43150000000000005,0.3543,0.7843,45.4,12.9,5.2,B
341,115.7,0.46420000000000006,0.3553,0.8381000000000001,52.3,14.2,4.6,99.4,0.43900000000000006,0.3109,0.7856,42.0,19.2,3.2,A
342,100.5,0.4128,0.318,0.7082,42.8,14.2,6.0,109.3,0.4681,0.3315,0.7222,43.0,14.7,5.9,B
343,109.3,0.4514,0.3742,0.8478000000000001,45.1,12.0,4.2,113.5,0.47840000000000005,0.38039999999999996,0.6849,45.6,16.8,5.8,A
344,105.2,0.44539999999999996,0.3564,0.7696999999999999,43.0,14.9,5.9,111.6,0.45870000000000005,0.3124,0.6851,46.9,14.4,5.6,A
345,100.2,0.442,0.3105,0.8177,41.7,19.0,3.5,111.3,0.44899999999999995,0.3866,0.7074,46.9,16.6,7.4,B
346,109.6,0.44830000000000003,0.3636,0.7037,43.3,13.0,4.5,118.7,0.5035000000000001,0.3493,0.8240000000000001,46.4,15.0,5.9,A
347,103.9,0.44499999999999995,0.3266,0.7806,43.4,13.3,5.9,103.3,0.4790000000000001,0.3347,0.718,39.1,13.4,5.4,B
348,101.2,0.44279999999999997,0.3439,0.8184000000000001,42.6,15.2,2.6,112.2,0.4652,0.3708,0.6577,46.6,15.7,5.2,B
349,111.5,0.4307,0.31910000000000005,0.7352,49.3,15.0,3.8,110.5,0.4439,0.3215,0.7778,50.1,18.8,6.7,B
350,122.9,0.47650000000000003,0.3584,0.8060999999999998,52.3,15.0,6.4,125.5,0.5279,0.4403,0.8103,45.0,13.9,5.9,B
351,117.0,0.4726,0.3579,0.8356,45.3,12.8,6.0,108.9,0.46109999999999995,0.3015,0.7489,47.1,14.4,4.5,A
352,105.1,0.46430000000000005,0.37859999999999994,0.7571000000000001,39.0,13.5,4.0,113.2,0.4619,0.3386,0.7527999999999999,46.6,15.6,6.4,A
353,105.8,0.43,0.3516,0.7795,44.9,12.7,5.5,105.2,0.44539999999999996,0.3564,0.7696999999999999,43.0,14.9,5.9,A
354,109.6,0.44830000000000003,0.3636,0.7037,43.3,13.0,4.5,104.4,0.43210000000000004,0.30660000000000004,0.7787999999999999,47.5,16.6,5.6,A
355,111.3,0.44899999999999995,0.3866,0.7074,46.9,16.6,7.4,118.9,0.4838,0.3977,0.8198000000000001,46.5,15.5,6.1,A
356,110.1,0.4524,0.3225,0.7793,40.4,15.4,5.4,101.2,0.44279999999999997,0.3439,0.8184000000000001,42.6,15.2,2.6,B
357,106.2,0.4196999999999999,0.34480000000000005,0.7769000000000001,43.9,13.0,6.5,113.3,0.4697000000000001,0.366,0.8310000000000001,50.8,14.3,4.4,B
358,112.2,0.4652,0.3708,0.6577,46.6,15.7,5.2,104.5,0.4861000000000001,0.3418,0.7261,38.1,13.2,5.4,B
359,99.6,0.4156000000000001,0.32250000000000006,0.7133999999999999,41.2,14.1,6.1,107.7,0.4615,0.3702,0.74,45.4,18.9,4.9,B
360,106.4,0.4415,0.3094,0.7442000000000002,44.7,18.9,6.2,110.3,0.4665,0.3301,0.7618,46.3,14.4,4.6,A
361,113.5,0.47840000000000005,0.38039999999999996,0.6849,45.6,16.8,5.8,105.1,0.46430000000000005,0.37859999999999994,0.7571000000000001,39.0,13.5,4.0,A
362,108.4,0.45309999999999995,0.3632,0.8504999999999999,45.4,12.9,4.2,109.3,0.4681,0.3315,0.7222,43.0,14.7,5.9,A
363,104.4,0.43210000000000004,0.30660000000000004,0.7787999999999999,47.5,16.6,5.6,117.0,0.4726,0.3579,0.8356,45.3,12.8,6.0,B
364,113.2,0.4619,0.3386,0.7527999999999999,46.6,15.6,6.4,110.0,0.4266,0.30140000000000006,0.7358,49.5,15.0,3.8,A
365,118.7,0.5035000000000001,0.3493,0.8240000000000001,46.4,15.0,5.9,122.6,0.4867,0.3659,0.7968,50.9,14.8,6.2,B
366,110.0,0.4266,0.30140000000000006,0.7358,49.5,15.0,3.8,112.1,0.44959999999999994,0.3307999999999999,0.7872999999999999,49.3,18.2,6.2,B
367,124.8,0.5236,0.4412000000000001,0.8068,45.6,14.2,6.3,108.1,0.4298,0.3671,0.7691000000000001,44.4,13.8,5.9,A
368,113.5,0.47840000000000005,0.38039999999999996,0.6849,45.6,16.8,5.8,111.5,0.45099999999999996,0.3961,0.7187999999999999,46.0,16.5,6.9,A
369,111.4,0.4629,0.3747,0.671,47.2,15.4,4.9,103.8,0.4366,0.3461,0.7806,43.0,15.2,5.7,A
370,100.2,0.442,0.3105,0.8177,41.7,19.0,3.5,119.5,0.48389999999999994,0.40269999999999995,0.808,46.5,15.9,5.9,B
371,105.8,0.43,0.3516,0.7795,44.9,12.7,5.5,114.2,0.4734,0.3506,0.7393,47.2,16.1,6.0,A
372,101.2,0.44279999999999997,0.3439,0.8184000000000001,42.6,15.2,2.6,122.6,0.4867,0.3659,0.7968,50.9,14.8,6.2,B
373,104.5,0.4861000000000001,0.3418,0.7261,38.1,13.2,5.4,109.3,0.4612,0.3214,0.7828000000000002,39.1,15.6,5.4,A
374,105.5,0.4523999999999999,0.34800000000000003,0.7833,41.9,13.7,6.3,107.7,0.4615,0.3702,0.74,45.4,18.9,4.9,B
375,110.3,0.4665,0.3301,0.7618,46.3,14.4,4.6,100.8,0.4518,0.34530000000000005,0.7655999999999998,39.1,13.4,4.5,A
376,111.4,0.46119999999999994,0.33740000000000003,0.7168,46.0,14.0,5.3,110.5,0.47169999999999995,0.3346,0.7206,42.9,14.7,5.9,A
377,108.4,0.45309999999999995,0.3632,0.8504999999999999,45.4,12.9,4.2,100.0,0.44480000000000003,0.31090000000000007,0.813,40.9,18.7,3.9,A
378,117.0,0.4862,0.3397,0.8247000000000002,46.1,14.6,5.6,119.5,0.48389999999999994,0.40269999999999995,0.808,46.5,15.9,5.9,A
379,112.2,0.4586,0.3677,0.8414999999999999,51.1,14.7,4.8,99.3,0.4222,0.31470000000000004,0.7093,40.9,14.4,6.1,B
380,110.7,0.44420000000000004,0.35839999999999994,0.6919000000000002,43.1,12.9,4.6,112.1,0.44959999999999994,0.3307999999999999,0.7872999999999999,49.3,18.2,6.2,A
381,121.4,0.5089,0.44010000000000005,0.8099999999999999,45.6,13.7,6.4,117.0,0.4862,0.3397,0.8247000000000002,46.1,14.6,5.6,B
382,104.4,0.43210000000000004,0.30660000000000004,0.7787999999999999,47.5,16.6,5.6,101.4,0.4492,0.3611,0.8373999999999999,43.7,15.4,2.7,B
383,112.5,0.45750000000000013,0.37890000000000007,0.7222999999999999,45.6,17.0,7.0,110.5,0.47169999999999995,0.3346,0.7206,42.9,14.7,5.9,B
384,104.5,0.4861000000000001,0.3418,0.7261,38.1,13.2,5.4,122.6,0.4867,0.3659,0.7968,50.9,14.8,6.2,A
385,107.7,0.4615,0.3702,0.74,45.4,18.9,4.9,105.6,0.4457,0.3074,0.7464999999999999,43.5,19.1,5.8,A
386,108.1,0.4298,0.3671,0.7691000000000001,44.4,13.8,5.9,111.4,0.4629,0.3747,0.671,47.2,15.4,4.9,B
387,115.3,0.465,0.3453,0.8312000000000002,44.9,12.5,5.9,110.0,0.4266,0.30140000000000006,0.7358,49.5,15.0,3.8,A
388,107.9,0.43599999999999994,0.37320000000000003,0.7874000000000001,44.9,12.9,5.7,109.3,0.4612,0.3214,0.7828000000000002,39.1,15.6,5.4,A
389,103.2,0.4655,0.35209999999999997,0.7597999999999999,38.2,13.7,4.7,112.2,0.4586,0.3677,0.8414999999999999,51.1,14.7,4.8,A
390,111.4,0.46119999999999994,0.33740000000000003,0.7168,46.0,14.0,5.3,114.2,0.4734,0.3506,0.7393,47.2,16.1,6.0,B
391,103.7,0.4438,0.33999999999999997,0.8559999999999999,45.0,13.8,4.3,119.5,0.48389999999999994,0.40269999999999995,0.808,46.5,15.9,5.9,A
392,100.3,0.4484,0.327,0.8291000000000001,40.3,18.3,3.9,109.1,0.47809999999999997,0.3831,0.7452000000000001,45.3,19.2,4.6,A
393,105.2,0.4524,0.3509,0.7897,41.6,13.4,6.0,101.4,0.4324,0.3321,0.8078999999999998,44.3,16.0,5.3,A
394,113.0,0.4737,0.39159999999999995,0.6995,46.1,17.3,5.9,99.3,0.4222,0.31470000000000004,0.7093,40.9,14.4,6.1,B
395,104.5,0.4861000000000001,0.3418,0.7261,38.1,13.2,5.4,112.2,0.4588,0.3434,0.7706999999999999,47.8,18.6,5.7,A
396,109.0,0.4638,0.32530000000000003,0.7591000000000001,40.1,16.2,5.6,109.9,0.44089999999999996,0.33949999999999997,0.6960000000000001,42.3,12.3,4.0,B
397,107.9,0.43599999999999994,0.37320000000000003,0.7874000000000001,44.9,12.9,5.7,105.6,0.4457,0.3074,0.7464999999999999,43.5,19.1,5.8,A
398,102.3,0.4565,0.3634,0.8112999999999999,42.6,16.3,3.1,121.6,0.4963,0.3614,0.7849999999999999,50.2,15.3,6.0,B
399,116.2,0.48339999999999994,0.32530000000000003,0.8085000000000001,46.6,14.9,5.1,112.2,0.4586,0.3677,0.8414999999999999,51.1,14.7,4.8,B
400,111.4,0.4629,0.3747,0.671,47.2,15.4,4.9,121.4,0.5089,0.44010000000000005,0.8099999999999999,45.6,13.7,6.4,B
401,114.7,0.4754999999999999,0.36089999999999994,0.7441000000000001,45.0,14.0,5.4,107.6,0.465,0.33740000000000003,0.7501,44.5,14.8,4.5,B
402,106.0,0.4401,0.29710000000000003,0.7928,46.6,17.2,6.1,115.3,0.465,0.3453,0.8312000000000002,44.9,12.5,5.9,A
403,103.2,0.4655,0.35209999999999997,0.7597999999999999,38.2,13.7,4.7,112.5,0.45750000000000013,0.37890000000000007,0.7222999999999999,45.6,17.0,7.0,B
404,101.4,0.4324,0.3321,0.8078999999999998,44.3,16.0,5.3,105.2,0.4438,0.3394,0.8408,44.9,13.0,4.6,A
405,108.3,0.42919999999999997,0.3609,0.7858,44.7,13.8,6.0,100.3,0.4484,0.327,0.8291000000000001,40.3,18.3,3.9,B
406,105.2,0.4524,0.3509,0.7897,41.6,13.4,6.0,107.3,0.45899999999999996,0.31720000000000004,0.7051999999999999,41.5,15.0,5.7,A
407,107.9,0.43599999999999994,0.37320000000000003,0.7874000000000001,44.9,12.9,5.7,107.3,0.42780000000000007,0.2953,0.7269,48.8,16.0,3.9,B
408,113.0,0.4737,0.39159999999999995,0.6995,46.1,17.3,5.9,115.3,0.465,0.3453,0.8312000000000002,44.9,12.5,5.9,A
409,101.1,0.42219999999999996,0.32120000000000004,0.7330000000000001,41.5,13.5,6.0,103.2,0.4655,0.35209999999999997,0.7597999999999999,38.2,13.7,4.7,A
410,114.7,0.4754999999999999,0.36089999999999994,0.7441000000000001,45.0,14.0,5.4,120.2,0.48389999999999994,0.4125,0.8065,46.8,15.4,5.8,A
411,109.9,0.44089999999999996,0.33949999999999997,0.6960000000000001,42.3,12.3,4.0,106.4,0.4484,0.2988,0.738,43.0,18.8,5.5,A
412,102.3,0.4565,0.3634,0.8112999999999999,42.6,16.3,3.1,112.2,0.4680000000000001,0.3614,0.7388,45.5,18.5,5.3,B
413,106.0,0.4401,0.29710000000000003,0.7928,46.6,17.2,6.1,102.8,0.47759999999999997,0.3406,0.7253000000000001,38.8,14.1,5.5,B
414,111.4,0.4629,0.3747,0.671,47.2,15.4,4.9,109.1,0.47809999999999997,0.3831,0.7452000000000001,45.3,19.2,4.6,A
415,116.2,0.47829999999999995,0.3122,0.8063,45.9,15.0,5.0,110.0,0.47140000000000004,0.3532,0.7461,45.7,14.4,4.6,B
416,113.0,0.4737,0.39159999999999995,0.6995,46.1,17.3,5.9,109.0,0.4638,0.32530000000000003,0.7591000000000001,40.1,16.2,5.6,B
417,112.5,0.4711,0.3436,0.7235000000000001,47.2,16.8,5.5,109.6,0.44930000000000003,0.3793,0.7268999999999999,45.1,17.5,6.7,B
418,103.2,0.4655,0.35209999999999997,0.7597999999999999,38.2,13.7,4.7,117.2,0.49240000000000006,0.41380000000000006,0.8084999999999999,46.1,14.0,6.3,B
419,112.2,0.4680000000000001,0.3614,0.7388,45.5,18.5,5.3,105.2,0.4438,0.3394,0.8408,44.9,13.0,4.6,B
420,106.0,0.4401,0.29710000000000003,0.7928,46.6,17.2,6.1,100.3,0.4484,0.327,0.8291000000000001,40.3,18.3,3.9,B
421,110.7,0.4586,0.35890000000000005,0.8221999999999999,51.7,15.6,4.1,120.2,0.48389999999999994,0.4125,0.8065,46.8,15.4,5.8,A
422,101.1,0.42219999999999996,0.32120000000000004,0.7330000000000001,41.5,13.5,6.0,104.8,0.45330000000000004,0.3041,0.6809,41.1,15.0,5.4,A
423,107.3,0.42780000000000007,0.2953,0.7269,48.8,16.0,3.9,121.4,0.49350000000000005,0.362,0.7769999999999999,49.5,15.2,6.0,B
424,110.0,0.4471,0.3805,0.7863000000000001,44.1,14.2,5.8,112.1,0.46699999999999997,0.3778,0.6824,45.7,15.8,4.6,A
425,114.0,0.46959999999999996,0.36089999999999994,0.7599000000000001,45.9,14.3,5.8,98.0,0.41859999999999997,0.33329999999999993,0.8054,41.7,16.2,5.0,A
426,110.0,0.43479999999999996,0.3192,0.7082,43.3,12.0,4.0,113.0,0.4737,0.39159999999999995,0.6995,46.1,17.3,5.9,A
427,102.8,0.47759999999999997,0.3406,0.7253000000000001,38.8,14.1,5.5,102.3,0.4565,0.3634,0.8112999999999999,42.6,16.3,3.1,B
428,108.2,0.4598,0.30870000000000003,0.7602,40.6,15.4,5.3,106.4,0.4484,0.2988,0.738,43.0,18.8,5.5,B
429,110.0,0.47140000000000004,0.3532,0.7461,45.7,14.4,4.6,109.1,0.47809999999999997,0.3831,0.7452000000000001,45.3,19.2,4.6,A
430,112.2,0.4680000000000001,0.3614,0.7388,45.5,18.5,5.3,108.4,0.44580000000000003,0.2962,0.7886,47.0,16.5,6.6,A
431,98.0,0.41859999999999997,0.33329999999999993,0.8054,41.7,16.2,5.0,112.3,0.43979999999999997,0.33670000000000005,0.7074,44.8,12.1,3.8,B
432,100.7,0.4473,0.34110000000000007,0.8169000000000001,39.9,17.9,4.4,107.8,0.4436,0.34740000000000004,0.7849999999999999,44.7,13.6,5.8,A
433,109.1,0.47350000000000003,0.362,0.7840999999999999,41.6,13.6,6.2,105.2,0.4438,0.3394,0.8408,44.9,13.0,4.6,B
434,108.2,0.4598,0.30870000000000003,0.7602,40.6,15.4,5.3,103.0,0.44020000000000004,0.3272,0.7283000000000001,41.4,14.4,6.3,B
435,110.7,0.4586,0.35890000000000005,0.8221999999999999,51.7,15.6,4.1,105.2,0.47780000000000006,0.36910000000000004,0.7454000000000001,37.3,13.8,4.6,A
436,103.3,0.4457,0.29300000000000004,0.6575,41.4,14.7,5.2,117.2,0.49240000000000006,0.41380000000000006,0.8084999999999999,46.1,14.0,6.3,A
437,114.3,0.47750000000000004,0.34650000000000003,0.7195000000000001,48.6,16.7,5.5,121.4,0.49350000000000005,0.362,0.7769999999999999,49.5,15.2,6.0,B
438,114.0,0.46959999999999996,0.36089999999999994,0.7599000000000001,45.9,14.3,5.8,111.7,0.46579999999999994,0.37140000000000006,0.6965,44.3,15.3,4.5,A
439,110.0,0.4471,0.3805,0.7863000000000001,44.1,14.2,5.8,107.3,0.42780000000000007,0.2953,0.7269,48.8,16.0,3.9,B
440,102.3,0.4565,0.3634,0.8112999999999999,42.6,16.3,3.1,116.2,0.46390000000000003,0.3489999999999999,0.8341,46.2,13.4,5.7,B
441,100.6,0.4529000000000001,0.3421,0.7275,41.7,15.0,5.8,117.5,0.49429999999999996,0.33220000000000005,0.8200000000000001,46.2,16.3,5.3,B
442,109.6,0.48329999999999995,0.3725,0.7307,45.5,18.7,4.5,119.6,0.47999999999999987,0.40809999999999996,0.7977,46.2,14.6,5.5,B
443,109.6,0.44930000000000003,0.3793,0.7268999999999999,45.1,17.5,6.7,103.0,0.44020000000000004,0.3272,0.7283000000000001,41.4,14.4,6.3,A
444,104.6,0.44000000000000006,0.36229999999999996,0.8321999999999999,44.8,12.8,4.6,110.0,0.4471,0.3805,0.7863000000000001,44.1,14.2,5.8,A
445,115.7,0.4734,0.34070000000000006,0.7407,48.8,15.6,5.8,112.6,0.4715,0.39039999999999997,0.7009,46.0,17.3,6.2,B
446,112.3,0.49099999999999994,0.377,0.796,40.3,13.6,6.0,98.0,0.41859999999999997,0.33329999999999993,0.8054,41.7,16.2,5.0,B
447,106.1,0.4468,0.3048,0.7416999999999999,42.4,19.1,5.8,108.6,0.4429,0.292,0.7826,45.9,16.3,6.5,A
448,112.3,0.43979999999999997,0.33670000000000005,0.7074,44.8,12.1,3.8,100.6,0.4529000000000001,0.3421,0.7275,41.7,15.0,5.8,B
449,107.8,0.4436,0.34740000000000004,0.7849999999999999,44.7,13.6,5.8,121.4,0.49350000000000005,0.362,0.7769999999999999,49.5,15.2,6.0,B
450,103.3,0.4457,0.29300000000000004,0.6575,41.4,14.7,5.2,110.7,0.4586,0.35890000000000005,0.8221999999999999,51.7,15.6,4.1,A
451,103.5,0.4648,0.3774,0.7264999999999999,37.7,13.8,5.4,111.7,0.46579999999999994,0.37140000000000006,0.6965,44.3,15.3,4.5,B
452,107.3,0.42780000000000007,0.2953,0.7269,48.8,16.0,3.9,116.2,0.46390000000000003,0.3489999999999999,0.8341,46.2,13.4,5.7,B
453,102.3,0.4565,0.3634,0.8112999999999999,42.6,16.3,3.1,117.5,0.49429999999999996,0.33220000000000005,0.8200000000000001,46.2,16.3,5.3,B
454,112.9,0.46959999999999996,0.3370000000000001,0.7510999999999999,47.1,18.4,4.8,117.5,0.49429999999999996,0.33220000000000005,0.8200000000000001,46.2,16.3,5.3,A
455,110.4,0.47319999999999995,0.37370000000000003,0.8229999999999998,45.8,14.5,5.9,109.6,0.48329999999999995,0.3725,0.7307,45.5,18.7,4.5,A
456,109.9,0.47459999999999997,0.36029999999999995,0.7163,45.9,14.4,4.7,119.6,0.47999999999999987,0.40809999999999996,0.7977,46.2,14.6,5.5,B
457,104.6,0.44000000000000006,0.36229999999999996,0.8321999999999999,44.8,12.8,4.6,103.0,0.44020000000000004,0.3272,0.7283000000000001,41.4,14.4,6.3,B
458,108.0,0.44820000000000004,0.3866,0.73,44.7,17.1,6.3,120.5,0.48900000000000005,0.3593,0.7447999999999999,48.9,14.9,5.6,A
459,100.2,0.44580000000000003,0.29369999999999996,0.6662999999999999,40.2,15.2,5.7,114.0,0.46959999999999996,0.36089999999999994,0.7599000000000001,45.9,14.3,5.8,B
460,108.7,0.4654,0.33080000000000004,0.7257,40.4,15.2,5.9,101.1,0.4537,0.35090000000000005,0.7747999999999999,38.6,17.0,4.5,A
461,118.7,0.4685999999999999,0.3832,0.8149,45.7,14.6,5.4,110.4,0.47319999999999995,0.37370000000000003,0.8229999999999998,45.8,14.5,5.9,B
462,113.3,0.46799999999999997,0.3917,0.7255,46.8,16.6,6.2,103.5,0.4648,0.3774,0.7264999999999999,37.7,13.8,5.4,B
463,101.1,0.4537,0.35090000000000005,0.7747999999999999,38.6,17.0,4.5,112.3,0.43979999999999997,0.33670000000000005,0.7074,44.8,12.1,3.8,B
464,116.2,0.46390000000000003,0.3489999999999999,0.8341,46.2,13.4,5.7,107.8,0.4436,0.34740000000000004,0.7849999999999999,44.7,13.6,5.8,B
465,108.0,0.44820000000000004,0.3866,0.73,44.7,17.1,6.3,112.3,0.49099999999999994,0.377,0.796,40.3,13.6,6.0,A
466,98.0,0.41859999999999997,0.33329999999999993,0.8054,41.7,16.2,5.0,102.2,0.4546999999999999,0.36819999999999997,0.7952,43.2,16.4,3.3,A
467,107.6,0.4213000000000001,0.2902,0.763,49.0,15.2,3.8,106.6,0.4377,0.2935,0.7665,43.6,18.4,5.6,B
468,108.0,0.4756,0.37170000000000003,0.7404000000000001,45.5,18.5,4.6,112.3,0.45519999999999994,0.3571000000000001,0.8135,51.9,15.3,4.1,B
469,108.7,0.4654,0.33080000000000004,0.7257,40.4,15.2,5.9,103.4,0.4645,0.3585,0.7272000000000001,42.6,15.0,5.6,B
470,111.1,0.4603999999999999,0.36729999999999996,0.7012,45.6,15.4,4.1,117.6,0.48340000000000005,0.3449,0.7485999999999999,48.8,15.1,6.1,A
471,106.3,0.44299999999999995,0.37360000000000004,0.7809,43.9,14.7,4.9,112.5,0.46019999999999994,0.3373,0.7568,47.1,13.9,5.5,A
472,113.3,0.46799999999999997,0.3917,0.7255,46.8,16.6,6.2,110.4,0.47319999999999995,0.37370000000000003,0.8229999999999998,45.8,14.5,5.9,A
473,109.9,0.4505,0.2888,0.7724,46.6,16.1,6.4,120.5,0.48900000000000005,0.3593,0.7447999999999999,48.9,14.9,5.6,B
474,108.2,0.45020000000000004,0.34650000000000003,0.7791,44.2,13.4,6.0,112.9,0.46959999999999996,0.3370000000000001,0.7510999999999999,47.1,18.4,4.8,A
475,103.0,0.44020000000000004,0.3272,0.7283000000000001,41.4,14.4,6.3,112.5,0.46019999999999994,0.3373,0.7568,47.1,13.9,5.5,A
476,113.7,0.4551,0.3628,0.7971,51.1,14.5,4.1,100.2,0.44580000000000003,0.29369999999999996,0.6662999999999999,40.2,15.2,5.7,B
477,108.9,0.47170000000000006,0.36269999999999997,0.7219,44.6,14.6,4.2,105.9,0.4417000000000001,0.36729999999999996,0.817,45.1,12.6,4.4,B
478,98.0,0.41859999999999997,0.33329999999999993,0.8054,41.7,16.2,5.0,106.3,0.44299999999999995,0.37360000000000004,0.7809,43.9,14.7,4.9,B
479,114.4,0.45519999999999994,0.3418,0.8130000000000001,45.6,13.6,5.0,110.7,0.44040000000000007,0.3309,0.7110000000000001,44.6,11.7,3.9,B
480,111.1,0.4603999999999999,0.36729999999999996,0.7012,45.6,15.4,4.1,119.5,0.47300000000000003,0.3888999999999999,0.8215,46.3,14.0,5.1,B
481,101.1,0.4537,0.35090000000000005,0.7747999999999999,38.6,17.0,4.5,111.9,0.48710000000000003,0.3802,0.817,41.2,14.0,6.0,A
482,105.9,0.43709999999999993,0.36920000000000003,0.7117,46.5,17.0,6.4,113.9,0.488,0.31800000000000006,0.8093,46.2,16.3,5.2,B
483,107.6,0.4213000000000001,0.2902,0.763,49.0,15.2,3.8,111.7,0.4652,0.32410000000000005,0.7228000000000001,41.1,13.9,6.0,A
484,108.0,0.4756,0.37170000000000003,0.7404000000000001,45.5,18.5,4.6,117.7,0.4837000000000001,0.354,0.7405999999999999,49.8,15.3,6.6,A
485,103.4,0.4645,0.3585,0.7272000000000001,42.6,15.0,5.6,106.6,0.4377,0.2935,0.7665,43.6,18.4,5.6,A
486,102.2,0.4546999999999999,0.36819999999999997,0.7952,43.2,16.4,3.3,102.0,0.4604000000000001,0.353,0.7651000000000001,38.5,13.5,6.6,B
487,106.8,0.4638,0.3478,0.8196999999999999,45.4,14.5,6.5,113.7,0.4551,0.3628,0.7971,51.1,14.5,4.1,B
488,103.0,0.44020000000000004,0.3272,0.7283000000000001,41.4,14.4,6.3,107.4,0.44480000000000003,0.33320000000000005,0.7664000000000001,45.0,12.9,6.1,A
489,100.2,0.44580000000000003,0.29369999999999996,0.6662999999999999,40.2,15.2,5.7,114.1,0.4739,0.3405,0.7533,47.3,18.2,5.2,B
490,120.5,0.48900000000000005,0.3593,0.7447999999999999,48.9,14.9,5.6,109.8,0.44509999999999994,0.3147,0.7817000000000001,47.5,16.6,7.1,A
491,112.2,0.47220000000000006,0.3913,0.7302,47.1,16.3,6.3,111.1,0.4603999999999999,0.36729999999999996,0.7012,45.6,15.4,4.1,B
