,GAME_DATE,TEAM_A_ID,TEAM_B_ID,TEAM_A,TEAM_B,TEAM_A_PTS,TEAM_B_PTS,TEAM_A_ODDS,TEAM_B_ODDS
8171,2015-03-22 16:00:00,1610612749,1610612739,Milwaukee Bucks,Cleveland Cavaliers,90,108,3.85,1.28
8172,2015-03-22 16:00:00,1610612760,1610612748,Oklahoma City Thunder,Miami Heat,93,75,1.58,2.49
8173,2015-03-21 23:30:00,1610612744,1610612762,Golden State Warriors,Utah Jazz,106,91,1.21,4.62
8174,2015-03-23 21:00:00,1610612741,1610612766,Chicago Bulls,Charlotte Hornets,98,86,1.32,3.52
8175,2015-03-24 20:30:00,1610612751,1610612738,Brooklyn Nets,Boston Celtics,91,110,1.46,2.82
8176,2015-03-24 20:30:00,1610612752,1610612763,New York Knicks,Memphis Grizzlies,82,103,11.22,1.06
8177,2015-03-24 20:00:00,1610612754,1610612745,Indiana Pacers,Houston Rockets,100,110,2.02,1.83
8178,2015-03-23 22:30:00,1610612747,1610612755,Los Angeles Lakers,Philadelphia 76ers,101,87,1.51,2.67
8179,2015-03-23 22:00:00,1610612756,1610612742,Phoenix Suns,Dallas Mavericks,98,92,2.63,1.52
8180,2015-03-24 21:00:00,1610612742,1610612759,Dallas Mavericks,San Antonio Spurs,101,94,2.40,1.61
8181,2015-03-24 21:00:00,1610612749,1610612748,Milwaukee Bucks,Miami Heat,89,88,2.12,1.76
8182,2015-03-24 21:00:00,1610612760,1610612747,Oklahoma City Thunder,Los Angeles Lakers,127,117,1.18,5.29
8183,2015-03-25 20:30:00,1610612765,1610612761,Detroit Pistons,Toronto Raptors,108,104,2.50,1.57
8184,2015-03-24 23:30:00,1610612744,1610612764,Golden State Warriors,Washington Wizards,107,76,1.13,6.36
8185,2015-03-24 22:00:00,1610612762,1610612750,Utah Jazz,Minnesota Timberwolves,104,106,1.19,5.01
8186,2015-03-25 20:00:00,1610612766,1610612751,Charlotte Hornets,Brooklyn Nets,88,91,1.64,2.35
8187,2015-03-25 20:00:00,1610612752,1610612746,New York Knicks,Los Angeles Clippers,80,111,14.20,1.03
8188,2015-03-25 20:00:00,1610612761,1610612741,Toronto Raptors,Chicago Bulls,103,116,2.31,1.65
8189,2015-03-24 23:30:00,1610612757,1610612744,Portland Trail Blazers,Golden State Warriors,108,122,3.46,1.33
8190,2015-03-24 23:00:00,1610612758,1610612755,Sacramento Kings,Philadelphia 76ers,107,106,1.23,4.40
8191,2015-03-25 21:00:00,1610612763,1610612739,Memphis Grizzlies,Cleveland Cavaliers,89,111,1.97,1.89
8192,2015-03-25 21:00:00,1610612750,1610612747,Minnesota Timberwolves,Los Angeles Lakers,99,101,1.85,2.00
8193,2015-03-25 21:00:00,1610612740,1610612745,New Orleans Pelicans,Houston Rockets,93,95,1.90,1.94
8194,2015-03-26 20:30:00,1610612738,1610612748,Boston Celtics,Miami Heat,86,93,1.26,4.03
8195,2015-03-26 20:00:00,1610612753,1610612737,Orlando Magic,Atlanta Hawks,83,95,4.49,1.22
8196,2015-03-26 20:00:00,1610612764,1610612754,Washington Wizards,Indiana Pacers,101,103,1.63,2.35
8197,2015-03-26 21:00:00,1610612749,1610612754,Milwaukee Bucks,Indiana Pacers,111,107,1.58,2.49
8198,2015-03-26 23:00:00,1610612756,1610612758,Phoenix Suns,Sacramento Kings,99,108,1.25,4.14
8199,2015-03-26 22:30:00,1610612759,1610612760,San Antonio Spurs,Oklahoma City Thunder,130,91,1.30,3.71
8200,2015-03-26 22:00:00,1610612743,1610612755,Denver Nuggets,Philadelphia 76ers,85,99,1.12,6.74
8201,2015-03-26 22:00:00,1610612762,1610612757,Utah Jazz,Portland Trail Blazers,89,92,1.81,2.05
8202,2015-03-27 21:30:00,1610612759,1610612742,San Antonio Spurs,Dallas Mavericks,94,76,1.24,4.25
8203,2015-03-27 21:00:00,1610612745,1610612750,Houston Rockets,Minnesota Timberwolves,120,110,1.07,10.04
8204,2015-03-27 21:00:00,1610612763,1610612744,Memphis Grizzlies,Golden State Warriors,84,107,2.37,1.63
8205,2015-03-27 21:00:00,1610612740,1610612758,New Orleans Pelicans,Sacramento Kings,102,88,1.36,3.30
8206,2015-03-28 20:30:00,1610612737,1610612748,Atlanta Hawks,Miami Heat,99,86,1.26,4.06
8207,2015-03-28 20:30:00,1610612751,1610612739,Brooklyn Nets,Cleveland Cavaliers,106,98,4.43,1.23
8208,2015-03-28 20:30:00,1610612752,1610612738,New York Knicks,Boston Celtics,92,96,6.07,1.14
8209,2015-03-28 20:30:00,1610612761,1610612747,Toronto Raptors,Los Angeles Lakers,94,83,1.26,4.04
8210,2015-03-28 20:00:00,1610612753,1610612765,Orlando Magic,Detroit Pistons,97,111,2.21,1.71
8211,2015-03-28 20:00:00,1610612755,1610612746,Philadelphia 76ers,Los Angeles Clippers,98,119,7.52,1.11
8212,2015-03-28 20:00:00,1610612764,1610612766,Washington Wizards,Charlotte Hornets,110,107,1.52,2.63
8213,2015-03-28 21:30:00,1610612749,1610612744,Milwaukee Bucks,Golden State Warriors,95,108,2.71,1.49
8214,2015-03-28 21:00:00,1610612741,1610612752,Chicago Bulls,New York Knicks,111,80,1.02,18.04
8215,2015-03-29 20:00:00,1610612766,1610612737,Charlotte Hornets,Atlanta Hawks,115,100,1.41,3.05
8216,2015-03-28 23:00:00,1610612756,1610612757,Phoenix Suns,Portland Trail Blazers,81,87,2.01,1.84
8217,2015-03-28 22:00:00,1610612743,1610612762,Denver Nuggets,Utah Jazz,107,91,1.76,2.12
8218,2015-03-29 20:00:00,1610612754,1610612742,Indiana Pacers,Dallas Mavericks,104,99,1.77,2.10
8219,2015-03-29 20:00:00,1610612759,1610612763,San Antonio Spurs,Memphis Grizzlies,103,89,1.27,3.97
8220,2015-03-29 19:00:00,1610612738,1610612746,Boston Celtics,Los Angeles Clippers,106,119,3.09,1.40
8221,2015-03-29 19:00:00,1610612748,1610612765,Miami Heat,Detroit Pistons,109,102,1.71,2.21
8222,2015-03-29 17:30:00,1610612739,1610612755,Cleveland Cavaliers,Philadelphia 76ers,87,86,1.02,17.82
8223,2015-03-29 17:00:00,1610612740,1610612750,New Orleans Pelicans,Minnesota Timberwolves,110,88,1.09,8.29
8224,2015-03-29 16:30:00,1610612751,1610612747,Brooklyn Nets,Los Angeles Lakers,107,99,1.27,3.96
8225,2015-03-29 13:30:00,1610612764,1610612745,Washington Wizards,Houston Rockets,91,99,2.11,1.76
8226,2015-03-28 23:00:00,1610612757,1610612743,Portland Trail Blazers,Denver Nuggets,120,114,1.23,4.41
8227,2015-03-28 22:00:00,1610612762,1610612760,Utah Jazz,Oklahoma City Thunder,94,89,2.87,1.43
8228,2015-03-30 20:30:00,1610612737,1610612749,Atlanta Hawks,Milwaukee Bucks,101,88,1.23,4.40
8229,2015-03-30 20:30:00,1610612761,1610612745,Toronto Raptors,Houston Rockets,99,96,1.79,2.08
8230,2015-03-30 20:00:00,1610612766,1610612738,Charlotte Hornets,Boston Celtics,104,116,1.66,2.30
8231,2015-03-30 20:00:00,1610612755,1610612747,Philadelphia 76ers,Los Angeles Lakers,111,113,1.49,2.69
8232,2015-03-29 22:00:00,1610612756,1610612760,Phoenix Suns,Oklahoma City Thunder,97,109,1.76,2.13
8233,2015-03-31 20:30:00,1610612751,1610612754,Brooklyn Nets,Indiana Pacers,111,106,1.96,1.89
8234,2015-03-31 20:30:00,1610612765,1610612737,Detroit Pistons,Atlanta Hawks,105,95,2.10,1.78
8235,2015-03-30 23:00:00,1610612757,1610612756,Portland Trail Blazers,Phoenix Suns,109,86,1.24,4.32
8236,2015-03-30 21:00:00,1610612763,1610612758,Memphis Grizzlies,Sacramento Kings,97,83,1.16,5.62
8237,2015-03-30 21:00:00,1610612750,1610612762,Minnesota Timberwolves,Utah Jazz,84,104,3.79,1.29
8238,2015-04-01 20:00:00,1610612764,1610612755,Washington Wizards,Philadelphia 76ers,106,93,1.17,5.47
8239,2015-03-31 23:30:00,1610612746,1610612744,Los Angeles Clippers,Golden State Warriors,106,110,1.66,2.32
8240,2015-03-31 21:00:00,1610612748,1610612759,Miami Heat,San Antonio Spurs,81,95,3.97,1.27
8241,2015-04-01 20:30:00,1610612738,1610612754,Boston Celtics,Indiana Pacers,100,87,1.56,2.53
8242,2015-04-01 20:30:00,1610612752,1610612751,New York Knicks,Brooklyn Nets,98,100,4.94,1.19
8243,2015-04-01 20:00:00,1610612766,1610612765,Charlotte Hornets,Detroit Pistons,102,78,1.44,2.85
8244,2015-04-01 20:00:00,1610612753,1610612759,Orlando Magic,San Antonio Spurs,91,103,5.49,1.16
8245,2015-04-01 23:30:00,1610612747,1610612740,Los Angeles Lakers,New Orleans Pelicans,92,113,4.96,1.19
8246,2015-04-01 23:00:00,1610612757,1610612746,Portland Trail Blazers,Los Angeles Clippers,122,126,1.65,2.32
8247,2015-04-01 22:00:00,1610612762,1610612743,Utah Jazz,Denver Nuggets,98,84,1.48,2.76
8248,2015-04-01 21:00:00,1610612745,1610612758,Houston Rockets,Sacramento Kings,115,111,1.15,5.86
8249,2015-04-01 21:00:00,1610612749,1610612741,Milwaukee Bucks,Chicago Bulls,95,91,2.80,1.46
8250,2015-04-01 21:00:00,1610612750,1610612761,Minnesota Timberwolves,Toronto Raptors,99,113,5.35,1.17
8251,2015-04-01 21:00:00,1610612760,1610612742,Oklahoma City Thunder,Dallas Mavericks,131,135,1.68,2.27
8252,2015-04-03 20:30:00,1610612738,1610612749,Boston Celtics,Milwaukee Bucks,101,110,1.47,2.78
8253,2015-04-03 20:30:00,1610612751,1610612761,Brooklyn Nets,Toronto Raptors,114,109,1.77,2.10
8254,2015-04-03 20:00:00,1610612754,1610612766,Indiana Pacers,Charlotte Hornets,93,74,1.50,2.69
8255,2015-04-03 20:00:00,1610612764,1610612752,Washington Wizards,New York Knicks,101,87,1.05,11.48
8256,2015-04-02 23:30:00,1610612744,1610612756,Golden State Warriors,Phoenix Suns,107,106,1.08,8.69
8257,2015-04-02 21:30:00,1610612742,1610612745,Dallas Mavericks,Houston Rockets,101,108,1.72,2.19
8258,2015-04-02 21:00:00,1610612739,1610612748,Cleveland Cavaliers,Miami Heat,114,88,1.17,5.47
8259,2015-04-04 20:30:00,1610612737,1610612751,Atlanta Hawks,Brooklyn Nets,131,99,1.17,5.33
8260,2015-04-04 20:30:00,1610612765,1610612748,Detroit Pistons,Miami Heat,99,98,2.58,1.54
8261,2015-04-04 20:30:00,1610612761,1610612738,Toronto Raptors,Boston Celtics,116,117,1.71,2.21
8262,2015-04-04 20:00:00,1610612766,1610612755,Charlotte Hornets,Philadelphia 76ers,92,91,1.36,3.34
8263,2015-04-03 23:30:00,1610612747,1610612757,Los Angeles Lakers,Portland Trail Blazers,77,107,5.89,1.15
8264,2015-04-03 23:00:00,1610612758,1610612740,Sacramento Kings,New Orleans Pelicans,95,101,3.30,1.36
8265,2015-04-03 21:30:00,1610612759,1610612743,San Antonio Spurs,Denver Nuggets,123,93,1.07,9.41
8266,2015-04-03 21:00:00,1610612741,1610612765,Chicago Bulls,Detroit Pistons,88,82,1.19,4.98
8267,2015-04-03 21:00:00,1610612763,1610612760,Memphis Grizzlies,Oklahoma City Thunder,100,92,1.44,2.90
8268,2015-04-03 21:00:00,1610612750,1610612753,Minnesota Timberwolves,Orlando Magic,84,97,2.56,1.55
8269,2015-04-05 20:30:00,1610612752,1610612755,New York Knicks,Philadelphia 76ers,101,91,1.93,1.90
8270,2015-04-05 20:00:00,1610612759,1610612744,San Antonio Spurs,Golden State Warriors,107,92,1.52,2.64
8271,2015-04-05 19:00:00,1610612754,1610612748,Indiana Pacers,Miami Heat,112,89,1.36,3.30
8272,2015-04-05 16:30:00,1610612739,1610612741,Cleveland Cavaliers,Chicago Bulls,99,94,1.25,4.09
8273,2015-04-05 14:00:00,1610612760,1610612745,Oklahoma City Thunder,Houston Rockets,112,115,1.98,1.86
8274,2015-04-04 23:00:00,1610612756,1610612762,Phoenix Suns,Utah Jazz,87,85,1.80,2.07
8275,2015-04-04 23:00:00,1610612757,1610612740,Portland Trail Blazers,New Orleans Pelicans,99,90,1.45,2.86
8276,2015-04-04 22:00:00,1610612743,1610612746,Denver Nuggets,Los Angeles Clippers,92,107,5.33,1.17
8277,2015-04-04 21:30:00,1610612742,1610612744,Dallas Mavericks,Golden State Warriors,110,123,3.31,1.36
8278,2015-04-04 21:30:00,1610612749,1610612753,Milwaukee Bucks,Orlando Magic,90,97,1.21,4.72
8279,2015-04-04 21:00:00,1610612763,1610612764,Memphis Grizzlies,Washington Wizards,83,92,1.27,3.94
8280,2015-04-06 20:00:00,1610612751,1610612757,Brooklyn Nets,Portland Trail Blazers,106,96,1.38,3.18
8281,2015-04-05 22:30:00,1610612747,1610612746,Los Angeles Lakers,Los Angeles Clippers,78,106,10.12,1.07
8282,2015-04-05 22:00:00,1610612758,1610612762,Sacramento Kings,Utah Jazz,95,101,1.84,2.01
8283,2015-04-07 20:30:00,1610612737,1610612756,Atlanta Hawks,Phoenix Suns,96,69,1.34,3.40
8284,2015-04-07 20:30:00,1610612748,1610612766,Miami Heat,Charlotte Hornets,105,100,1.36,3.29
8285,2015-04-08 20:00:00,1610612766,1610612761,Charlotte Hornets,Toronto Raptors,74,92,2.35,1.64
8286,2015-04-08 20:00:00,1610612765,1610612738,Detroit Pistons,Boston Celtics,103,113,2.06,1.80
8287,2015-04-07 23:30:00,1610612746,1610612747,Los Angeles Clippers,Los Angeles Lakers,105,100,1.02,18.30
8288,2015-04-07 23:00:00,1610612758,1610612750,Sacramento Kings,Minnesota Timberwolves,116,111,1.24,4.34
8289,2015-04-07 21:00:00,1610612740,1610612744,New Orleans Pelicans,Golden State Warriors,103,100,2.66,1.51
8290,2015-04-07 21:00:00,1610612760,1610612759,Oklahoma City Thunder,San Antonio Spurs,88,113,3.04,1.41
8291,2015-04-08 20:30:00,1610612751,1610612737,Brooklyn Nets,Atlanta Hawks,111,114,1.54,2.58
8292,2015-04-08 20:30:00,1610612752,1610612754,New York Knicks,Indiana Pacers,86,102,6.92,1.12
8293,2015-04-08 20:00:00,1610612753,1610612741,Orlando Magic,Chicago Bulls,105,103,3.76,1.29
8294,2015-04-08 20:00:00,1610612755,1610612764,Philadelphia 76ers,Washington Wizards,90,119,2.70,1.50
8295,2015-04-08 23:00:00,1610612757,1610612750,Portland Trail Blazers,Minnesota Timberwolves,116,91,1.02,17.79
8296,2015-04-08 22:30:00,1610612742,1610612756,Dallas Mavericks,Phoenix Suns,107,104,1.24,4.26
8297,2015-04-08 22:00:00,1610612743,1610612747,Denver Nuggets,Los Angeles Lakers,119,101,1.18,5.19
8298,2015-04-08 22:00:00,1610612762,1610612758,Utah Jazz,Sacramento Kings,103,91,1.11,7.04
8299,2015-04-08 21:30:00,1610612759,1610612745,San Antonio Spurs,Houston Rockets,110,98,1.36,3.28
8300,2015-04-08 21:00:00,1610612763,1610612740,Memphis Grizzlies,New Orleans Pelicans,110,74,1.50,2.68
8301,2015-04-08 21:00:00,1610612749,1610612739,Milwaukee Bucks,Cleveland Cavaliers,99,104,3.28,1.36
8302,2015-04-10 20:30:00,1610612737,1610612766,Atlanta Hawks,Charlotte Hornets,104,80,1.17,5.27
8303,2015-04-10 20:30:00,1610612751,1610612764,Brooklyn Nets,Washington Wizards,117,80,1.48,2.74
8304,2015-04-10 20:30:00,1610612739,1610612738,Cleveland Cavaliers,Boston Celtics,90,99,1.38,3.18
8305,2015-04-10 20:30:00,1610612765,1610612754,Detroit Pistons,Indiana Pacers,103,107,2.87,1.44
8306,2015-04-10 20:30:00,1610612752,1610612749,New York Knicks,Milwaukee Bucks,91,99,6.21,1.14
8307,2015-04-10 20:00:00,1610612753,1610612761,Orlando Magic,Toronto Raptors,99,101,2.84,1.45
8308,2015-04-09 23:30:00,1610612744,1610612757,Golden State Warriors,Portland Trail Blazers,116,105,1.15,5.71
8309,2015-04-09 21:00:00,1610612748,1610612741,Miami Heat,Chicago Bulls,78,89,1.82,2.04
8310,2015-04-11 20:30:00,1610612748,1610612761,Miami Heat,Toronto Raptors,104,107,1.63,2.36
8311,2015-04-11 20:00:00,1610612753,1610612752,Orlando Magic,New York Knicks,79,80,1.13,6.45
8312,2015-04-10 23:30:00,1610612747,1610612750,Los Angeles Lakers,Minnesota Timberwolves,106,98,1.47,2.80
8313,2015-04-10 22:00:00,1610612743,1610612742,Denver Nuggets,Dallas Mavericks,143,144,1.83,2.02
8314,2015-04-10 22:00:00,1610612762,1610612763,Utah Jazz,Memphis Grizzlies,88,89,2.27,1.67
8315,2015-04-10 21:00:00,1610612745,1610612759,Houston Rockets,San Antonio Spurs,103,104,2.42,1.61
8316,2015-04-10 21:00:00,1610612740,1610612756,New Orleans Pelicans,Phoenix Suns,90,75,1.22,4.45
8317,2015-04-10 21:00:00,1610612760,1610612758,Oklahoma City Thunder,Sacramento Kings,116,103,1.07,10.09
8318,2015-04-12 20:00:00,1610612745,1610612740,Houston Rockets,New Orleans Pelicans,121,114,1.46,2.81
8319,2015-04-12 20:00:00,1610612759,1610612756,San Antonio Spurs,Phoenix Suns,107,91,1.03,16.77
8320,2015-04-12 19:00:00,1610612754,1610612760,Indiana Pacers,Oklahoma City Thunder,116,104,1.67,2.28
8321,2015-04-12 19:00:00,1610612764,1610612737,Washington Wizards,Atlanta Hawks,108,99,1.21,4.66
8322,2015-04-12 18:00:00,1610612743,1610612758,Denver Nuggets,Sacramento Kings,122,111,1.22,4.52
8323,2015-04-12 16:30:00,1610612765,1610612766,Detroit Pistons,Charlotte Hornets,116,77,1.26,4.02
8324,2015-04-12 16:00:00,1610612738,1610612739,Boston Celtics,Cleveland Cavaliers,117,78,1.17,5.36
8325,2015-04-12 16:00:00,1610612749,1610612751,Milwaukee Bucks,Brooklyn Nets,96,73,1.86,1.99
8326,2015-04-11 23:30:00,1610612744,1610612750,Golden State Warriors,Minnesota Timberwolves,110,101,1.02,20.37
8327,2015-04-11 23:00:00,1610612746,1610612763,Los Angeles Clippers,Memphis Grizzlies,94,86,1.20,4.80
8328,2015-04-11 23:00:00,1610612757,1610612762,Portland Trail Blazers,Utah Jazz,105,111,1.18,5.18
8329,2015-04-11 21:00:00,1610612741,1610612755,Chicago Bulls,Philadelphia 76ers,114,107,1.03,15.44
8330,2015-04-13 20:30:00,1610612737,1610612752,Atlanta Hawks,New York Knicks,108,112,1.05,12.01
8331,2015-04-13 20:30:00,1610612751,1610612741,Brooklyn Nets,Chicago Bulls,86,113,2.09,1.78
8332,2015-04-13 20:30:00,1610612748,1610612753,Miami Heat,Orlando Magic,100,93,1.41,3.04
8333,2015-04-13 20:00:00,1610612766,1610612745,Charlotte Hornets,Houston Rockets,90,100,6.49,1.13
8334,2015-04-13 20:00:00,1610612739,1610612765,Cleveland Cavaliers,Detroit Pistons,109,97,1.27,3.95
8335,2015-04-13 20:00:00,1610612755,1610612749,Philadelphia 76ers,Milwaukee Bucks,97,107,2.44,1.60
8336,2015-04-12 22:30:00,1610612747,1610612742,Los Angeles Lakers,Dallas Mavericks,106,120,2.88,1.44
8337,2015-04-13 23:00:00,1610612758,1610612747,Sacramento Kings,Los Angeles Lakers,102,92,1.61,2.41
8338,2015-04-13 22:00:00,1610612762,1610612742,Utah Jazz,Dallas Mavericks,109,92,1.38,3.21
8339,2015-04-13 21:00:00,1610612750,1610612740,Minnesota Timberwolves,New Orleans Pelicans,88,100,11.38,1.05
8340,2015-04-13 21:00:00,1610612760,1610612757,Oklahoma City Thunder,Portland Trail Blazers,101,90,1.26,4.01
8341,2015-04-14 20:30:00,1610612738,1610612761,Boston Celtics,Toronto Raptors,95,93,1.87,1.97
8342,2015-04-13 23:30:00,1610612744,1610612763,Golden State Warriors,Memphis Grizzlies,111,107,1.27,3.99
8343,2015-04-13 23:30:00,1610612746,1610612743,Los Angeles Clippers,Denver Nuggets,110,103,1.02,17.14
8344,2015-04-15 20:00:00,1610612761,1610612766,Toronto Raptors,Charlotte Hornets,92,87,1.16,5.60
8345,2015-04-14 23:30:00,1610612756,1610612746,Phoenix Suns,Los Angeles Clippers,101,112,5.48,1.17
8346,2015-04-14 21:00:00,1610612754,1610612764,Indiana Pacers,Washington Wizards,99,95,1.29,3.82
8347,2015-04-15 23:30:00,1610612744,1610612743,Golden State Warriors,Denver Nuggets,133,126,1.12,6.93
8348,2015-04-15 23:30:00,1610612747,1610612758,Los Angeles Lakers,Sacramento Kings,99,122,1.61,2.40
8349,2015-04-15 22:30:00,1610612763,1610612754,Memphis Grizzlies,Indiana Pacers,95,83,2.18,1.72
8350,2015-04-15 21:00:00,1610612751,1610612753,Brooklyn Nets,Orlando Magic,101,88,1.21,4.61
8351,2015-04-15 21:00:00,1610612741,1610612737,Chicago Bulls,Atlanta Hawks,91,85,1.45,2.83
8352,2015-04-15 21:00:00,1610612739,1610612764,Cleveland Cavaliers,Washington Wizards,113,108,1.27,3.93
8353,2015-04-15 21:00:00,1610612742,1610612757,Dallas Mavericks,Portland Trail Blazers,114,98,1.38,3.17
8354,2015-04-15 21:00:00,1610612745,1610612762,Houston Rockets,Utah Jazz,117,91,1.11,7.23
8355,2015-04-15 21:00:00,1610612749,1610612738,Milwaukee Bucks,Boston Celtics,100,105,1.42,2.97
8356,2015-04-15 21:00:00,1610612750,1610612760,Minnesota Timberwolves,Oklahoma City Thunder,113,138,11.33,1.06
8357,2015-04-15 21:00:00,1610612740,1610612759,New Orleans Pelicans,San Antonio Spurs,108,103,2.90,1.44
8358,2015-04-15 21:00:00,1610612752,1610612765,New York Knicks,Detroit Pistons,90,112,4.43,1.23
8359,2015-04-15 21:00:00,1610612755,1610612748,Philadelphia 76ers,Miami Heat,101,105,1.79,2.07
8360,2015-10-27 22:00:00,1610612737,1610612765,Atlanta Hawks,Detroit Pistons,94,106,1.32,3.53
8361,2015-10-27 22:00:00,1610612741,1610612739,Chicago Bulls,Cleveland Cavaliers,97,95,1.57,2.50
8362,2015-10-28 22:00:00,1610612745,1610612743,Houston Rockets,Denver Nuggets,85,105,1.14,6.09
8363,2015-10-28 22:00:00,1610612763,1610612739,Memphis Grizzlies,Cleveland Cavaliers,76,106,1.47,2.79
8364,2015-10-28 22:00:00,1610612749,1610612752,Milwaukee Bucks,New York Knicks,97,122,1.48,2.73
8365,2015-10-28 22:00:00,1610612760,1610612759,Oklahoma City Thunder,San Antonio Spurs,112,106,1.54,2.59
8366,2015-10-28 21:30:00,1610612738,1610612755,Boston Celtics,Philadelphia 76ers,112,95,1.09,8.33
8367,2015-10-28 21:30:00,1610612751,1610612741,Brooklyn Nets,Chicago Bulls,100,115,2.78,1.47
8368,2015-10-28 21:30:00,1610612765,1610612762,Detroit Pistons,Utah Jazz,92,87,1.94,1.90
8369,2015-10-28 21:30:00,1610612748,1610612766,Miami Heat,Charlotte Hornets,104,94,1.37,3.26
8370,2015-10-28 21:30:00,1610612761,1610612754,Toronto Raptors,Indiana Pacers,106,99,1.46,2.83
8371,2015-10-28 21:00:00,1610612753,1610612764,Orlando Magic,Washington Wizards,87,88,2.60,1.53
8372,2015-10-29 00:30:00,1610612744,1610612740,Golden State Warriors,New Orleans Pelicans,111,95,1.14,6.19
8373,2015-10-29 21:00:00,1610612754,1610612763,Indiana Pacers,Memphis Grizzlies,103,112,2.29,1.66
8374,2015-10-30 00:30:00,1610612747,1610612750,Los Angeles Lakers,Minnesota Timberwolves,111,112,1.68,2.25
8375,2015-10-30 00:00:00,1610612756,1610612742,Phoenix Suns,Dallas Mavericks,95,111,1.40,3.06
8376,2015-10-30 00:00:00,1610612757,1610612740,Portland Trail Blazers,New Orleans Pelicans,112,94,1.72,2.18
8377,2015-10-30 00:00:00,1610612758,1610612746,Sacramento Kings,Los Angeles Clippers,104,111,2.98,1.42
8378,2015-10-29 22:00:00,1610612752,1610612737,New York Knicks,Atlanta Hawks,101,112,2.67,1.51
8379,2015-10-30 22:30:00,1610612759,1610612751,San Antonio Spurs,Brooklyn Nets,102,75,1.05,11.13
8380,2015-10-30 22:00:00,1610612737,1610612766,Atlanta Hawks,Charlotte Hornets,97,94,1.55,2.56
8381,2015-10-30 22:00:00,1610612749,1610612764,Milwaukee Bucks,Washington Wizards,113,118,2.11,1.76
8382,2015-10-30 21:30:00,1610612738,1610612761,Boston Celtics,Toronto Raptors,103,113,1.78,2.09
8383,2015-10-30 21:30:00,1610612765,1610612741,Detroit Pistons,Chicago Bulls,98,94,2.29,1.66
8384,2015-10-30 21:00:00,1610612739,1610612748,Cleveland Cavaliers,Miami Heat,102,92,1.46,2.86
8385,2015-10-30 21:00:00,1610612753,1610612760,Orlando Magic,Oklahoma City Thunder,136,139,3.91,1.28
8386,2015-10-30 21:00:00,1610612755,1610612762,Philadelphia 76ers,Utah Jazz,71,99,3.72,1.30
8387,2015-10-31 00:30:00,1610612746,1610612742,Los Angeles Clippers,Dallas Mavericks,104,88,1.11,7.25
8388,2015-10-31 22:00:00,1610612763,1610612751,Memphis Grizzlies,Brooklyn Nets,101,91,1.09,8.47
8389,2015-10-31 21:30:00,1610612740,1610612744,New Orleans Pelicans,Golden State Warriors,120,134,2.95,1.43
8390,2015-10-31 21:00:00,1610612754,1610612762,Indiana Pacers,Utah Jazz,76,97,1.62,2.40
8391,2015-10-31 21:00:00,1610612764,1610612752,Washington Wizards,New York Knicks,110,117,1.29,3.77
8392,2015-11-01 00:30:00,1610612756,1610612757,Phoenix Suns,Portland Trail Blazers,110,92,1.53,2.61
8393,2015-11-01 00:00:00,1610612758,1610612747,Sacramento Kings,Los Angeles Lakers,132,114,1.32,3.53
8394,2015-10-31 23:30:00,1610612745,1610612744,Houston Rockets,Golden State Warriors,92,112,2.01,1.85
8395,2015-10-31 23:00:00,1610612743,1610612750,Denver Nuggets,Minnesota Timberwolves,78,95,1.60,2.42
8396,2015-11-01 22:00:00,1610612741,1610612753,Chicago Bulls,Orlando Magic,92,87,1.26,4.05
8397,2015-11-01 22:00:00,1610612760,1610612743,Oklahoma City Thunder,Denver Nuggets,117,93,1.08,8.93
8398,2015-11-01 21:00:00,1610612748,1610612745,Miami Heat,Houston Rockets,109,89,1.57,2.51
8399,2015-11-01 21:00:00,1610612761,1610612749,Toronto Raptors,Milwaukee Bucks,106,87,1.40,3.08
8400,2015-11-02 18:30:00,1610612738,1610612759,Boston Celtics,San Antonio Spurs,87,95,3.12,1.40
8401,2015-11-02 17:00:00,1610612766,1610612737,Charlotte Hornets,Atlanta Hawks,92,94,2.15,1.75
8402,2015-11-02 00:30:00,1610612746,1610612758,Los Angeles Clippers,Sacramento Kings,114,109,1.16,5.77
8403,2015-11-02 00:00:00,1610612757,1610612756,Portland Trail Blazers,Phoenix Suns,90,101,1.77,2.11
8404,2015-11-02 22:30:00,1610612751,1610612749,Brooklyn Nets,Milwaukee Bucks,96,103,2.00,1.85
8405,2015-11-02 22:30:00,1610612752,1610612759,New York Knicks,San Antonio Spurs,84,94,3.70,1.30
8406,2015-11-02 22:00:00,1610612755,1610612739,Philadelphia 76ers,Cleveland Cavaliers,100,107,9.19,1.08
8407,2015-11-03 00:30:00,1610612747,1610612742,Los Angeles Lakers,Dallas Mavericks,93,103,2.58,1.54
8408,2015-11-03 22:30:00,1610612765,1610612754,Detroit Pistons,Indiana Pacers,82,94,1.53,2.61
8409,2015-11-03 22:30:00,1610612748,1610612737,Miami Heat,Atlanta Hawks,92,98,1.58,2.49
8410,2015-11-03 22:00:00,1610612766,1610612741,Charlotte Hornets,Chicago Bulls,130,105,2.56,1.55
8411,2015-11-04 01:30:00,1610612744,1610612763,Golden State Warriors,Memphis Grizzlies,119,69,1.21,4.75
8412,2015-11-04 01:30:00,1610612746,1610612756,Los Angeles Clippers,Phoenix Suns,102,96,1.21,4.65
