,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,WINNER
34,WAS,1610612764,2013-11-10,105,106,0.455,0.414,0.5,41,13,7,0.4,0.3333333333333333,1492.419814681391,2,14.719798663202992,0
35,OKC,1610612760,2013-11-10,106,105,0.446,0.3,0.818,58,17,8,0.8,1.0,1522.7985447686694,3,14.808667655476134,1
36,PHI,1610612755,2013-11-11,85,109,0.415,0.263,0.75,40,15,9,0.5714285714285714,0.6,1496.7080453876956,-1,17.295080831289134,0
37,SAS,1610612759,2013-11-11,109,85,0.494,0.464,0.727,50,12,2,0.8571428571428571,0.75,1544.322792857948,4,13.778739854520927,1
38,CLE,1610612739,2013-11-11,81,96,0.413,0.357,0.7,38,20,11,0.42857142857142855,0.0,1475.4997762407652,1,13.567869217398059,0
39,CHI,1610612741,2013-11-11,96,81,0.41,0.25,0.923,41,11,7,0.4,1.0,1492.7683593413306,1,13.769288405330553,1
40,ORL,1610612753,2013-11-11,105,120,0.459,0.389,0.87,37,19,4,0.42857142857142855,0.0,1509.031345896087,-2,12.691769600847191,0
41,BOS,1610612738,2013-11-11,120,105,0.6,0.417,0.867,36,15,7,0.42857142857142855,0.5,1487.02284486936,3,13.866586086964709,1
42,LAC,1610612746,2013-11-11,109,107,0.55,0.25,0.607,43,14,2,0.5714285714285714,1.0,1523.5549106303572,1,19.979638874242948,1
43,MIN,1610612750,2013-11-11,107,109,0.417,0.379,0.889,45,13,2,0.7142857142857143,0.6666666666666666,1538.5435260726783,2,19.376106739082143,0
44,TOR,1610612761,2013-11-11,104,110,0.333,0.32,0.741,51,13,5,0.42857142857142855,0.25,1501.3090861557632,1,14.401619407598279,0
45,HOU,1610612745,2013-11-11,110,104,0.44,0.269,0.617,59,23,14,0.5714285714285714,0.5,1509.6728181977562,-2,15.461591057026276,1
46,DEN,1610612743,2013-11-11,100,81,0.45,0.294,0.852,52,15,1,0.2,0.0,1468.589424865393,-1,14.716635676028641,1
47,UTA,1610612762,2013-11-11,81,100,0.403,0.176,0.696,35,14,6,0.0,0.0,1422.3880420556152,-7,12.116490568287793,0
48,MEM,1610612763,2013-11-11,79,95,0.413,0.5,0.684,32,10,4,0.5,0.0,1499.2713091927494,1,13.026411227223,0
49,IND,1610612754,2013-11-11,95,79,0.487,0.316,0.833,45,13,9,1.0,1.0,1562.3895161774315,7,14.39946115342739,1
50,ATL,1610612737,2013-11-11,103,94,0.461,0.37,0.821,41,13,3,0.5,0.25,1506.8776132651321,1,20.265145247439364,1
51,CHA,1610612766,2013-11-11,94,103,0.407,0.385,0.793,40,14,0,0.5,0.6666666666666666,1479.8688273090595,-1,11.847197605872894,0
52,GSW,1610612744,2013-11-12,113,95,0.6,0.5,0.808,43,23,3,0.5714285714285714,1.0,1524.9996813153894,-2,16.915827005268522,1
53,DET,1610612765,2013-11-12,95,113,0.425,0.167,0.667,34,12,4,0.3333333333333333,0.0,1489.4565677334729,-3,19.169490394849504,0
54,LAL,1610612747,2013-11-12,116,95,0.557,0.55,0.81,53,19,4,0.375,0.5,1452.7751272599496,-2,14.664201779783854,1
55,NOP,1610612740,2013-11-12,95,116,0.405,0.3,0.727,31,13,3,0.42857142857142855,0.3333333333333333,1502.8192201418856,-1,15.020392998013664,0
56,MIL,1610612749,2013-11-12,95,118,0.418,0.367,0.857,34,18,1,0.4,0.5,1489.6554135282431,-1,8.662600405764113,0
57,MIA,1610612748,2013-11-12,118,95,0.582,0.522,0.583,40,14,7,0.5714285714285714,0.75,1522.3296926353644,-1,17.591520936232445,1
58,DAL,1610612742,2013-11-12,105,95,0.488,0.385,0.684,42,16,2,0.5714285714285714,1.0,1512.3398256877874,1,17.115426528196625,1
59,WAS,1610612764,2013-11-12,95,105,0.44,0.346,0.69,44,19,4,0.3333333333333333,0.25,1488.8179545073983,-1,16.985192517455005,0
60,PHI,1610612755,2013-11-13,123,117,0.417,0.44,0.765,50,13,8,0.5,0.5,1481.2123929248576,-2,15.253708325442835,1
61,HOU,1610612745,2013-11-13,117,123,0.448,0.366,0.64,50,21,15,0.625,0.6666666666666666,1517.169275560161,1,13.657344975591718,0
62,SAS,1610612759,2013-11-13,92,79,0.506,0.364,0.75,47,17,4,0.875,1.0,1559.818445320786,5,16.6176707138983,1
63,WAS,1610612764,2013-11-13,79,92,0.363,0.333,0.727,44,11,3,0.2857142857142857,0.2,1479.320654555954,-2,13.80726671559991,0
64,CHA,1610612766,2013-11-13,89,83,0.366,0.25,0.867,50,12,5,0.42857142857142855,0.3333333333333333,1471.0800603186349,-2,9.143291807585769,1
65,BOS,1610612738,2013-11-13,83,89,0.377,0.333,0.72,45,15,2,0.5,0.6666666666666666,1501.5945798416192,4,12.982053984131008,0
66,OKC,1610612760,2013-11-13,103,111,0.467,0.375,0.818,35,22,3,0.8333333333333334,0.6666666666666666,1526.4004049426621,4,14.964375243527725,0
67,LAC,1610612746,2013-11-13,111,103,0.453,0.214,0.794,50,22,4,0.625,1.0,1528.6562656618264,2,19.434218694230097,1
68,MIL,1610612749,2013-11-13,91,94,0.446,0.385,0.909,39,18,7,0.3333333333333333,0.3333333333333333,1473.6984408264977,-2,12.997336015088596,0
69,ORL,1610612753,2013-11-13,94,91,0.427,0.346,0.714,45,16,8,0.375,0.75,1494.4596109238278,-3,14.914819108232926,1
70,PHX,1610612756,2013-11-13,89,90,0.43,0.333,0.769,41,14,1,0.7142857142857143,0.3333333333333333,1527.8118107452513,2,14.848428285100681,0
71,POR,1610612757,2013-11-13,90,89,0.417,0.4,0.609,51,17,3,0.7142857142857143,0.75,1526.8005463736395,3,16.163234426746833,1
72,NOP,1610612740,2013-11-13,105,111,0.494,0.417,0.8,34,13,3,0.375,0.25,1482.6393720915016,-2,14.628409393455248,0
73,UTA,1610612762,2013-11-13,111,105,0.514,0.409,0.718,44,21,7,0.0,0.0,1409.1588266891506,-8,8.91087887445701,1
74,ATL,1610612737,2013-11-13,91,95,0.455,0.208,0.762,47,15,6,0.5714285714285714,1.0,1515.6663802555568,2,19.224684233046723,0
75,NYK,1610612752,2013-11-13,95,91,0.42,0.353,0.692,37,6,3,0.3333333333333333,0.5,1477.688602676059,-1,9.719123620018864,1
76,BKN,1610612751,2013-11-13,86,107,0.378,0.231,0.778,52,15,7,0.3333333333333333,0.0,1483.125975821518,-2,19.035344935235166,0
77,SAC,1610612758,2013-11-13,107,86,0.436,0.333,0.739,50,7,3,0.16666666666666666,0.25,1457.1609381162575,-5,12.292089526443538,1
78,LAL,1610612747,2013-11-13,99,111,0.394,0.381,0.654,51,15,9,0.4444444444444444,0.25,1472.9549753103336,1,15.790172597914443,0
79,DEN,1610612743,2013-11-13,111,99,0.4,0.286,0.676,58,9,8,0.3333333333333333,0.3333333333333333,1481.8186402318577,1,15.66606994141348,1
80,CLE,1610612739,2013-11-13,95,124,0.414,0.313,0.857,37,11,1,0.375,0.0,1462.8792884897239,-1,11.99604413806443,0
81,MIN,1610612750,2013-11-13,124,95,0.549,0.5,0.885,49,9,5,0.625,0.75,1533.4421710412091,-1,13.0969134738217,1
82,TOR,1610612761,2013-11-13,103,87,0.463,0.533,0.846,37,13,6,0.375,0.2,1493.8126287933585,-1,14.935815289278816,1
83,MEM,1610612763,2013-11-13,87,103,0.427,0.286,0.647,40,19,5,0.42857142857142855,0.75,1488.2933276796248,-1,13.597667703636779,0
84,OKC,1610612760,2013-11-14,115,116,0.513,0.409,0.857,48,19,3,0.7142857142857143,0.5,1517.3962938521688,-1,16.011232224182372,0
85,GSW,1610612744,2013-11-14,116,115,0.479,0.609,0.857,31,7,5,0.625,1.0,1538.2993258418428,1,19.055490390592418,1
86,NYK,1610612752,2013-11-14,106,109,0.437,0.4,0.815,36,9,5,0.42857142857142855,0.25,1484.921285241459,1,12.241076785793695,0
87,HOU,1610612745,2013-11-14,109,106,0.456,0.321,0.864,43,18,6,0.5555555555555556,0.5,1508.386473338924,-1,15.505258499103334,1
88,LAL,1610612747,2013-11-15,86,89,0.438,0.417,0.545,40,11,8,0.4,0.6,1461.695396030644,-1,16.969258402102007,0
89,MEM,1610612763,2013-11-15,89,86,0.435,0.077,1.0,51,10,5,0.375,0.0,1474.518876198731,-2,14.627302742618443,1
90,BKN,1610612751,2013-11-15,100,98,0.437,0.167,0.759,49,12,4,0.2857142857142857,0.0,1464.5278766127929,-3,16.89817543025971,1
91,PHX,1610612756,2013-11-15,98,100,0.43,0.357,0.8,42,18,4,0.625,1.0,1523.7548532099036,-1,12.78835814306254,0
92,BOS,1610612738,2013-11-15,96,109,0.457,0.389,0.789,34,15,4,0.4444444444444444,0.5,1492.9740014320903,-1,15.96674312350113,0
93,POR,1610612757,2013-11-15,109,96,0.488,0.346,0.909,47,18,2,0.75,0.6666666666666666,1530.8575039089872,4,15.305051686884251,1
94,CHA,1610612766,2013-11-15,86,80,0.4,0.4,0.7,47,16,8,0.5,0.5,1479.7006387281638,1,10.976163799620231,1
95,CLE,1610612739,2013-11-15,80,86,0.405,0.267,0.706,43,16,6,0.3333333333333333,1.0,1446.7316121092529,-2,13.120314695502746,0
96,DAL,1610612742,2013-11-15,104,110,0.5,0.429,0.857,34,24,6,0.625,0.25,1521.8371256392318,2,17.329427691808494,0
97,MIA,1610612748,2013-11-15,110,104,0.541,0.385,0.833,34,16,5,0.625,0.8,1538.2866653371098,1,17.933369644518777,1
98,SAS,1610612759,2013-11-15,91,82,0.461,0.267,0.773,43,17,5,0.8888888888888888,0.8,1568.7095252274203,6,16.90949163412632,1
99,UTA,1610612762,2013-11-15,82,91,0.385,0.313,0.636,50,18,4,0.1111111111111111,0.25,1419.086625072064,1,12.08311986974811,0
100,IND,1610612754,2013-11-15,104,77,0.506,0.313,0.905,44,15,11,1.0,1.0,1573.367497690556,8,16.298269634710284,1
101,MIL,1610612749,2013-11-15,77,104,0.341,0.5,0.818,40,17,10,0.2857142857142857,0.25,1468.5273824361589,-3,14.585007815904085,0
102,PHI,1610612755,2013-11-15,103,113,0.465,0.263,0.783,39,16,4,0.5555555555555556,0.5,1489.9951951460946,1,15.787739105925443,0
103,ATL,1610612737,2013-11-15,113,103,0.481,0.435,0.806,43,16,5,0.5,0.6666666666666666,1508.4336976901568,-1,18.71993230279808,1
104,DET,1610612765,2013-11-15,97,90,0.447,0.261,0.625,46,12,6,0.2857142857142857,0.0,1476.1569232070194,-4,15.704503835463523,1
105,SAC,1610612758,2013-11-15,90,97,0.425,0.4,0.706,43,17,5,0.2857142857142857,0.4,1475.7590373249827,1,14.126374391904118,0
106,DEN,1610612743,2013-11-15,117,113,0.485,0.35,0.762,46,15,9,0.42857142857142855,0.5,1493.0782195115473,2,17.783353065096886,1
107,MIN,1610612750,2013-11-15,113,117,0.489,0.273,0.789,42,16,2,0.6666666666666666,0.5,1549.5898474216801,1,18.166042991946103,0
108,CHI,1610612741,2013-11-15,96,80,0.45,0.438,0.895,48,17,5,0.5,0.0,1505.3888470923719,2,15.497859017551626,1
109,TOR,1610612761,2013-11-15,80,96,0.354,0.238,0.773,43,16,6,0.4444444444444444,0.6666666666666666,1507.5870802742522,1,14.883605270149397,0
110,UTA,1610612762,2013-11-16,88,102,0.455,0.471,0.625,32,19,5,0.1,0.0,1413.9216442943716,-1,10.718067627499336,0
111,GSW,1610612744,2013-11-16,102,88,0.513,0.429,0.786,42,16,5,0.6666666666666666,1.0,1542.0358690397084,2,19.160398783865258,1
112,IND,1610612754,2013-11-16,94,110,0.4,0.25,0.786,37,11,8,1.0,1.0,1586.5843512303352,9,17.59968585531981,0
113,CHI,1610612741,2013-11-16,110,94,0.506,0.579,0.792,42,15,6,0.5714285714285714,1.0,1519.5613036035022,3,14.152682864839656,1
114,ATL,1610612737,2013-11-16,110,90,0.564,0.409,0.765,36,13,4,0.5555555555555556,0.4,1518.118139380537,1,20.879067194294812,1
115,NYK,1610612752,2013-11-16,90,110,0.378,0.333,0.75,48,14,3,0.375,0.2,1479.803742942293,-1,13.350938573958889,0
116,LAC,1610612746,2013-11-16,110,103,0.519,0.435,0.667,51,18,7,0.6666666666666666,1.0,1537.6603767523197,3,17.476656948339524,1
117,BKN,1610612751,2013-11-16,103,110,0.424,0.391,0.667,39,11,1,0.375,0.2,1470.4564416559854,1,10.258440704533186,0
118,ORL,1610612753,2013-11-16,100,108,0.529,0.267,0.786,40,19,1,0.4444444444444444,0.8,1499.6306693141667,1,13.01481616173718,0
119,DAL,1610612742,2013-11-16,108,100,0.512,0.37,0.667,30,10,3,0.5555555555555556,0.2,1514.5659210306887,-1,17.4795672833428,1
120,DEN,1610612743,2013-11-16,111,122,0.455,0.333,0.722,43,13,7,0.5,0.3333333333333333,1500.7700338551306,3,18.60860382873009,0
121,HOU,1610612745,2013-11-16,122,111,0.506,0.429,0.705,47,17,9,0.6,0.6,1513.5040156380899,1,15.70545363609417,1
122,OKC,1610612760,2013-11-16,92,79,0.415,0.294,0.704,51,11,6,0.625,0.4,1513.6597506543035,-2,17.03426338958301,1
123,MIL,1610612749,2013-11-16,79,92,0.349,0.364,0.733,52,16,6,0.25,0.3333333333333333,1455.3105288963798,-4,11.2953089427194,0
124,BOS,1610612738,2013-11-16,88,106,0.395,0.278,0.833,50,22,8,0.4,0.4,1482.373237189863,-2,13.906628376918173,0
125,MIN,1610612750,2013-11-16,106,88,0.426,0.304,0.864,50,13,3,0.6,0.8,1541.898033078097,-1,18.652140227407678,1
126,WAS,1610612764,2013-11-16,96,103,0.398,0.24,0.727,47,19,3,0.25,0.5,1470.4295746493196,-3,13.862384971927067,0
127,CLE,1610612739,2013-11-16,103,96,0.444,0.476,0.955,46,20,6,0.3,0.0,1439.9103787236452,-3,11.337395492652725,1
128,NOP,1610612740,2013-11-16,135,98,0.605,0.464,0.667,43,13,17,0.3333333333333333,0.5,1472.7115737085883,-3,12.799454984367902,1
129,PHI,1610612755,2013-11-16,98,135,0.422,0.316,0.71,38,18,2,0.5,0.3333333333333333,1480.3107534557143,-1,13.228652418932167,0
130,CHA,1610612766,2013-11-16,81,97,0.349,0.296,0.75,36,10,3,0.5555555555555556,0.5,1486.5218721137715,2,11.865487834467563,0
131,MIA,1610612748,2013-11-16,97,81,0.507,0.4,0.913,43,15,8,0.6666666666666666,0.3333333333333333,1545.5578699456528,2,19.23629277515141,1
132,LAL,1610612747,2013-11-17,114,99,0.522,0.4,1.0,38,13,5,0.36363636363636365,0.5,1456.3657053406273,-2,16.535645180411418,1
133,DET,1610612765,2013-11-17,99,114,0.483,0.348,0.412,39,14,3,0.375,0.25,1484.5573795037633,1,16.948924643559902,0
134,MEM,1610612763,2013-11-17,97,86,0.556,0.308,0.722,49,16,4,0.4444444444444444,0.25,1479.8485668887477,1,15.872376968461245,1
135,SAC,1610612758,2013-11-17,86,97,0.379,0.304,0.765,35,8,2,0.25,0.3333333333333333,1467.3585810282389,-1,6.327420995792251,0
136,POR,1610612757,2013-11-17,118,110,0.444,0.469,0.75,46,16,6,0.7777777777777778,0.75,1541.4582681512145,5,15.597669015934072,1
137,TOR,1610612761,2013-11-17,110,118,0.447,0.176,0.742,51,17,3,0.4,0.5,1493.4146237631219,-1,14.64402621778703,0
138,CHI,1610612741,2013-11-18,86,81,0.36,0.5,0.839,54,16,8,0.625,1.0,1537.2470335463684,4,14.74441568954572,1
139,CHA,1610612766,2013-11-18,81,86,0.363,0.438,0.5,44,9,8,0.5,0.6,1475.356700894805,-1,11.547691331377662,0
140,BKN,1610612751,2013-11-18,98,108,0.365,0.231,0.943,40,7,4,0.3333333333333333,0.6666666666666666,1463.9981671268877,-1,10.858831301485129,0
141,POR,1610612757,2013-11-18,108,98,0.539,0.444,0.857,46,15,5,0.8,0.8,1549.0001551168918,6,15.894325581523887,1
142,LAC,1610612746,2013-11-18,102,106,0.395,0.304,0.844,45,11,4,0.7,1.0,1544.1186512814174,4,17.58510748493413,0
143,MEM,1610612763,2013-11-18,106,102,0.481,0.417,0.767,47,9,5,0.5,0.4,1490.35923171671,2,13.632898326698946,1
144,GSW,1610612744,2013-11-18,98,87,0.405,0.545,0.733,57,14,6,0.7,0.4,1549.5850525029243,3,19.110337326755694,1
145,UTA,1610612762,2013-11-18,87,98,0.395,0.467,0.842,40,11,5,0.09090909090909091,0.2,1406.3724608311556,-2,12.005929354859562,0
146,PHI,1610612755,2013-11-18,94,97,0.384,0.286,0.545,53,12,4,0.45454545454545453,0.25,1454.090908789973,-2,15.048640373674285,0
147,DAL,1610612742,2013-11-18,97,94,0.436,0.31,0.769,53,21,11,0.6,1.0,1523.1525835897967,1,16.449160969378486,1
148,OKC,1610612760,2013-11-18,115,113,0.409,0.481,0.813,53,12,6,0.6666666666666666,1.0,1523.418373423483,1,17.202548902141395,1
149,DEN,1610612743,2013-11-18,113,115,0.482,0.348,0.581,45,13,6,0.4444444444444444,0.25,1490.2690449484141,-1,17.770600862081643,0
150,BOS,1610612738,2013-11-19,85,109,0.323,0.35,0.7,43,12,3,0.36363636363636365,0.3333333333333333,1470.3017283095337,-3,14.6306630657292,0
151,HOU,1610612745,2013-11-19,109,85,0.569,0.429,0.75,48,20,10,0.6363636363636364,0.6666666666666666,1524.0050045448063,2,15.990617136213928,1
152,MIA,1610612748,2013-11-19,104,88,0.506,0.476,0.632,37,16,4,0.7,0.8333333333333334,1556.7230411646192,3,17.539713934862704,1
153,ATL,1610612737,2013-11-19,88,104,0.446,0.458,0.733,39,24,3,0.6,0.5,1532.2656729631842,2,20.444422108887586,0
154,DET,1610612765,2013-11-19,92,86,0.5,0.368,0.714,37,16,4,0.3333333333333333,0.5,1469.668050586436,-1,15.553559956125191,1
155,NYK,1610612752,2013-11-19,86,92,0.434,0.25,0.778,35,13,3,0.3333333333333333,0.6666666666666666,1465.6562093596458,-2,12.941683982976382,0
156,PHX,1610612756,2013-11-19,104,107,0.468,0.345,0.714,31,16,3,0.5555555555555556,0.25,1517.826288166711,-2,11.667818619298961,0
157,SAC,1610612758,2013-11-19,107,104,0.47,0.364,0.75,48,21,3,0.2222222222222222,0.2857142857142857,1456.8479162002766,-2,12.76899123083867,1
158,WAS,1610612764,2013-11-19,104,100,0.482,0.467,1.0,41,11,5,0.2222222222222222,0.3333333333333333,1461.0507288049957,-4,15.760363841228346,1
159,MIN,1610612750,2013-11-19,100,104,0.435,0.357,0.667,42,13,4,0.6363636363636364,0.4,1553.9695419584261,1,17.138735687757773,0
160,PHI,1610612755,2013-11-20,98,108,0.447,0.35,0.742,50,20,4,0.4166666666666667,0.5714285714285714,1449.832438593567,-3,15.039712755537112,0
161,TOR,1610612761,2013-11-20,108,98,0.419,0.483,0.786,41,12,9,0.36363636363636365,0.3333333333333333,1485.8727367974445,-2,13.784669044042865,1
162,GSW,1610612744,2013-11-20,81,88,0.439,0.278,0.5,43,15,3,0.7272727272727273,1.0,1555.608189838587,4,17.167433761694934,0
163,MEM,1610612763,2013-11-20,88,81,0.386,0.25,0.895,48,7,6,0.5454545454545454,0.5,1497.982296286564,3,13.557406221866286,1
164,BOS,1610612738,2013-11-20,93,104,0.453,0.267,0.917,44,17,3,0.3333333333333333,0.2857142857142857,1455.1847722863777,-4,13.791597398234158,0
165,SAS,1610612759,2013-11-20,104,93,0.481,0.381,0.75,41,12,6,0.9,1.0,1573.8745060051126,7,16.633714899854034,1
166,NYK,1610612752,2013-11-20,96,103,0.37,0.267,0.824,52,15,5,0.3,0.16666666666666666,1458.0372200205152,-3,10.814479815914577,0
167,IND,1610612754,2013-11-20,103,96,0.379,0.3,0.778,49,14,8,0.9,0.75,1568.898621287469,-1,17.065066567779954,1
168,SAC,1610612758,2013-11-20,113,106,0.463,0.412,0.842,42,11,2,0.3,0.0,1463.7463115548849,1,12.839724683910017,1
169,PHX,1610612756,2013-11-20,106,113,0.447,0.455,0.682,37,17,6,0.5,0.8,1510.9278928121028,-3,12.926605803648387,0
170,MIA,1610612748,2013-11-20,120,92,0.514,0.625,0.906,40,22,6,0.7272727272727273,0.5,1569.5427884248513,4,18.36195574335544,1
171,ORL,1610612753,2013-11-20,92,120,0.408,0.517,0.905,25,24,5,0.4,0.6666666666666666,1491.0440067550587,-1,15.033910274649244,0
172,WAS,1610612764,2013-11-20,98,91,0.452,0.421,1.0,44,15,5,0.3,0.16666666666666666,1469.667847422978,1,15.581506292663656,1
173,CLE,1610612739,2013-11-20,91,98,0.416,0.391,0.857,38,16,0,0.36363636363636365,0.75,1449.289224567969,1,11.328989593704637,0
174,POR,1610612757,2013-11-20,91,82,0.407,0.355,0.667,45,16,5,0.8181818181818182,0.8333333333333334,1556.3859806507348,7,16.690480273719544,1
175,MIL,1610612749,2013-11-20,82,91,0.438,0.357,0.583,42,19,5,0.2222222222222222,0.25,1445.5519061272003,-5,12.515354452559388,0
176,HOU,1610612745,2013-11-20,120,123,0.553,0.387,0.727,30,12,2,0.6666666666666666,0.6,1539.1219605679623,3,17.415833548550005,0
177,DAL,1610612742,2013-11-20,123,120,0.583,0.5,0.848,36,16,5,0.6363636363636364,1.0,1527.4110537862025,2,16.66388918230847,1
178,DET,1610612765,2013-11-20,85,93,0.402,0.273,0.75,43,17,5,0.4,0.2,1477.2870399255667,1,15.433845156509978,0
179,ATL,1610612737,2013-11-20,93,85,0.507,0.267,0.708,38,22,8,0.5454545454545454,0.75,1519.445925702952,-1,18.26656893952245,1
180,LAC,1610612746,2013-11-20,102,98,0.494,0.5,0.625,43,19,5,0.6363636363636364,0.4,1536.4955867115634,-1,19.08807181479472,1
181,MIN,1610612750,2013-11-20,98,102,0.378,0.227,0.806,45,15,2,0.5833333333333334,0.8333333333333334,1545.352423340444,-1,19.380629376990075,0
182,UTA,1610612762,2013-11-20,98,105,0.446,0.333,0.8,37,15,7,0.08333333333333333,0.0,1400.349323495493,-3,13.529412028525462,0
183,NOP,1610612740,2013-11-20,105,98,0.506,0.333,0.606,44,12,13,0.4,0.6,1498.9314183743297,1,19.29610273613949,1
184,BKN,1610612751,2013-11-20,91,95,0.478,0.474,0.72,36,18,5,0.3,0.16666666666666666,1456.6123415930447,-2,13.967062480213803,0
185,CHA,1610612766,2013-11-20,95,91,0.444,0.385,0.6,41,15,4,0.45454545454545453,0.4,1469.833308240532,-2,12.798251036007558,1
186,DEN,1610612743,2013-11-21,97,87,0.452,0.429,0.545,48,16,10,0.4,0.6,1486.009755859515,-2,17.57069761731779,1
187,CHI,1610612741,2013-11-21,87,97,0.388,0.3,0.571,58,18,3,0.6666666666666666,0.25,1542.7704262006414,5,13.918880113160988,0
