,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,PER_A,WINNER
497,CLE,1610612739,2018-12-01,95,106,0.386,0.227,0.88,44,12,0,0.19047619047619047,0.3,1405.3729125609589,1614.1241088728548,17.713724317653067,0
498,GSW,1610612744,2018-12-01,102,111,0.459,0.231,0.857,44,15,5,0.6521739130434783,0.4,1550.4426301530436,1527.7723123323572,24.375299659276486,0
499,DET,1610612765,2018-12-01,111,102,0.439,0.343,0.65,47,12,2,0.631578947368421,0.7,1527.7723123323572,1550.4426301530436,17.915931668334526,1
500,IND,1610612754,2018-12-01,110,111,0.524,0.417,0.778,42,25,5,0.5909090909090909,0.7,1529.9573583976462,1466.257321076544,17.28831730759795,0
501,SAC,1610612758,2018-12-01,111,110,0.451,0.448,0.667,46,20,3,0.47619047619047616,0.5,1466.257321076544,1529.9573583976462,16.021740297638768,1
502,BOS,1610612738,2018-12-01,118,109,0.471,0.386,1.0,40,14,3,0.5454545454545454,0.4,1536.2463958321043,1523.4777763158183,19.923984861902063,1
503,MIN,1610612750,2018-12-01,109,118,0.451,0.321,0.813,39,16,2,0.5,0.7,1523.4777763158183,1536.2463958321043,19.32756390941409,0
504,BKN,1610612751,2018-12-01,88,102,0.37,0.242,0.8,42,19,2,0.34782608695652173,0.5,1449.8959268802123,1436.89743350383,17.67550963462731,0
505,WAS,1610612764,2018-12-01,102,88,0.519,0.308,0.667,38,13,3,0.36363636363636365,0.6,1436.89743350383,1449.8959268802123,16.574608801626827,1
506,MEM,1610612763,2018-12-02,95,103,0.418,0.393,0.783,35,15,7,0.6190476190476191,0.6,1535.8480998688592,1543.0400030776411,18.690785232470414,0
507,PHI,1610612755,2018-12-02,103,95,0.486,0.364,0.767,44,16,2,0.6666666666666666,0.9,1543.0400030776411,1535.8480998688592,20.775221021222965,1
508,POR,1610612757,2018-12-02,118,131,0.523,0.414,1.0,35,17,5,0.5909090909090909,0.5,1518.2313417124524,1442.0157847547032,17.526363341938193,0
509,SAS,1610612759,2018-12-02,131,118,0.602,0.733,0.909,34,12,4,0.45454545454545453,0.6,1442.0157847547032,1518.2313417124524,15.264303551952088,1
510,PHX,1610612756,2018-12-02,96,120,0.398,0.394,0.818,40,16,8,0.18181818181818182,0.1,1372.9201915714725,1529.2930107921452,16.03210975038982,0
511,LAL,1610612747,2018-12-02,120,96,0.5,0.407,0.739,56,19,4,0.5909090909090909,0.8,1529.2930107921452,1372.9201915714725,17.206164130868267,1
512,MIA,1610612748,2018-12-02,102,100,0.396,0.419,0.708,50,13,8,0.38095238095238093,0.3,1461.6684625887574,1482.0188859437662,17.061800607960787,1
513,UTA,1610612762,2018-12-02,100,102,0.438,0.333,0.733,50,14,6,0.4782608695652174,0.5,1482.0188859437662,1461.6684625887574,17.08345283385832,0
514,LAC,1610612746,2018-12-02,110,114,0.442,0.375,0.773,44,11,5,0.7142857142857143,0.6,1570.380807334942,1532.332302336346,18.619380358333974,0
515,DAL,1610612742,2018-12-02,114,110,0.442,0.348,0.846,64,16,5,0.5,0.8,1532.332302336346,1570.380807334942,16.860973867931413,1
516,NOP,1610612740,2018-12-02,119,109,0.512,0.344,0.833,50,18,5,0.4782608695652174,0.1,1500.6668480668604,1527.501025544325,15.745420005572184,1
517,CHA,1610612766,2018-12-02,109,119,0.429,0.278,0.75,41,11,6,0.5,0.7,1527.501025544325,1500.6668480668604,19.155862018648786,0
518,NYK,1610612752,2018-12-03,107,110,0.411,0.353,0.75,55,16,5,0.3333333333333333,0.4,1430.4795817419779,1450.3802897158039,16.114481649428164,0
519,WAS,1610612764,2018-12-03,110,107,0.478,0.406,0.75,38,10,8,0.391304347826087,0.1,1450.3802897158039,1430.4795817419779,17.93881284972339,1
520,CLE,1610612739,2018-12-03,99,97,0.432,0.267,0.95,55,10,4,0.18181818181818182,0.1,1401.0102918437467,1436.4130706682383,16.128504306425533,1
521,BKN,1610612751,2018-12-03,97,99,0.394,0.25,0.563,50,8,2,0.3333333333333333,0.2,1436.4130706682383,1401.0102918437467,16.337206624043088,0
522,DET,1610612765,2018-12-03,83,110,0.33,0.188,0.789,41,17,3,0.65,0.7,1538.3318895831858,1571.678943423172,18.1417448442414,0
523,OKC,1610612760,2018-12-03,110,83,0.506,0.28,0.85,52,17,8,0.6666666666666666,0.5555555555555556,1571.678943423172,1538.3318895831858,19.561570544138075,1
524,ATL,1610612737,2018-12-03,111,128,0.489,0.192,0.75,35,19,4,0.21739130434782608,0.3,1367.862944839788,1539.883052902215,15.208184591462846,0
525,GSW,1610612744,2018-12-03,128,111,0.585,0.542,0.864,39,20,8,0.625,0.3,1539.883052902215,1367.862944839788,20.677943334302086,1
526,HOU,1610612745,2018-12-03,91,103,0.432,0.282,0.842,34,20,6,0.5,0.5,1514.9059708730467,1514.1963233198671,21.05257132450817,0
527,MIN,1610612750,2018-12-03,103,91,0.439,0.5,0.714,42,14,7,0.4782608695652174,0.7,1514.1963233198671,1514.9059708730467,18.869110689576065,1
528,TOR,1610612761,2018-12-03,103,106,0.46,0.268,1.0,41,17,5,0.8333333333333334,0.8,1618.486729590067,1591.725119396236,20.20636584241967,0
529,DEN,1610612743,2018-12-03,106,103,0.449,0.393,0.625,49,20,2,0.6818181818181818,0.6,1591.725119396236,1618.486729590067,19.30448037442712,1
530,LAC,1610612746,2018-12-03,129,126,0.59,0.4,0.767,39,12,1,0.6818181818181818,0.5,1563.1463905823725,1512.089495333707,18.599239078930786,1
531,NOP,1610612740,2018-12-03,126,129,0.533,0.382,0.682,35,7,5,0.5,0.8,1512.089495333707,1563.1463905823725,17.859051733481607,0
532,PHX,1610612756,2018-12-04,105,122,0.437,0.279,0.81,43,21,4,0.17391304347826086,0.2,1363.352759917284,1471.2884846688821,13.359177296270902,0
533,SAC,1610612758,2018-12-04,122,105,0.536,0.458,0.656,42,13,3,0.5,0.5,1471.2884846688821,1363.352759917284,16.89006909702667,1
534,ORL,1610612753,2018-12-04,105,90,0.442,0.5,0.75,43,15,4,0.4782608695652174,0.5,1483.5739198374008,1466.8676664866387,19.464283279477314,1
535,MIA,1610612748,2018-12-04,90,105,0.418,0.343,0.4,47,16,11,0.4090909090909091,0.3,1466.8676664866387,1483.5739198374008,16.779528263979458,0
536,UTA,1610612762,2018-12-04,139,105,0.607,0.606,0.85,42,18,5,0.4583333333333333,0.25,1476.819682045885,1457.8814812002206,19.326163193159193,1
537,SAS,1610612759,2018-12-04,105,139,0.489,0.318,0.909,32,16,5,0.4782608695652174,0.3,1457.8814812002206,1476.819682045885,16.038824632231936,0
538,IND,1610612754,2018-12-04,96,90,0.461,0.273,0.833,45,18,6,0.5652173913043478,0.6,1524.9261948053081,1369.1679468536074,17.475298106281315,1
539,CHI,1610612741,2018-12-04,90,96,0.394,0.355,1.0,44,19,2,0.20833333333333334,0.2,1369.1679468536074,1524.9261948053081,14.123015528814365,0
540,DAL,1610612742,2018-12-04,111,102,0.432,0.367,0.686,50,13,4,0.5238095238095238,0.8,1539.5667190889153,1502.365645266935,17.16704924875142,1
541,POR,1610612757,2018-12-04,102,111,0.452,0.292,0.826,48,19,6,0.5652173913043478,0.4,1502.365645266935,1539.5667190889153,16.202842839965285,0
542,SAS,1610612759,2018-12-05,113,121,0.448,0.259,1.0,49,11,2,0.4583333333333333,0.2,1435.5636472572792,1538.8604424463338,17.75482427453252,0
543,LAL,1610612747,2018-12-05,121,113,0.477,0.359,0.697,42,12,3,0.6086956521739131,0.8,1538.8604424463338,1435.5636472572792,16.67496853328905,1
544,BKN,1610612751,2018-12-05,112,114,0.43,0.417,0.767,45,15,4,0.32,0.2,1430.9354093348434,1589.5241041732338,16.585199647781423,0
545,OKC,1610612760,2018-12-05,114,112,0.434,0.342,0.577,60,13,6,0.6818181818181818,0.6,1589.5241041732338,1430.9354093348434,19.599260975856645,1
546,ORL,1610612753,2018-12-05,118,124,0.474,0.408,1.0,40,10,4,0.5,0.5,1496.2214623042876,1597.877222327511,16.703028801026942,0
547,DEN,1610612743,2018-12-05,124,118,0.549,0.579,0.622,43,10,2,0.6956521739130435,0.6,1597.877222327511,1496.2214623042876,16.25231752979823,1
548,CLE,1610612739,2018-12-05,105,129,0.438,0.344,0.696,41,10,2,0.21739130434782608,0.3,1406.4879531771417,1546.858200209725,16.17831957294261,0
549,GSW,1610612744,2018-12-05,129,105,0.529,0.529,0.875,46,9,5,0.64,0.4,1546.858200209725,1406.4879531771417,21.05548678000447,1
550,MIL,1610612749,2018-12-05,115,92,0.463,0.341,0.833,46,16,4,0.6818181818181818,0.8,1614.2446335171308,1520.486728833124,21.570352189779545,1
551,DET,1610612765,2018-12-05,92,115,0.368,0.237,0.684,51,20,1,0.6190476190476191,0.5,1520.486728833124,1614.2446335171308,16.203673452756906,0
552,ATL,1610612737,2018-12-05,117,131,0.446,0.316,0.742,43,17,4,0.20833333333333334,0.2,1360.887797532278,1455.5684341488038,14.279156563963445,0
553,WAS,1610612764,2018-12-05,131,117,0.484,0.316,0.844,49,16,4,0.4166666666666667,0.2,1455.5684341488038,1360.887797532278,15.612766799359148,1
554,CHA,1610612766,2018-12-05,104,121,0.408,0.364,0.8,40,10,1,0.4782608695652174,0.3,1516.0783782774786,1525.8629291292946,19.184780056691906,0
555,MIN,1610612750,2018-12-05,121,104,0.539,0.5,0.65,50,15,11,0.5,0.7,1525.8629291292946,1516.0783782774786,18.502881977035667,1
556,TOR,1610612761,2018-12-05,113,102,0.43,0.276,0.864,53,11,3,0.8,0.7,1612.334626658792,1551.880535168571,20.17431819418344,1
557,PHI,1610612755,2018-12-05,102,113,0.455,0.314,0.786,49,21,5,0.68,0.4,1551.880535168571,1612.334626658792,18.566473208119774,0
558,LAC,1610612746,2018-12-05,86,96,0.338,0.348,0.8,47,19,4,0.6956521739130435,0.6,1567.7339294147428,1527.0075677779294,19.183285454761148,0
559,MEM,1610612763,2018-12-05,96,86,0.435,0.25,0.625,49,16,6,0.5909090909090909,0.7,1527.0075677779294,1567.7339294147428,18.008936761609064,1
560,DAL,1610612742,2018-12-05,106,132,0.429,0.304,0.667,45,18,4,0.5454545454545454,0.2,1548.0109719020081,1507.5019565013367,17.26149192517652,0
561,NOP,1610612740,2018-12-05,132,106,0.554,0.586,0.65,46,12,6,0.48,0.7,1507.5019565013367,1548.0109719020081,17.117561092189266,1
562,NYK,1610612752,2018-12-06,100,128,0.396,0.343,0.8,47,17,5,0.32,0.3,1425.291437308978,1545.5278488280555,16.002452663323204,0
563,BOS,1610612738,2018-12-06,128,100,0.533,0.342,0.85,46,9,6,0.5652173913043478,0.6666666666666666,1545.5278488280555,1425.291437308978,17.869605413644415,1
564,PHX,1610612756,2018-12-06,86,108,0.385,0.185,0.786,41,17,2,0.16666666666666666,0.1,1353.928544301115,1493.9213924538421,11.972689238493118,0
565,POR,1610612757,2018-12-06,108,86,0.482,0.333,0.63,56,17,6,0.5416666666666666,0.6,1493.9213924538421,1353.928544301115,15.613787658167517,1
566,HOU,1610612745,2018-12-06,91,118,0.386,0.222,0.882,43,23,5,0.4782608695652174,0.4,1503.2393650636193,1499.1375159888264,19.488240059393174,0
567,UTA,1610612762,2018-12-06,118,91,0.506,0.25,0.741,47,12,4,0.48,0.3333333333333333,1499.1375159888264,1503.2393650636193,14.6042402831502,1
568,SAS,1610612759,2018-12-07,133,120,0.505,0.419,0.848,48,10,7,0.44,0.6,1429.5997448762387,1544.8243448273743,18.167519080981137,1
569,LAL,1610612747,2018-12-07,120,133,0.46,0.306,0.81,43,9,1,0.625,0.5,1544.8243448273743,1429.5997448762387,16.76786984474222,0
570,CHI,1610612741,2018-12-07,114,112,0.524,0.48,0.696,39,21,6,0.2,0.2,1365.1833902426526,1591.9802308636824,13.970420157081236,1
571,OKC,1610612760,2018-12-07,112,114,0.457,0.357,0.667,51,22,6,0.6956521739130435,0.7,1591.9802308636824,1365.1833902426526,19.61095442292927,0
572,PHX,1610612756,2018-12-07,98,115,0.456,0.412,0.75,42,21,4,0.16,0.2,1344.2042747301984,1454.220124019752,12.286611118989118,0
573,MIA,1610612748,2018-12-07,115,98,0.488,0.405,0.889,40,12,5,0.391304347826087,0.4444444444444444,1454.220124019752,1344.2042747301984,15.066756616684009,1
574,BKN,1610612751,2018-12-07,106,105,0.439,0.314,0.692,60,20,2,0.3076923076923077,0.1,1428.4792826443947,1621.028638894461,15.067208322653086,1
575,TOR,1610612761,2018-12-07,105,106,0.393,0.314,0.828,41,15,7,0.8076923076923077,0.9,1621.028638894461,1428.4792826443947,20.906896463421845,0
576,IND,1610612754,2018-12-07,112,90,0.473,0.346,0.833,53,10,8,0.5833333333333334,0.6,1528.9107514162629,1491.1049183749137,14.726522417960915,1
577,ORL,1610612753,2018-12-07,90,112,0.404,0.242,0.769,47,16,7,0.48,0.5,1491.1049183749137,1528.9107514162629,16.324474890541737,0
578,CLE,1610612739,2018-12-07,110,129,0.531,0.385,0.737,35,18,0,0.20833333333333334,0.3,1396.1644830750988,1480.7127002850511,16.6470782947827,0
579,SAC,1610612758,2018-12-07,129,110,0.571,0.448,0.571,35,9,5,0.5217391304347826,0.5,1480.7127002850511,1396.1644830750988,17.80474277950448,1
580,DET,1610612765,2018-12-07,111,117,0.416,0.25,0.811,49,18,3,0.5909090909090909,0.6,1508.107772450569,1543.186522932902,15.840021523303852,0
581,PHI,1610612755,2018-12-07,117,111,0.489,0.281,0.952,40,16,12,0.6538461538461539,0.4,1543.186522932902,1508.107772450569,18.463177450586112,1
582,GSW,1610612744,2018-12-07,105,95,0.449,0.413,0.857,43,18,6,0.6538461538461539,0.4,1557.181670311768,1626.6235898996858,21.4416450338102,1
583,MIL,1610612749,2018-12-07,95,105,0.391,0.179,0.696,54,19,3,0.6956521739130435,0.8,1626.6235898996858,1557.181670311768,21.985715845088045,0
584,CHA,1610612766,2018-12-07,113,107,0.384,0.371,0.895,48,10,9,0.4583333333333333,0.6,1501.953862091753,1602.9937662568848,15.599107409810117,1
585,DEN,1610612743,2018-12-07,107,113,0.386,0.229,0.808,55,9,12,0.7083333333333334,0.7,1602.9937662568848,1501.953862091753,18.14843853890158,0
586,NOP,1610612740,2018-12-07,103,107,0.452,0.241,0.833,42,18,5,0.5,0.7,1530.2453620269273,1538.986273440252,19.854779076011948,0
587,MEM,1610612763,2018-12-07,107,103,0.47,0.421,0.75,42,11,7,0.6086956521739131,0.5,1538.986273440252,1530.2453620269273,16.03446733479513,1
588,CHI,1610612741,2018-12-08,77,133,0.383,0.25,0.643,37,17,2,0.23076923076923078,0.3,1374.4717513996586,1558.185232275711,13.064274957155222,0
589,BOS,1610612738,2018-12-08,133,77,0.538,0.512,0.733,54,7,4,0.5833333333333334,0.4,1558.185232275711,1374.4717513996586,16.703922369110227,1
590,NYK,1610612752,2018-12-08,104,112,0.47,0.308,0.6,40,13,2,0.3076923076923077,0.3,1412.6340538613224,1435.6636252238598,14.874582309415972,0
591,BKN,1610612751,2018-12-08,112,104,0.489,0.5,0.6,45,16,5,0.3333333333333333,0.4,1435.6636252238598,1412.6340538613224,14.612604927211038,1
592,LAC,1610612746,2018-12-08,98,121,0.371,0.241,0.806,49,16,8,0.6666666666666666,0.9,1555.75522375242,1463.5567611279557,17.683110752785957,0
593,MIA,1610612748,2018-12-08,121,98,0.435,0.333,0.718,57,11,6,0.4166666666666667,0.5,1463.5567611279557,1555.75522375242,13.430257213673057,1
594,WAS,1610612764,2018-12-08,101,116,0.442,0.368,0.688,33,8,3,0.44,0.3,1464.3446564937553,1384.8916498351437,16.892903443474236,0
595,CLE,1610612739,2018-12-08,116,101,0.528,0.484,0.7,49,9,5,0.2,0.3,1384.8916498351437,1464.3446564937553,16.753986889142617,1
596,POR,1610612757,2018-12-08,113,105,0.47,0.303,0.833,53,20,9,0.56,0.7,1503.6456620247586,1539.98744531502,16.03767808043359,1
597,MIN,1610612750,2018-12-08,105,113,0.44,0.438,0.818,40,12,7,0.52,0.2,1539.98744531502,1503.6456620247586,16.667047586806405,0
598,IND,1610612754,2018-12-08,107,97,0.435,0.267,0.864,52,17,8,0.6,0.6,1544.0647418727388,1491.9855335250063,19.292641431724462,1
599,SAC,1610612758,2018-12-08,97,107,0.422,0.281,0.8,43,14,8,0.5416666666666666,0.6,1491.9855335250063,1544.0647418727388,18.976394239882634,0
600,DEN,1610612743,2018-12-08,98,106,0.371,0.25,0.81,48,15,4,0.68,0.6,1592.2011722554698,1352.1115751873265,14.36330042707578,0
601,ATL,1610612737,2018-12-08,106,98,0.43,0.357,0.688,51,18,11,0.2,0.2,1352.1115751873265,1592.2011722554698,15.051134431131619,1
602,HOU,1610612745,2018-12-08,104,107,0.453,0.319,0.846,36,12,3,0.4583333333333333,0.3,1482.672871335321,1525.2675663764176,19.360655647186334,0
603,DAL,1610612742,2018-12-08,107,104,0.494,0.4,0.813,44,17,3,0.5217391304347826,0.8,1525.2675663764176,1482.672871335321,16.481996396362867,1
604,MEM,1610612763,2018-12-08,88,111,0.405,0.2,0.778,36,15,7,0.625,0.7,1545.1087519183156,1527.00845336912,17.788712572478453,0
605,LAL,1610612747,2018-12-08,111,88,0.443,0.4,0.75,57,18,6,0.6,0.5,1527.00845336912,1545.1087519183156,15.56916135938177,1
606,UTA,1610612762,2018-12-09,97,110,0.435,0.31,0.737,38,16,4,0.5,0.5,1519.7040097171248,1447.415636334493,19.68318598981159,0
607,SAS,1610612759,2018-12-09,110,97,0.528,0.357,0.917,46,11,7,0.46153846153846156,0.7,1447.415636334493,1519.7040097171248,16.47344550837557,1
608,CHA,1610612766,2018-12-09,119,107,0.483,0.353,0.852,42,12,4,0.48,0.2,1512.746456093168,1404.3090570567572,17.847858232149402,1
609,NYK,1610612752,2018-12-09,107,119,0.473,0.5,0.857,41,17,2,0.2962962962962963,0.3,1404.3090570567572,1512.746456093168,13.237771161022406,0
610,DET,1610612765,2018-12-09,108,116,0.439,0.31,0.542,47,10,5,0.5652173913043478,0.6,1501.3429756819385,1524.1228835488637,13.53278668802486,0
611,NOP,1610612740,2018-12-09,116,108,0.532,0.4,0.87,47,18,8,0.48148148148148145,0.2,1524.1228835488637,1501.3429756819385,18.612596015289963,1
612,MIL,1610612749,2018-12-09,104,99,0.414,0.385,0.85,45,13,7,0.6666666666666666,0.4444444444444444,1613.4682817201106,1613.844296314996,21.168356918727596,1
613,TOR,1610612761,2018-12-09,99,104,0.415,0.341,0.857,45,11,11,0.7777777777777778,0.7,1613.844296314996,1613.4682817201106,18.656421305282926,0
614,PHI,1610612755,2018-12-10,116,102,0.443,0.405,0.657,48,14,5,0.6666666666666666,0.9,1549.9513197015326,1493.0099661210743,16.5012165378174,1
615,DET,1610612765,2018-12-10,102,116,0.488,0.429,0.524,46,15,5,0.5416666666666666,0.4444444444444444,1493.0099661210743,1549.9513197015326,12.303952627201834,0
616,GSW,1610612744,2018-12-10,116,108,0.419,0.442,0.905,49,17,5,0.6666666666666666,0.8,1570.3369784913432,1529.66168117488,20.815542882786144,1
617,MIN,1610612750,2018-12-10,108,116,0.458,0.28,0.806,42,16,6,0.5,0.2,1529.66168117488,1570.3369784913432,18.54532794158786,0
618,MIA,1610612748,2018-12-10,105,108,0.447,0.324,0.769,50,17,7,0.44,0.6,1488.1222806314684,1546.2965051066296,14.741248752376503,0
619,LAL,1610612747,2018-12-10,108,105,0.456,0.438,0.6,46,12,7,0.6153846153846154,0.8,1546.2965051066296,1488.1222806314684,15.977777102436376,1
620,SAC,1610612758,2018-12-10,108,89,0.455,0.432,0.8,42,18,4,0.52,0.5,1483.5053326797115,1358.827780276947,18.48759976894904,1
621,CHI,1610612741,2018-12-10,89,108,0.447,0.286,1.0,40,27,3,0.2222222222222222,0.3,1358.827780276947,1483.5053326797115,15.169399661682549,0
622,LAC,1610612746,2018-12-10,123,119,0.529,0.333,0.788,42,18,4,0.64,0.6,1531.1897042489074,1334.8676376219946,17.390754199523897,1
623,PHX,1610612756,2018-12-10,119,123,0.5,0.36,0.8,40,15,8,0.15384615384615385,0.2,1334.8676376219946,1531.1897042489074,14.580194731424502,0
624,BOS,1610612738,2018-12-10,113,100,0.489,0.308,0.684,51,15,5,0.6,0.7,1573.8292033984228,1532.4558931097279,17.45928867949391,1
625,NOP,1610612740,2018-12-10,100,113,0.448,0.308,0.737,39,13,1,0.5,0.3,1532.4558931097279,1573.8292033984228,21.404646729400994,0
626,MIL,1610612749,2018-12-10,108,92,0.438,0.417,0.818,58,14,4,0.68,0.7,1620.5153933436477,1402.5006927971656,17.13454703290577,1
627,CLE,1610612739,2018-12-10,92,108,0.375,0.333,0.667,46,9,2,0.23076923076923078,0.2,1402.5006927971656,1620.5153933436477,12.442143813526142,0
628,WAS,1610612764,2018-12-10,101,109,0.42,0.333,0.708,34,12,3,0.4230769230769231,0.3,1446.7356135317334,1552.5449427180336,14.874387850351619,0
629,IND,1610612754,2018-12-10,109,101,0.539,0.5,0.773,50,24,7,0.6153846153846154,0.6,1552.5449427180336,1446.7356135317334,17.23337493660275,1
630,DAL,1610612742,2018-12-10,101,76,0.427,0.286,0.84,52,14,4,0.5416666666666666,0.9,1530.0144480499682,1475.9509279184379,16.42355753399703,1
631,ORL,1610612753,2018-12-10,76,101,0.36,0.286,0.8,42,16,2,0.46153846153846156,0.5,1475.9509279184379,1530.0144480499682,17.80736863631343,0
632,DEN,1610612743,2018-12-10,105,99,0.506,0.321,0.783,40,14,6,0.6538461538461539,0.7,1574.2359657622628,1525.820700180806,15.43833847263812,1
633,MEM,1610612763,2018-12-10,99,105,0.5,0.333,0.941,34,14,4,0.6,0.6,1525.820700180806,1574.2359657622628,15.629189918756676,0
634,UTA,1610612762,2018-12-10,113,122,0.512,0.276,0.633,45,20,4,0.48148148148148145,0.4,1504.031701254584,1582.6918697066765,19.250291454365176,0
635,OKC,1610612760,2018-12-10,122,113,0.506,0.381,0.718,43,18,2,0.6666666666666666,0.9,1582.6918697066765,1504.031701254584,20.8195508955652,1
636,PHX,1610612756,2018-12-11,86,111,0.402,0.286,0.857,40,17,5,0.14814814814814814,0.1,1332.1987577190018,1463.0879447970337,12.744707630336672,0
637,SAS,1610612759,2018-12-11,111,86,0.494,0.619,0.842,46,15,2,0.48148148148148145,0.7,1463.0879447970337,1332.1987577190018,15.737530430427695,1
638,TOR,1610612761,2018-12-11,123,99,0.521,0.483,0.75,43,9,6,0.75,0.8,1606.7971846914588,1533.8585841519002,16.795497462891564,1
639,LAC,1610612746,2018-12-11,99,123,0.442,0.28,0.842,44,16,5,0.6538461538461539,0.9,1533.8585841519002,1606.7971846914588,14.91411038995775,0
640,HOU,1610612745,2018-12-11,111,104,0.494,0.31,0.667,42,7,5,0.44,0.5,1477.9259896617702,1513.9714261648987,20.33438592156499,1
641,POR,1610612757,2018-12-11,104,111,0.437,0.4,0.857,44,14,4,0.5769230769230769,0.4,1513.9714261648987,1477.9259896617702,19.040836932742245,0
642,PHI,1610612755,2018-12-12,124,127,0.549,0.429,0.75,37,17,3,0.6785714285714286,0.9,1560.2544319668689,1443.988622028425,17.876642027113547,0
643,BKN,1610612751,2018-12-12,127,124,0.514,0.5,0.86,37,17,1,0.35714285714285715,0.5,1443.988622028425,1560.2544319668689,14.977028796995542,1
644,TOR,1610612761,2018-12-12,113,93,0.484,0.321,0.842,48,11,3,0.7586206896551724,0.8,1620.752064910913,1578.1053916866658,17.840979982846868,1
645,GSW,1610612744,2018-12-12,93,113,0.476,0.231,0.692,40,19,11,0.6785714285714286,0.8,1578.1053916866658,1620.752064910913,23.133627499696438,0
646,CLE,1610612739,2018-12-12,113,106,0.473,0.294,0.81,51,13,4,0.2222222222222222,0.3,1397.1895854151285,1396.8391100011515,15.657109845244637,1
647,NYK,1610612752,2018-12-12,106,113,0.436,0.407,0.929,43,12,7,0.2857142857142857,0.3,1396.8391100011515,1397.1895854151285,13.688932939152396,0
648,UTA,1610612762,2018-12-12,111,84,0.526,0.5,0.714,52,17,4,0.4642857142857143,0.4,1496.9127190366792,1483.6664700003093,16.88020159496554,1
649,MIA,1610612748,2018-12-12,84,111,0.377,0.364,0.583,30,13,2,0.4230769230769231,0.5,1483.6664700003093,1496.9127190366792,16.103774727421275,0
650,IND,1610612754,2018-12-12,113,97,0.473,0.4,0.75,54,16,4,0.6296296296296297,0.7,1558.442425960239,1625.8265007256848,19.483085392007705,1
651,MIL,1610612749,2018-12-12,97,113,0.418,0.256,0.667,43,13,6,0.6923076923076923,0.5,1625.8265007256848,1558.442425960239,18.959320452435787,0
652,DAL,1610612742,2018-12-12,114,107,0.467,0.353,0.744,36,14,5,0.56,1.0,1545.5547762540489,1370.0767816805335,16.5619667144121,1
653,ATL,1610612737,2018-12-12,107,114,0.462,0.333,0.714,44,21,2,0.23076923076923078,0.1,1370.0767816805335,1545.5547762540489,15.220110238972262,0
654,MIN,1610612750,2018-12-12,130,141,0.538,0.409,0.778,39,11,4,0.48148148148148145,0.2,1521.8932679795573,1492.931964025948,19.03210413430758,0
655,SAC,1610612758,2018-12-12,141,130,0.581,0.5,0.688,38,11,6,0.5384615384615384,0.6,1492.931964025948,1521.8932679795573,19.13106010820645,1
656,CHA,1610612766,2018-12-12,108,107,0.412,0.321,0.784,42,7,5,0.5,0.7,1520.2164031487737,1482.706853855738,17.829890986448543,1
657,DET,1610612765,2018-12-12,107,108,0.465,0.382,0.667,49,14,10,0.52,0.4,1482.706853855738,1520.2164031487737,15.033270988443904,0
658,BOS,1610612738,2018-12-12,130,125,0.452,0.289,1.0,50,14,2,0.6153846153846154,0.5,1584.2837278444808,1440.838130289528,20.976110333577626,1
659,WAS,1610612764,2018-12-12,125,130,0.505,0.364,0.724,41,15,4,0.4074074074074074,0.7,1440.838130289528,1584.2837278444808,17.53200336263829,0
660,POR,1610612757,2018-12-12,83,92,0.368,0.273,0.813,44,14,9,0.5555555555555556,0.3,1504.4133598813685,1519.4070249943327,19.387399996558496,0
661,MEM,1610612763,2018-12-12,92,83,0.415,0.333,0.667,51,13,10,0.5769230769230769,0.6,1519.4070249943327,1504.4133598813685,16.4122349294262,1
662,NOP,1610612740,2018-12-12,118,114,0.464,0.222,0.8,56,18,3,0.4827586206896552,0.7,1522.0013686636698,1589.8108519245814,19.468888624714896,1
663,OKC,1610612760,2018-12-12,114,118,0.483,0.302,0.63,39,18,6,0.68,0.7,1589.8108519245814,1522.0013686636698,21.205010923684696,0
664,SAS,1610612759,2018-12-13,125,87,0.578,0.455,0.792,47,11,7,0.5,0.7,1474.1972979443708,1519.903703932446,17.302061967194817,1
665,LAC,1610612746,2018-12-13,87,125,0.357,0.323,0.708,42,17,1,0.6296296296296297,0.6,1519.903703932446,1474.1972979443708,15.099789634345468,0
666,PHX,1610612756,2018-12-13,99,89,0.402,0.37,0.833,40,13,5,0.14285714285714285,0.2,1321.0894045716648,1549.4934909246028,16.103805287165574,1
667,DAL,1610612742,2018-12-13,89,99,0.397,0.152,0.667,53,23,4,0.5769230769230769,0.2,1549.4934909246028,1321.0894045716648,17.433536300896677,0
668,CHI,1610612741,2018-12-13,91,97,0.479,0.556,0.65,33,18,4,0.21428571428571427,0.2,1349.4011489307104,1460.4105997143572,13.327082206192777,0
669,ORL,1610612753,2018-12-13,97,91,0.415,0.333,0.783,43,16,6,0.4444444444444444,0.5,1460.4105997143572,1349.4011489307104,16.42621697072686,1
670,LAL,1610612747,2018-12-13,111,126,0.538,0.313,0.556,31,13,5,0.6296296296296297,0.5,1550.7523157377886,1487.4840559453005,15.858885468465322,0
671,HOU,1610612745,2018-12-13,126,111,0.494,0.441,0.844,43,14,2,0.46153846153846156,0.6,1487.4840559453005,1550.7523157377886,18.07693556362035,1
