,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,ELO_OPP,PER_A,WINNER
14539,MEM,1610612763,2015-02-10,95,86,0.444,0.316,0.68,45,12,9,0.7450980392156863,0.9,1656.1893506460792,1427.0864487116978,15.122659670736548,1
14540,BOS,1610612738,2015-02-11,89,88,0.323,0.323,0.95,56,10,4,0.38,0.4,1419.092117996105,1687.1154146757915,14.390259578658794,1
14541,ATL,1610612737,2015-02-11,88,89,0.423,0.241,0.652,44,12,5,0.8113207547169812,0.8,1687.1154146757915,1419.092117996105,18.297800634538397,0
14542,HOU,1610612745,2015-02-11,95,110,0.391,0.2,0.818,41,17,6,0.6923076923076923,0.7,1608.6515158296427,1614.366902054529,17.82501481227307,0
14543,LAC,1610612746,2015-02-11,110,95,0.481,0.182,0.622,49,15,3,0.6415094339622641,0.7,1614.366902054529,1608.6515158296427,16.99078188608233,1
14544,ORL,1610612753,2015-02-11,89,83,0.463,0.364,0.821,44,18,9,0.2909090909090909,0.2,1314.6884235701505,1330.8486221031567,15.06271804968154,1
14545,NYK,1610612752,2015-02-11,83,89,0.342,0.333,0.778,39,12,4,0.19230769230769232,0.1,1330.8486221031567,1314.6884235701505,13.704119426951912,0
14546,CLE,1610612739,2015-02-11,113,93,0.564,0.4,0.789,43,16,3,0.6037735849056604,0.9,1573.7930627069472,1447.3925538506487,19.317796162070408,1
14547,MIA,1610612748,2015-02-11,93,113,0.405,0.375,0.8,36,15,4,0.43137254901960786,0.5,1447.3925538506487,1573.7930627069472,14.284899238952715,0
14548,DET,1610612765,2015-02-11,87,104,0.407,0.429,0.706,36,10,4,0.39622641509433965,0.6,1461.6441753823938,1612.0476337717648,15.868714779618191,0
14549,SAS,1610612759,2015-02-11,104,87,0.477,0.37,0.909,45,10,6,0.6346153846153846,0.4,1612.0476337717648,1461.6441753823938,15.821565101855398,1
14550,POR,1610612757,2015-02-11,102,86,0.407,0.333,0.957,52,10,5,0.6730769230769231,0.7,1615.914625988963,1336.536648198588,14.361609065970619,1
14551,LAL,1610612747,2015-02-11,86,102,0.366,0.438,1.0,48,10,5,0.25,0.0,1336.536648198588,1615.914625988963,12.468204956847744,0
14552,SAC,1610612758,2015-02-11,103,111,0.429,0.364,0.767,48,18,5,0.35294117647058826,0.2,1388.844376965841,1533.947557542966,11.268178131930759,0
14553,MIL,1610612749,2015-02-11,111,103,0.488,0.467,0.813,45,15,5,0.5576923076923077,0.7,1533.947557542966,1388.844376965841,18.631652394516113,1
14554,DAL,1610612742,2015-02-11,87,82,0.373,0.357,0.808,38,11,3,0.6481481481481481,0.6,1595.7243974120563,1463.5380802537964,11.69710282355929,1
14555,UTA,1610612762,2015-02-11,82,87,0.375,0.379,0.524,52,19,7,0.36538461538461536,0.4,1463.5380802537964,1595.7243974120563,14.479479292066419,0
14556,GSW,1610612744,2015-02-11,94,91,0.444,0.259,0.778,49,15,6,0.82,0.5,1717.7210959426484,1348.7680804434756,19.003862711600043,1
14557,MIN,1610612750,2015-02-11,91,94,0.384,0.357,0.741,50,14,2,0.21153846153846154,0.3,1348.7680804434756,1717.7210959426484,17.345518955319314,0
14558,WAS,1610612764,2015-02-11,93,95,0.459,0.238,0.625,50,16,6,0.6226415094339622,0.5,1547.546689749005,1586.1634825749816,13.706352690828577,0
14559,TOR,1610612761,2015-02-11,95,93,0.408,0.423,0.846,37,13,5,0.6730769230769231,0.5,1586.1634825749816,1547.546689749005,16.37912844081279,1
14560,OKC,1610612760,2015-02-11,105,89,0.446,0.35,0.96,49,14,9,0.5192307692307693,0.8,1573.2736024846745,1659.6610110191332,17.85249417417637,1
14561,MEM,1610612763,2015-02-11,89,105,0.372,0.167,0.767,42,13,2,0.75,0.6,1659.6610110191332,1573.2736024846745,16.614103249353757,0
14562,NOP,1610612740,2015-02-11,93,106,0.459,0.467,0.72,32,15,3,0.5192307692307693,0.6,1504.915527492037,1452.844867071654,13.371532061848471,0
14563,IND,1610612754,2015-02-11,106,93,0.533,0.45,0.944,37,15,2,0.37735849056603776,0.3,1452.844867071654,1504.915527492037,17.222623142821707,1
14564,CHI,1610612741,2015-02-12,113,98,0.457,0.391,0.769,47,8,3,0.6226415094339622,0.5,1572.3702609611742,1583.4838031376455,14.670981128316848,1
14565,CLE,1610612739,2015-02-12,98,113,0.435,0.258,0.727,43,16,3,0.6111111111111112,0.5,1583.4838031376455,1572.3702609611742,16.26771264257684,0
14566,SAS,1610612759,2015-02-19,115,119,0.512,0.357,0.826,38,17,2,0.6415094339622641,0.5,1619.79105636228,1627.548636123597,16.996798551804805,0
14567,LAC,1610612746,2015-02-19,119,115,0.545,0.421,0.519,43,13,4,0.6481481481481481,0.7,1627.548636123597,1619.79105636228,15.992104604670907,1
14568,OKC,1610612760,2015-02-19,104,89,0.418,0.318,0.808,62,25,0,0.5283018867924528,0.9,1592.055471399361,1599.777793499183,16.663194669866474,1
14569,DAL,1610612742,2015-02-19,89,104,0.363,0.333,0.824,39,18,3,0.6545454545454545,0.6,1599.777793499183,1592.055471399361,16.25699809282504,0
14570,PHI,1610612755,2015-02-20,95,106,0.405,0.32,0.655,47,18,11,0.22641509433962265,0.6,1317.4305582802986,1467.532187520827,11.915602924139838,0
14571,IND,1610612754,2015-02-20,106,95,0.482,0.364,0.818,44,15,1,0.3888888888888889,0.4,1467.532187520827,1317.4305582802986,16.840108922625095,1
14572,GSW,1610612744,2015-02-20,110,99,0.488,0.515,0.611,40,12,5,0.8235294117647058,0.9,1718.6430986969397,1613.646012104259,17.92414310180477,1
14573,SAS,1610612759,2015-02-20,99,110,0.481,0.316,0.75,44,16,4,0.6296296296296297,0.5,1613.646012104259,1718.6430986969397,13.10118878148898,0
14574,BKN,1610612751,2015-02-20,114,105,0.472,0.476,0.833,46,11,2,0.40384615384615385,0.3,1423.6147883386438,1332.7026398947562,11.973663632089943,1
14575,LAL,1610612747,2015-02-20,105,114,0.461,0.174,0.655,46,10,4,0.24528301886792453,0.3,1332.7026398947562,1423.6147883386438,12.41194942507957,0
14576,MIA,1610612748,2015-02-20,111,87,0.481,0.45,0.743,50,22,4,0.4230769230769231,0.4,1437.7018134199504,1322.650495629076,12.776395880424658,1
14577,NYK,1610612752,2015-02-20,87,111,0.427,0.333,0.688,32,20,6,0.18867924528301888,0.4,1322.650495629076,1437.7018134199504,10.724154957555202,0
14578,ORL,1610612753,2015-02-20,95,84,0.5,0.222,0.5,42,9,3,0.30357142857142855,0.3,1322.8865500442312,1490.2282070428641,14.509022428328642,1
14579,NOP,1610612740,2015-02-20,84,95,0.42,0.263,0.75,40,12,6,0.5094339622641509,0.4,1490.2282070428641,1322.8865500442312,18.08011765876676,0
14580,CHI,1610612741,2015-02-20,91,100,0.423,0.313,0.909,43,20,7,0.6296296296296297,0.5,1586.3888734418833,1453.9007527918786,17.58887106108186,0
14581,DET,1610612765,2015-02-20,100,91,0.452,0.273,0.545,42,12,1,0.3888888888888889,0.6,1453.9007527918786,1586.3888734418833,14.425497886828962,1
14582,MIL,1610612749,2015-02-20,89,81,0.423,0.333,0.818,46,17,5,0.5660377358490566,0.8,1538.869702590767,1420.0291161587886,18.634406213333744,1
14583,DEN,1610612743,2015-02-20,81,89,0.357,0.269,0.667,45,15,7,0.37735849056603776,0.3,1420.0291161587886,1538.869702590767,11.900136235386123,0
14584,UTA,1610612762,2015-02-20,92,76,0.446,0.4,0.471,48,11,7,0.3584905660377358,0.4,1459.4846841666697,1619.7486342927948,15.201159699446523,1
14585,POR,1610612757,2015-02-20,76,92,0.361,0.182,0.909,37,13,5,0.6792452830188679,0.3,1619.7486342927948,1459.4846841666697,16.89807339036772,0
14586,ATL,1610612737,2015-02-20,80,105,0.33,0.211,0.667,52,23,8,0.7962962962962963,1.0,1678.637480602278,1590.33172401664,19.277508773959745,0
14587,TOR,1610612761,2015-02-20,105,80,0.448,0.433,0.75,52,14,9,0.6792452830188679,0.6,1590.33172401664,1678.637480602278,16.02873796197312,1
14588,HOU,1610612745,2015-02-20,100,111,0.414,0.324,0.615,47,21,9,0.6792452830188679,0.6,1595.4697817605747,1585.9295813602153,15.837489363476301,0
14589,DAL,1610612742,2015-02-20,111,100,0.473,0.375,0.778,50,17,2,0.6428571428571429,0.6,1585.9295813602153,1595.4697817605747,16.480431573702578,1
14590,SAC,1610612758,2015-02-20,109,101,0.482,0.364,0.808,57,24,5,0.34615384615384615,0.3,1383.92223191804,1427.5700520696184,10.474122978112366,1
14591,BOS,1610612738,2015-02-20,101,109,0.4,0.273,0.577,40,11,3,0.39215686274509803,0.4,1427.5700520696184,1383.92223191804,12.46905139294569,0
14592,MIN,1610612750,2015-02-20,111,109,0.465,0.267,0.711,51,14,7,0.20754716981132076,0.3,1347.8460776891843,1540.2611570004417,16.713234701186096,1
14593,PHX,1610612756,2015-02-20,109,111,0.449,0.412,0.71,48,13,9,0.5370370370370371,0.3,1540.2611570004417,1347.8460776891843,14.031946133734497,0
14594,WAS,1610612764,2015-02-20,89,127,0.442,0.063,0.75,43,18,7,0.6111111111111112,0.6,1543.3784483073466,1569.4651906569363,14.534311392915692,0
14595,CLE,1610612739,2015-02-20,127,89,0.511,0.424,0.75,42,11,4,0.6,0.4,1569.4651906569363,1543.3784483073466,16.69349389237925,1
14596,CHI,1610612741,2015-02-21,112,107,0.483,0.5,0.875,47,17,3,0.6181818181818182,0.5,1571.5393535464568,1531.675440045324,14.742030409475054,1
14597,PHX,1610612756,2015-02-21,107,112,0.534,0.4,0.375,36,13,2,0.5272727272727272,0.2,1531.675440045324,1571.5393535464568,13.420077899589257,0
14598,LAC,1610612746,2015-02-21,126,99,0.484,0.4,0.714,54,11,11,0.6545454545454545,0.7,1633.693680381618,1394.5057584925933,13.276384612637347,1
14599,SAC,1610612758,2015-02-21,99,126,0.341,0.25,0.761,55,17,7,0.3584905660377358,0.2,1394.5057584925933,1633.693680381618,13.126479588557121,0
14600,HOU,1610612745,2015-02-21,98,76,0.417,0.207,0.71,52,25,9,0.6666666666666666,0.8,1584.0691208750216,1616.0941287466017,15.176607962412625,1
14601,TOR,1610612761,2015-02-21,76,98,0.325,0.222,0.786,39,25,5,0.6851851851851852,0.6,1616.0941287466017,1584.0691208750216,16.022653451134385,0
14602,MIA,1610612748,2015-02-21,91,105,0.418,0.294,0.741,45,17,7,0.4339622641509434,0.4,1449.3052834174232,1471.824849369695,13.242702011189392,0
14603,NOP,1610612740,2015-02-21,105,91,0.422,0.381,0.871,41,13,3,0.5,0.4,1471.824849369695,1449.3052834174232,10.348069686834716,1
14604,OKC,1610612760,2015-02-21,110,103,0.442,0.278,0.808,59,14,7,0.5370370370370371,0.5,1605.9036835383288,1454.556876835953,10.734364863359795,1
14605,CHA,1610612766,2015-02-21,103,110,0.43,0.292,0.8,41,9,10,0.4230769230769231,0.6,1454.556876835953,1605.9036835383288,11.509070769441053,0
14606,BOS,1610612738,2015-02-22,111,118,0.429,0.242,0.704,48,18,5,0.38461538461538464,0.4,1416.9865254950653,1325.950336177511,10.845796738736627,0
14607,LAL,1610612747,2015-02-22,118,111,0.512,0.389,0.658,46,18,4,0.24074074074074073,0.3,1325.950336177511,1416.9865254950653,14.785907542773652,1
14608,CLE,1610612739,2015-02-22,101,83,0.506,0.364,0.6,47,15,3,0.6071428571428571,0.5,1593.0354400906635,1311.0470256316032,18.959152373746818,1
14609,NYK,1610612752,2015-02-22,83,101,0.374,0.158,0.857,50,11,2,0.18518518518518517,0.4,1311.0470256316032,1593.0354400906635,11.886038310895998,0
14610,PHI,1610612755,2015-02-22,98,103,0.462,0.382,0.765,41,21,5,0.2222222222222222,0.1,1311.600995404373,1341.2899077174004,12.34053750530434,0
14611,ORL,1610612753,2015-02-22,103,98,0.476,0.261,0.731,38,15,2,0.3157894736842105,0.4,1341.2899077174004,1311.600995404373,15.42626811258599,1
14612,WAS,1610612764,2015-02-22,89,106,0.435,0.353,0.643,43,12,2,0.6,0.4,1519.8081988736194,1468.7502726873051,11.462196934657284,0
14613,DET,1610612765,2015-02-22,106,89,0.416,0.406,0.76,51,13,1,0.4,0.6,1468.7502726873051,1519.8081988736194,12.914347406942179,1
14614,MEM,1610612763,2015-02-22,98,92,0.472,0.333,0.846,44,7,4,0.7358490566037735,0.5,1640.8791421044466,1596.6701309879613,14.69685467228375,1
14615,POR,1610612757,2015-02-22,92,98,0.402,0.394,0.813,46,15,4,0.6666666666666666,0.8,1596.6701309879613,1640.8791421044466,11.620353406198591,0
14616,ATL,1610612737,2015-02-22,97,86,0.402,0.3,0.857,43,20,7,0.7818181818181819,0.7,1652.8750758723163,1544.4304585032835,16.758928861665645,1
14617,MIL,1610612749,2015-02-22,86,97,0.444,0.25,1.0,38,25,7,0.5740740740740741,0.8,1544.4304585032835,1652.8750758723163,18.33309798145207,0
14618,CHA,1610612766,2015-02-22,81,92,0.367,0.316,0.692,47,15,2,0.41509433962264153,0.6,1450.1294112675914,1597.3302422457684,15.961695592647299,0
14619,DAL,1610612742,2015-02-22,92,81,0.462,0.278,0.789,49,15,6,0.6491228070175439,0.6,1597.3302422457684,1450.1294112675914,14.59729961829079,1
14620,OKC,1610612760,2015-02-22,119,94,0.522,0.4,0.652,60,18,10,0.5454545454545454,0.9,1610.3311491066904,1414.4683602462721,17.178061067661933,1
14621,DEN,1610612743,2015-02-22,94,119,0.361,0.259,0.85,42,13,5,0.37037037037037035,0.2,1414.4683602462721,1610.3311491066904,13.549143696361254,0
14622,GSW,1610612744,2015-02-22,98,104,0.382,0.346,0.955,45,10,5,0.8269230769230769,0.6,1725.8215285154613,1473.3617503967525,14.57874734804941,0
14623,IND,1610612754,2015-02-22,104,98,0.481,0.421,0.783,46,15,4,0.4,0.5,1473.3617503967525,1725.8215285154613,17.681960320621823,1
14624,CHI,1610612741,2015-02-23,87,71,0.355,0.308,0.781,62,19,7,0.625,0.5,1577.580154485178,1537.3618669700027,16.19208993692643,1
14625,MIL,1610612749,2015-02-23,71,87,0.337,0.222,0.538,41,10,4,0.5636363636363636,0.7,1537.3618669700027,1577.580154485178,16.995041143319607,0
